"","SampleID","FacilityID","Facility.Type","UtmX83","UtmY83","Latitude83","Longitude83","QuarterQuarter","Section","Township","Range","Meridian","County","PermitNumber","ReceiptNumber","WellDepth","Sample.Date","Matrix","Sample.Reason","ResultID","MethodCode","ParamDescription","ResultValue","Qualifier","Units","FractionType","DetectionLimit"
"67",469141,706310,"Domestic Well",271199,4111259,37.11,-107.57,"SWNE",11,"33 N","7 W","N","LA PLATA                           ",238997,"",120,2006-02-01,"WATER","",71389500,"UnSpecified-Older data may not contain method info","m-+p-XYLENE",0.6,"","ug/L","",0.5
"68",469874,707182,"Domestic Well",501414,4121777,37.24,-104.98,"NESW",22,"32 S","68 W","6","LAS ANIMAS                         ",271373,"",510,2010-11-04,"WATER","Complaint Investigation",71714086,"UnSpecified-Older data may not contain method info","TOLUENE",1.7,"","UG/L","",1
"69",472271,704151,"Domestic Well",272732,4365897,39.41,-107.63,"SWSW",26,"7 S","92 W","6","GARFIELD                           ",224726,"",NA,2003-01-15,"WATER","",71781092,"UnSpecified-Older data may not contain method info","TOLUENE",0.9,"","ug/L","",0.2
"70",472272,704151,"Domestic Well",272732,4365897,39.41,-107.63,"SWSW",26,"7 S","92 W","6","GARFIELD                           ",224726,"",NA,2003-01-15,"WATER","",71781131,"UnSpecified-Older data may not contain method info","TOLUENE",0.9,"","ug/L","",0.2
"71",472276,704152,"Domestic Well",273296,4366862,39.42,-107.63,"",26,"7 S","92 W","6","GARFIELD                           ",101409,"",NA,2003-01-16,"WATER","",71781223,"UnSpecified-Older data may not contain method info","TOLUENE",0.3,"","ug/L","",0.2
"72",472277,704152,"Domestic Well",273296,4366862,39.42,-107.63,"",26,"7 S","92 W","6","GARFIELD                           ",101409,"",NA,2003-01-16,"WATER","",71781262,"UnSpecified-Older data may not contain method info","TOLUENE",0.3,"","ug/L","",0.2
"73",472574,704169,"Domestic Well",272767,4372181,39.46,-107.64,"SWSW",2,"7 S","92 W","6","GARFIELD                           ",NA,"",NA,2006-02-08,"WATER","",71840520,"UnSpecified-Older data may not contain method info","TOLUENE",1.3,"","ug/L","",1
"74",472935,707778,"Ground Water",270596,4374063,39.48,-107.66,"SWNE",33,"6 S","92 W","6","GARFIELD                           ",NA,"",NA,2005-12-07,"","",71311013,"UnSpecified-Older data may not contain method info","BENZENE",0.4,"","ug/L","",0.25
"75",473135,707514,"Ground Water",272374,4371870,39.46,-107.64,"NENE",10,"7 S","92 W","6","GARFIELD                           ",29972,"0029972A",240,2007-06-21,"","",71479477,"UnSpecified-Older data may not contain method info","TOLUENE",8,"","ug/L","",5
"76",473489,704988,"Ground Water",600217,4449166,NA,NA,"NENW",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469534,"UnSpecified-Older data may not contain method info","m-+p-XYLENE",28,"","ug/L","",1
"77",473489,704988,"Ground Water",600217,4449166,NA,NA,"NENW",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71736163,"UnSpecified-Older data may not contain method info","ETHYLBENZENE",5.6,"","ug/L","",1
"78",473489,704988,"Ground Water",600217,4449166,NA,NA,"NENW",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71736155,"UnSpecified-Older data may not contain method info","BENZENE",93,"","ug/L","",1
"79",473489,704988,"Ground Water",600217,4449166,NA,NA,"NENW",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469532,"UnSpecified-Older data may not contain method info","TOLUENE",84,"","ug/L","",1
"80",473489,704988,"Ground Water",600217,4449166,NA,NA,"NENW",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469535,"UnSpecified-Older data may not contain method info","o-XYLENE",12,"","ug/L","",1
"81",473489,704988,"Ground Water",600217,4449166,NA,NA,"NENW",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469536,"UnSpecified-Older data may not contain method info","TOTAL XYLENES",40,"","ug/L","",1
"82",473490,704989,"Ground Water",600624,4448378,NA,NA,"NWSE",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469553,"UnSpecified-Older data may not contain method info","ETHYLBENZENE",7.3,"","ug/L","",1
"83",473490,704989,"Ground Water",600624,4448378,NA,NA,"NWSE",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469575,"UnSpecified-Older data may not contain method info","TOTAL XYLENES",57,"","ug/L","",1
"84",473490,704989,"Ground Water",600624,4448378,NA,NA,"NWSE",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469574,"UnSpecified-Older data may not contain method info","o-XYLENE",17,"","ug/L","",1
"85",473490,704989,"Ground Water",600624,4448378,NA,NA,"NWSE",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469573,"UnSpecified-Older data may not contain method info","m-+p-XYLENE",40,"","ug/L","",1
"86",473490,704989,"Ground Water",600624,4448378,NA,NA,"NWSE",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469545,"UnSpecified-Older data may not contain method info","BENZENE",53,"","ug/L","",1
