"","facility_id","facility_type","utm_x83","utm_y83","permit_number","receipt_number","well_depth","matrix","sample_id","sample_date","benzene_ugl","toluene_ugl","ethylbenzene_ugl","mp_xylenes_ugl","o_xylene_ugl","tot_xylenes_ugl","methane_mgl","btex_sum","btex_det","wattenberg"
"37",703278,"Domestic Well",508191,4432761,"175612","0362081",724,"WATER",468277,2006-06-08,NA,NA,NA,NA,NA,NA,8.4,0,FALSE,TRUE
"38",703279,"Domestic Well",508166,4432906,NA,NA,740,"WATER",468291,2003-10-10,NA,NA,NA,NA,NA,NA,15,0,FALSE,TRUE
"39",703279,"Domestic Well",508166,4432906,NA,NA,740,"WATER",468295,2004-04-28,NA,NA,NA,NA,NA,NA,10,0,FALSE,TRUE
"40",703281,"Domestic Well",525866,4458243,"6590","0280627",240,"WATER",468302,2006-05-30,NA,NA,NA,NA,NA,NA,3.2,0,FALSE,TRUE
"41",703281,"Domestic Well",525866,4458243,"6590","0280627",240,"WATER",536503,2014-02-26,NA,NA,NA,NA,NA,NA,7.4,0,FALSE,TRUE
"42",703281,"Domestic Well",525866,4458243,"6590","0280627",240,"WATER",541604,2015-02-25,NA,NA,NA,NA,NA,NA,8,0,FALSE,TRUE
"43",703282,"Domestic Well",509208,4433732,"214678",NA,700,"WATER",468311,2008-03-20,NA,NA,NA,NA,NA,NA,10,0,FALSE,TRUE
"44",703548,"Domestic Well",518630,4434515,"220547","0450998",NA,"WATER",464509,2002-11-22,NA,9,NA,NA,NA,NA,7.1,9,TRUE,TRUE
"45",703548,"Domestic Well",518630,4434515,"220547","0450998",NA,"WATER",606394,2019-02-13,NA,NA,NA,NA,NA,NA,7.74,0,FALSE,TRUE
"46",703549,"Domestic Well",509526,4434032,NA,NA,720,"WATER",464512,2002-11-22,NA,NA,NA,NA,NA,NA,0.35,0,FALSE,TRUE
"47",703550,"Domestic Well",509603,4433781,"212870","0434292",700,"WATER",464515,2002-11-22,NA,NA,NA,NA,NA,NA,2.3,0,FALSE,TRUE
"48",703550,"Domestic Well",509603,4433781,"212870","0434292",700,"WATER",543015,2015-02-09,NA,NA,NA,NA,NA,NA,5.6,0,FALSE,TRUE
"49",703551,"Domestic Well",509630,4434154,"185114","0379527",680,"WATER",464518,2002-11-22,NA,NA,NA,NA,NA,NA,1.1,0,FALSE,TRUE
"50",703551,"Domestic Well",509630,4434154,"185114","0379527",680,"WATER",543201,2015-02-18,NA,NA,NA,NA,NA,NA,4.67,0,FALSE,TRUE
"51",703551,"Domestic Well",509630,4434154,"185114","0379527",680,"WATER",555160,2016-11-08,NA,NA,NA,NA,NA,NA,2.89,0,FALSE,TRUE
"52",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",464697,2002-12-17,NA,NA,NA,NA,NA,NA,12,0,FALSE,TRUE
"53",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",464700,2006-05-30,NA,NA,NA,NA,NA,NA,7.3,0,FALSE,TRUE
"54",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",464702,2008-06-08,NA,NA,NA,NA,NA,NA,6.8,0,FALSE,TRUE
"55",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",545342,2015-08-13,NA,NA,NA,NA,NA,NA,8.44,0,FALSE,TRUE
"56",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",547832,2015-12-17,NA,NA,NA,NA,NA,NA,11.7,0,FALSE,TRUE
"57",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",549953,2016-03-22,NA,NA,NA,NA,NA,NA,8.96,0,FALSE,TRUE
"58",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",551129,2016-06-16,NA,NA,NA,NA,NA,NA,7.5,0,FALSE,TRUE
"59",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",554492,2016-09-26,NA,NA,NA,NA,NA,NA,6.63,0,FALSE,TRUE
"60",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",555729,2016-12-15,NA,NA,NA,NA,NA,NA,9.1,0,FALSE,TRUE
"61",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",556696,2017-03-14,NA,NA,NA,NA,NA,NA,8.62,0,FALSE,TRUE
"62",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",559934,2017-07-05,NA,NA,NA,NA,NA,NA,5.84,0,FALSE,TRUE
"63",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",561238,2017-09-14,NA,NA,NA,NA,NA,NA,7.76,0,FALSE,TRUE
"64",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",565272,2017-12-20,NA,NA,NA,NA,NA,NA,4.17,0,FALSE,TRUE
"65",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",566340,2018-03-22,NA,NA,NA,NA,NA,NA,8.97,0,FALSE,TRUE
"66",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",600612,2018-06-13,NA,NA,NA,NA,NA,NA,8.32,0,FALSE,TRUE
"67",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",602708,2018-09-26,NA,NA,NA,NA,NA,NA,8.37,0,FALSE,TRUE
"68",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",603285,2018-12-12,NA,NA,NA,NA,NA,NA,10.1,0,FALSE,TRUE
"69",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"WATER",607009,2019-03-28,NA,NA,NA,NA,NA,NA,9.64,0,FALSE,TRUE
"70",703698,"Domestic Well",519582,4436877,"35966","9063815",748,"WATER",464709,2006-05-30,NA,1.2,NA,NA,NA,NA,6.3,1.2,TRUE,TRUE
"71",703698,"Domestic Well",519582,4436877,"35966","9063815",748,"WATER",464711,2008-06-08,NA,NA,NA,NA,NA,NA,3.2,0,FALSE,TRUE
"72",703862,"Domestic Well",511461,4431481,"87773","9065845",300,"WATER",554357,2016-10-17,NA,NA,NA,NA,NA,NA,5.92,0,FALSE,TRUE
"73",703862,"Domestic Well",511461,4431481,"87773","9065845",300,"WATER",566723,2018-04-16,NA,NA,NA,NA,NA,NA,7.28,0,FALSE,TRUE
"74",703873,"Domestic Well",505492,4423577,"127601",NA,400,"WATER",464985,2004-02-02,NA,NA,NA,NA,NA,NA,0.04,0,FALSE,TRUE
"75",703874,"Domestic Well",533086,4452512,"217420","0518333",380,"WATER",607546,2018-10-03,NA,NA,NA,NA,NA,NA,7.54,0,FALSE,TRUE
"76",703881,"Domestic Well",509314,4434112,"214568",NA,680,"WATER",464998,2002-09-27,NA,NA,NA,NA,NA,NA,0.44,0,FALSE,TRUE
"77",703881,"Domestic Well",509314,4434112,"214568",NA,680,"WATER",539365,2014-09-11,NA,NA,NA,NA,NA,NA,4.6,0,FALSE,TRUE
"78",703884,"Domestic Well",517687,4483430,"226872","04600057",675,"WATER",465001,2004-03-10,150,110,25,120,53,NA,NA,458,TRUE,TRUE
"79",703884,"Domestic Well",517687,4483430,"226872","04600057",675,"WATER",465006,2004-05-26,NA,NA,NA,NA,NA,NA,0.03,0,FALSE,TRUE
"80",703884,"Domestic Well",517687,4483430,"226872","04600057",675,"WATER",465008,2004-06-23,5.1,NA,NA,NA,NA,NA,1.3,5.1,TRUE,TRUE
"81",703884,"Domestic Well",517687,4483430,"226872","04600057",675,"WATER",465010,2004-09-28,NA,NA,NA,NA,NA,NA,0.25,0,FALSE,TRUE
"82",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"WATER",471446,2005-03-07,NA,NA,NA,NA,NA,NA,9.8,0,FALSE,TRUE
"83",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"WATER",471448,2005-04-07,NA,NA,NA,NA,NA,NA,12,0,FALSE,TRUE
"84",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"WATER",471450,2005-04-07,NA,NA,NA,NA,NA,NA,11,0,FALSE,TRUE
"85",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"WATER",471452,2005-05-10,NA,NA,NA,NA,NA,NA,7.5,0,FALSE,TRUE
"86",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"WATER",471454,2005-05-10,NA,NA,NA,NA,NA,NA,7,0,FALSE,TRUE
"87",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"WATER",471456,2005-06-13,NA,NA,NA,NA,NA,NA,9.4,0,FALSE,TRUE
"88",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"WATER",471458,2005-06-13,NA,NA,NA,NA,NA,NA,3,0,FALSE,TRUE
"89",704171,"Domestic Well",502301,4421702,"97796",NA,345,"WATER",472580,2004-09-09,NA,NA,NA,NA,NA,NA,0.04,0,FALSE,TRUE
"90",704172,"Domestic Well",502341,4422226,"93689",NA,396,"WATER",472581,2004-07-30,NA,NA,NA,NA,NA,NA,0.0014,0,FALSE,TRUE
"91",704173,"Domestic Well",502316,4422091,"94043",NA,345,"WATER",472582,2004-09-09,NA,NA,NA,NA,NA,NA,8e-04,0,FALSE,TRUE
"92",704174,"Domestic Well",502502,4421637,"156126",NA,350,"WATER",472583,2004-09-09,NA,NA,NA,NA,NA,NA,0.07,0,FALSE,TRUE
"93",704199,"Domestic Well",502316,4422025,"92951",NA,350,"WATER",474160,2004-07-17,NA,NA,NA,NA,NA,NA,0.0078,0,FALSE,TRUE
"94",704360,"Domestic Well",544687,4482190,"260927",NA,300,"WATER",474934,2005-06-20,NA,NA,NA,NA,NA,NA,0.04,0,FALSE,TRUE
"95",704362,"Domestic Well",529880,4485923,NA,NA,300,"WATER",474936,2005-02-25,NA,NA,NA,NA,NA,NA,0.0041,0,FALSE,TRUE
"96",704550,"Domestic Well",537668,4489748,"256978",NA,420,"WATER",475227,2007-11-09,NA,NA,NA,NA,NA,NA,0.01,0,FALSE,TRUE
"97",704584,"Domestic Well",499046,4424249,"160124",NA,860,"WATER",475312,2006-01-06,NA,NA,NA,NA,NA,NA,9,0,FALSE,TRUE
"98",704596,"Domestic Well",526831,4424683,NA,NA,NA,"WATER",475334,2006-02-02,NA,NA,NA,NA,NA,NA,0.005,0,FALSE,TRUE
"99",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",475336,2005-12-15,NA,89,NA,NA,NA,NA,5.8,89,TRUE,TRUE
"100",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",537704,2014-04-07,NA,NA,NA,NA,NA,NA,22,0,FALSE,TRUE
"101",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",543773,2015-04-16,NA,NA,NA,NA,NA,NA,10.2,0,FALSE,TRUE
"102",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",546548,2015-10-07,NA,NA,NA,NA,NA,NA,12.9,0,FALSE,TRUE
"103",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",554548,2016-10-04,NA,NA,NA,NA,NA,NA,7.5,0,FALSE,TRUE
"104",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",554576,2016-10-04,NA,NA,NA,NA,NA,NA,7.5,0,FALSE,TRUE
"105",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",564133,2017-11-28,NA,NA,NA,NA,NA,NA,11.2,0,FALSE,TRUE
"106",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"WATER",602836,2018-10-09,NA,NA,NA,NA,NA,NA,11,0,FALSE,TRUE
"107",704609,"Domestic Well",530716,4425575,NA,NA,NA,"WATER",475354,2006-03-07,NA,NA,NA,NA,NA,NA,0.005,0,FALSE,TRUE
"108",704610,"Stock or  Irrigation",530779,4425624,NA,NA,NA,"WATER",475355,2006-03-07,NA,NA,NA,NA,NA,NA,0.005,0,FALSE,TRUE
"109",704612,"Domestic Well",514505,4447816,"262907","0537649",360,"WATER",475357,2006-02-08,NA,53,NA,NA,NA,NA,3.4,53,TRUE,TRUE
"110",704612,"Domestic Well",514505,4447816,"262907","0537649",360,"WATER",475358,2006-03-27,NA,52,NA,NA,NA,NA,NA,52,TRUE,TRUE
"111",704612,"Domestic Well",514505,4447816,"262907","0537649",360,"WATER",557734,2017-04-18,NA,NA,NA,NA,NA,NA,6.4,0,FALSE,TRUE
"112",704628,"Domestic Well",532162,4452726,"252959","0536997",340,"WATER",475390,2006-03-31,NA,NA,NA,NA,NA,NA,5.6,0,FALSE,TRUE
"113",704628,"Domestic Well",532162,4452726,"252959","0536997",340,"WATER",475395,2006-10-17,NA,NA,NA,NA,NA,NA,2.8,0,FALSE,TRUE
"114",704661,"Domestic Well",541654,4488247,"263163","0537241",400,"WATER",475428,2006-07-01,NA,NA,NA,NA,NA,NA,5,0,FALSE,TRUE
"115",704662,"Domestic Well",512932,4435735,NA,NA,620,"WATER",556543,2017-03-22,NA,NA,NA,NA,NA,NA,8.12,0,FALSE,TRUE
"116",704665,"Domestic Well",508405,4432567,NA,NA,675,"WATER",475435,2006-05-31,NA,NA,NA,NA,NA,NA,4.8,0,FALSE,TRUE
"117",704666,"Domestic Well",508025,4432734,"119597",NA,600,"WATER",475437,2006-05-31,NA,NA,NA,NA,NA,NA,10,0,FALSE,TRUE
"118",704667,"Domestic Well",508006,4433404,"245251",NA,680,"WATER",475439,2006-05-31,NA,NA,NA,NA,NA,NA,2.3,0,FALSE,TRUE
"119",704667,"Domestic Well",508006,4433404,"245251",NA,680,"WATER",538852,2014-04-01,NA,NA,NA,NA,NA,NA,3.9,0,FALSE,TRUE
"120",704668,"Domestic Well",508220,4433282,"175417",NA,682,"WATER",475441,2006-05-31,NA,NA,NA,NA,NA,NA,0.0062,0,FALSE,TRUE
"121",704669,"Domestic Well",508128,4433358,"239547",NA,680,"WATER",475443,2006-05-31,NA,NA,NA,NA,NA,NA,2.8,0,FALSE,TRUE
"122",704669,"Domestic Well",508128,4433358,"239547",NA,680,"WATER",543177,2015-02-19,NA,NA,NA,NA,NA,NA,3.75,0,FALSE,TRUE
"123",704670,"Domestic Well",508139,4432569,"131570",NA,715,"WATER",475445,2006-05-31,NA,NA,NA,NA,NA,NA,5.9,0,FALSE,TRUE
"124",704673,"Domestic Well",503701,4432977,"222779",NA,650,"WATER",475448,2006-06-23,NA,NA,NA,NA,NA,NA,0.02,0,FALSE,TRUE
"125",704679,"Domestic Well",508253,4422215,"14448",NA,1200,"WATER",475455,2006-07-31,NA,NA,NA,NA,NA,NA,12,0,FALSE,TRUE
"126",704680,"Domestic Well",512839,4443442,"146058","0267068",510,"WATER",475457,2006-07-28,NA,NA,NA,NA,NA,NA,4.7,0,FALSE,TRUE
"127",704680,"Domestic Well",512839,4443442,"146058","0267068",510,"WATER",542010,2015-01-14,NA,NA,NA,NA,NA,NA,6.58,0,FALSE,TRUE
"128",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",475581,2006-09-25,NA,31,NA,NA,NA,NA,0.005,31,TRUE,TRUE
"129",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",475582,2008-03-18,NA,1.6,NA,NA,NA,NA,0.0087,1.6,TRUE,TRUE
"130",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",530082,2010-09-27,NA,NA,NA,NA,NA,NA,0.012,0,FALSE,TRUE
"131",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",539453,2014-09-05,9.1,NA,NA,NA,NA,NA,0.054,9.1,TRUE,TRUE
"132",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",539460,2014-10-01,6.8,NA,NA,NA,NA,NA,NA,6.8,TRUE,TRUE
"133",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",539506,2014-10-01,9.2,NA,NA,NA,NA,NA,NA,9.2,TRUE,TRUE
"134",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",541097,2015-01-13,9.4,NA,NA,NA,NA,NA,0.077,9.4,TRUE,TRUE
"135",704700,"Ground Water",537393,4419243,"269807","3606398",520,"WATER",545210,2015-09-09,10,8,NA,NA,NA,NA,NA,18,TRUE,TRUE
"136",704701,"Ground Water",530740,4420223,NA,NA,90,"WATER",475584,2006-09-06,NA,NA,NA,NA,NA,NA,1e-05,0,FALSE,TRUE
"137",704702,"Groundwater",533585,4422511,"211831",NA,774,"WATER",475586,2006-09-13,NA,NA,NA,NA,NA,NA,0.48,0,FALSE,TRUE
"138",704708,"Domestic Well",540041,4466764,"17816",NA,25,"WATER",475592,2006-02-16,NA,NA,NA,NA,NA,NA,0.02,0,FALSE,TRUE
"139",704769,"Ground Water",538528,4419631,"244247",NA,400,"WATER",458325,2006-10-06,NA,NA,NA,NA,NA,NA,6.46,0,FALSE,TRUE
"140",704769,"Ground Water",538528,4419631,"244247",NA,400,"WATER",540394,2007-01-16,NA,NA,NA,NA,NA,NA,0.0034,0,FALSE,TRUE
"141",704769,"Ground Water",538528,4419631,"244247",NA,400,"WATER",540395,2007-01-16,NA,NA,NA,NA,NA,NA,0.0023,0,FALSE,TRUE
"142",704771,"Domestic Well",528353,4429980,"212559","0034346",298,"WATER",458336,2006-12-06,NA,NA,NA,NA,NA,NA,0.01,0,FALSE,TRUE
"143",704774,"Domestic Well",544080,4480206,NA,NA,72,"WATER",458339,2006-12-15,NA,NA,NA,NA,NA,NA,0.01,0,FALSE,TRUE
"144",704774,"Domestic Well",544080,4480206,NA,NA,72,"WATER",458341,2008-02-27,NA,NA,NA,NA,NA,NA,0.03,0,FALSE,TRUE
"145",704786,"Irrigation",531412,4460874,"124731",NA,120,"WATER",458396,2006-09-06,NA,NA,NA,NA,NA,NA,0.04,0,FALSE,TRUE
"146",704787,"Domestic Well",511936,4446253,"156929",NA,390,"WATER",458397,2006-09-25,NA,NA,NA,NA,NA,NA,6,0,FALSE,TRUE
"147",704788,"Domestic Well",517321,4450368,"252360",NA,400,"WATER",458398,2006-08-16,NA,NA,NA,NA,NA,NA,0.03,0,FALSE,TRUE
"148",704790,"Domestic Well",543344,4483170,"150963",NA,185,"WATER",458406,2007-01-30,NA,NA,NA,NA,NA,NA,0.02,0,FALSE,TRUE
"149",704792,"Ground Water",530793,4425652,NA,NA,NA,"WATER",458411,2006-03-07,NA,NA,NA,NA,NA,NA,0.02,0,FALSE,TRUE
"150",704793,"Domestic Well",530720,4425561,NA,NA,NA,"WATER",458413,2006-03-07,NA,NA,NA,NA,NA,NA,0.02,0,FALSE,TRUE
"151",704816,"Domestic Well",507307,4446374,NA,NA,NA,"WATER",458502,2006-09-06,NA,NA,NA,NA,NA,NA,0.04,0,FALSE,TRUE
"152",704991,"Domestic Well",522559,4466548,NA,NA,NA,"WATER",473512,2007-03-07,NA,NA,NA,NA,NA,NA,0.005,0,FALSE,TRUE
"153",704992,"Domestic Well",527159,4430196,NA,NA,NA,"WATER",473514,2006-11-15,NA,NA,NA,NA,NA,NA,8.13,0,FALSE,TRUE
"154",704992,"Domestic Well",527159,4430196,NA,NA,NA,"WATER",543590,2015-05-14,NA,NA,NA,NA,NA,NA,0.01,0,FALSE,TRUE
"155",704992,"Domestic Well",527159,4430196,NA,NA,NA,"WATER",550875,2016-07-22,NA,NA,NA,NA,NA,NA,0.0048,0,FALSE,TRUE
"156",704993,"Domestic Well",545912,4465934,NA,NA,NA,"WATER",473516,2006-12-13,NA,NA,NA,NA,NA,NA,0.00092,0,FALSE,TRUE
"157",704993,"Domestic Well",545912,4465934,NA,NA,NA,"WATER",602089,2018-11-13,NA,NA,NA,NA,NA,NA,0.0049,0,FALSE,TRUE
"158",704994,"Domestic Well",545998,4435939,NA,NA,NA,"WATER",473519,2007-02-08,NA,NA,NA,NA,NA,NA,4.13,0,FALSE,TRUE
"159",704995,"Domestic Well",534498,4446881,NA,NA,NA,"WATER",473521,2006-12-13,NA,NA,NA,NA,NA,NA,7.16,0,FALSE,TRUE
"160",704996,"Domestic Well",537085,4455306,"242685",NA,NA,"WATER",473523,2006-11-15,NA,NA,NA,NA,NA,NA,0.28,0,FALSE,TRUE
"161",704997,"Domestic Well",546403,4449405,NA,NA,NA,"WATER",473526,2006-11-15,NA,NA,NA,NA,NA,NA,9.9,0,FALSE,TRUE
"162",704998,"Domestic Well",553171,4441976,NA,NA,NA,"WATER",473528,2006-11-16,NA,NA,NA,NA,NA,NA,1.23,0,FALSE,TRUE
"163",704999,"Domestic Well",535028,4431192,NA,NA,NA,"WATER",473531,2006-11-15,NA,NA,NA,NA,NA,NA,15.4,0,FALSE,TRUE
"164",704999,"Domestic Well",535028,4431192,NA,NA,NA,"WATER",473534,2010-03-05,NA,NA,NA,NA,NA,NA,27,0,FALSE,TRUE
"165",704999,"Domestic Well",535028,4431192,NA,NA,NA,"WATER",534131,2013-08-01,NA,NA,NA,NA,NA,NA,22,0,FALSE,TRUE
"166",705000,"Domestic Well",558813,4432704,NA,NA,NA,"WATER",473536,2006-11-16,NA,NA,NA,NA,NA,NA,3.47,0,FALSE,TRUE
"167",705002,"Domestic Well",532368,4473538,"30883",NA,33,"WATER",473540,2007-04-30,NA,NA,NA,NA,NA,NA,8e-04,0,FALSE,TRUE
"168",705014,"Irrigation",530930,4487702,"262719","0536372A",50,"WATER",473644,2007-03-07,NA,NA,NA,NA,NA,NA,0.0095,0,FALSE,TRUE
"169",705016,"Domestic Well",517140,4455116,"18151","0424206",320,"WATER",473648,2007-06-15,NA,NA,NA,NA,NA,NA,12,0,FALSE,TRUE
"170",705016,"Domestic Well",517140,4455116,"18151","0424206",320,"WATER",538341,2014-06-19,NA,NA,NA,NA,NA,NA,18,0,FALSE,TRUE
"171",705016,"Domestic Well",517140,4455116,"18151","0424206",320,"WATER",543821,2015-04-13,NA,NA,NA,NA,NA,NA,19.6,0,FALSE,TRUE
