"","facility_id","facility_type","permit_number","receipt_number","well_depth","matrix","sample_id","sample_date","benzene_ugl","toluene_ugl","ethylbenzene_ugl","mp_xylenes_ugl","o_xylene_ugl","tot_xylenes_ugl","methane_mgl","wattenberg"
"856",753680,"Domestic Well","288645","3654946",800,"WATER",550513,2016-06-28,NA,NA,NA,NA,NA,NA,6.33,TRUE
"857",753691,"Stock or  Irrigation","11315","0463210",30,"WATER",539174,2014-09-18,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"858",753691,"Stock or  Irrigation","11315","0463210",30,"WATER",546276,2015-08-31,NA,NA,NA,NA,NA,NA,0.001,TRUE
"859",753694,"Stock or  Irrigation",NA,NA,NA,"WATER",540547,2014-10-03,NA,NA,NA,NA,NA,NA,0.00076,TRUE
"860",753694,"Stock or  Irrigation",NA,NA,NA,"WATER",546284,2015-09-03,NA,NA,NA,NA,NA,NA,0.0013,TRUE
"861",753695,"Stock or  Irrigation","1635","9058785",68,"WATER",541422,2014-10-03,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"862",753695,"Stock or  Irrigation","1635","9058785",68,"WATER",546280,2015-09-01,NA,NA,NA,NA,NA,NA,0.001,TRUE
"863",753695,"Stock or  Irrigation","1635","9058785",68,"WATER",603248,2018-08-31,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"864",753716,"Irrigation","152749","0293134",360,"WATER",539569,2014-09-24,NA,NA,NA,NA,NA,NA,0.1,TRUE
"865",753735,"Stock or  Irrigation",NA,NA,NA,"WATER",539472,2014-10-16,4.3,NA,NA,NA,NA,NA,NA,TRUE
"866",753739,"Domestic Well","282","0467951",180,"WATER",548922,2016-03-29,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"867",753743,"Irrigation","221445","0450236",60,"WATER",539538,2014-03-26,NA,NA,NA,NA,NA,NA,0.001,TRUE
"868",753744,"Ground Water","71459","9065257",NA,"WATER",539536,2014-08-27,NA,NA,NA,NA,NA,NA,0.001,TRUE
"869",753745,"Domestic Well","252172","0482751",210,"WATER",539529,2014-09-03,NA,NA,NA,NA,NA,NA,0.16,TRUE
"870",753745,"Domestic Well","252172","0482751",210,"WATER",545891,2015-09-11,NA,NA,NA,NA,NA,NA,0.2,TRUE
"871",753746,"Domestic Well","64665","906536",NA,"WATER",539532,2014-09-11,NA,NA,NA,NA,NA,NA,0.01,TRUE
"872",753747,"Domestic Well","285225","3649246B",260,"WATER",539527,2014-09-15,NA,NA,NA,NA,NA,NA,0.0024,TRUE
"873",753747,"Domestic Well","285225","3649246B",260,"WATER",553942,2016-08-23,NA,NA,NA,NA,NA,NA,0.0043,TRUE
"874",753764,"Domestic Well","212664","0433841",570,"WATER",540896,2014-11-06,NA,NA,NA,NA,NA,NA,9.58,TRUE
"875",753769,"Groundwater","263561","0537407",375,"WATER",539640,2014-09-12,NA,NA,NA,NA,NA,NA,0.0024,TRUE
"876",753870,"Domestic Well","65779","3616462",500,"WATER",560928,2017-09-06,NA,NA,NA,NA,NA,NA,4.21,TRUE
"877",753909,"Domestic Well","183148","0375858",609,"WATER",540493,2014-10-10,NA,NA,NA,NA,NA,NA,0.0074,TRUE
"878",753909,"Domestic Well","183148","0375858",609,"WATER",606006,2019-01-29,NA,NA,NA,NA,NA,NA,0.01,TRUE
"879",753910,"Domestic Well","46525","397496",NA,"WATER",540489,2014-09-23,NA,NA,NA,NA,NA,NA,3.09,TRUE
"880",753910,"Domestic Well","46525","397496",NA,"WATER",605019,2018-10-23,NA,NA,NA,NA,NA,NA,0.01,TRUE
"881",753911,"Domestic Well","229695","3644891",480,"WATER",540433,2014-11-04,NA,NA,NA,NA,NA,NA,0.02,TRUE
"882",753911,"Domestic Well","229695","3644891",480,"WATER",548918,2016-03-29,NA,NA,NA,NA,NA,NA,0.13,TRUE
"883",753919,"Domestic Well","278368","3632170",844,"WATER",540435,2014-10-14,NA,NA,NA,NA,NA,NA,6.43,TRUE
"884",753919,"Domestic Well","278368","3632170",844,"WATER",550112,2016-05-25,NA,NA,NA,NA,NA,NA,5.23,TRUE
"885",753919,"Domestic Well","278368","3632170",844,"WATER",562216,2017-11-27,NA,NA,NA,NA,NA,NA,2.76,TRUE
"886",753921,"Stock or  Irrigation","13447","9061622",60,"WATER",540558,2014-11-05,NA,NA,NA,NA,NA,NA,0.00057,TRUE
"887",753921,"Stock or  Irrigation","13447","9061622",60,"WATER",553618,2016-09-01,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"888",753922,"Stock or  Irrigation","13443","9061616",82,"WATER",540559,2014-11-05,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"889",753922,"Stock or  Irrigation","13443","9061616",82,"WATER",553616,2016-09-01,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"890",753923,"Domestic Well","109682","9066230",NA,"WATER",540523,2014-11-14,NA,NA,NA,NA,NA,NA,2.73,TRUE
"891",753923,"Domestic Well","109682","9066230",NA,"WATER",548920,2016-03-29,NA,NA,NA,NA,NA,NA,0.34,TRUE
"892",753936,"Stock or  Irrigation","238402","0485343A",NA,"WATER",540561,2014-11-25,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"893",753936,"Stock or  Irrigation","238402","0485343A",NA,"WATER",550866,2016-07-22,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"894",753938,"Stock or  Irrigation","8771","9060065",85,"WATER",540700,2014-12-30,NA,NA,NA,NA,NA,NA,0.0037,TRUE
"895",753939,"Domestic Well","247941","0504079",400,"WATER",540596,2014-12-19,NA,NA,NA,NA,NA,NA,0.023,TRUE
"896",753956,"Domestic Well","63190","9064993",83,"WATER",541415,2014-12-04,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"897",753956,"Domestic Well","63190","9064993",83,"WATER",549314,2016-04-07,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"898",753976,"Ground Water","33759","9063701",766,"WATER",541122,2014-11-20,NA,NA,NA,NA,NA,NA,14,TRUE
"899",753989,"Domestic Well","254533","0518460A",850,"WATER",543274,2015-01-29,NA,NA,NA,NA,NA,NA,5.57,TRUE
"900",753998,"Stock or  Irrigation","10619","0487005",70,"WATER",541138,2014-12-01,NA,NA,NA,NA,NA,NA,8e-04,TRUE
"901",754022,"Ground Water","272956","3612977",400,"WATER",549739,2016-04-19,NA,NA,NA,NA,NA,NA,1.2,TRUE
"902",754022,"Ground Water","272956","3612977",400,"WATER",551079,2016-08-25,NA,NA,NA,NA,NA,NA,1.4,TRUE
"903",754050,"Stock or  Irrigation",NA,NA,42,"WATER",543303,2015-02-10,NA,NA,NA,NA,NA,NA,0.001,TRUE
"904",754050,"Stock or  Irrigation",NA,NA,42,"WATER",550201,2016-06-10,NA,NA,NA,NA,NA,NA,0.001,TRUE
"905",754051,"Stock or  Irrigation","112047","0200278A",70,"WATER",543297,2015-03-26,NA,NA,NA,NA,NA,NA,0.001,TRUE
"906",754051,"Stock or  Irrigation","112047","0200278A",70,"WATER",550261,2016-04-15,NA,NA,NA,NA,NA,NA,0.001,TRUE
"907",754055,"Ground Water","160051","0324245A",55,"WATER",541528,2015-01-28,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"908",754055,"Ground Water","160051","0324245A",55,"WATER",548910,2016-03-25,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"909",754055,"Ground Water","160051","0324245A",55,"WATER",556589,2017-04-12,NA,NA,NA,NA,NA,NA,0.001,TRUE
"910",754055,"Ground Water","160051","0324245A",55,"WATER",566031,2018-05-17,NA,NA,NA,NA,NA,NA,0.0014,TRUE
"911",754060,"Ground Water","926","C620926",150,"WATER",541526,2015-01-23,NA,NA,NA,NA,NA,NA,0.0016,TRUE
"912",754060,"Ground Water","926","C620926",150,"WATER",550268,2016-06-09,NA,NA,NA,NA,NA,NA,0.0014,TRUE
"913",754075,"Domestic Well","229991","0467861C",430,"WATER",541497,2015-01-29,NA,NA,NA,NA,NA,NA,0.012,TRUE
"914",754075,"Domestic Well","229991","0467861C",430,"WATER",551005,2016-08-18,NA,NA,NA,NA,NA,NA,0.014,TRUE
"915",754078,"Commercial",NA,NA,NA,"GW",541518,2014-12-16,NA,NA,NA,NA,NA,NA,0.1,TRUE
"916",754083,"Ground Water","223797","0456501",640,"WATER",542552,2015-02-24,NA,NA,NA,NA,NA,NA,13.8,TRUE
"917",754084,"Ground Water","71710","9065267",NA,"WATER",542554,2015-02-24,NA,NA,NA,NA,NA,NA,8.94,TRUE
"918",754088,"Irrigation",NA,NA,NA,"WATER",541516,2014-09-24,NA,NA,NA,NA,NA,NA,0.1,TRUE
"919",754090,"Ground Water","205113","0418794B",45,"WATER",541579,2015-01-08,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"920",754090,"Ground Water","205113","0418794B",45,"WATER",550257,2016-06-02,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"921",754091,"Ground Water","16006","3623734B",55,"WATER",541532,2015-02-06,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"922",754091,"Ground Water","16006","3623734B",55,"WATER",559557,2017-07-07,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"923",754113,"Domestic Well","109164","0108957B",NA,"WATER",543169,2015-03-09,NA,NA,NA,NA,NA,NA,10.5,TRUE
"924",754117,"Ground Water","288804","3655046",34,"WATER",541630,2015-02-12,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"925",754117,"Ground Water","288804","3655046",34,"WATER",548276,2016-02-10,NA,NA,NA,NA,NA,NA,0.00041,TRUE
"926",754118,"Groundwater","262852","0536723A",720,"WATER",542562,2015-03-06,NA,NA,NA,NA,NA,NA,9.86,TRUE
"927",754127,"Stock or  Irrigation","268","9058401",37,"WATER",541636,2015-02-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"928",754128,"Domestic Well","279329","3635187",300,"WATER",541638,2015-02-19,NA,NA,NA,NA,NA,NA,0.0012,TRUE
"929",754140,"Domestic Well","119837","0215019A",730,"WATER",543572,2015-03-19,NA,NA,NA,NA,NA,NA,12.9,TRUE
"930",754142,"Domestic Well","120183","3663295",40,"WATER",543570,2015-03-19,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"931",754150,"Stock or  Irrigation",NA,NA,NA,"WATER",544884,2015-03-23,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"932",754154,"Domestic Well","23078","9062968",53,"WATER",542048,2015-02-27,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"933",754154,"Domestic Well","23078","9062968",53,"WATER",550864,2016-07-22,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"934",754182,"Ground Water","280098","3637708A",120,"WATER",542227,2010-06-02,NA,NA,NA,NA,NA,NA,0.005,TRUE
"935",754191,"Domestic Well",NA,NA,NA,"WATER",542520,2015-04-03,NA,NA,NA,NA,NA,NA,22,TRUE
"936",754194,"Ground Water","275006","3619196",300,"WATER",542635,2015-03-31,NA,NA,NA,NA,NA,NA,0.011,TRUE
"937",754195,"Stock or  Irrigation","161665","0328450",40,"WATER",543295,2015-05-01,NA,NA,NA,NA,NA,NA,0.001,TRUE
"938",754195,"Stock or  Irrigation","161665","0328450",40,"WATER",553926,2016-10-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"939",754196,"Ground Water","271300","3608742C",280,"WATER",544721,2015-05-04,NA,NA,NA,NA,NA,NA,11,TRUE
"940",754196,"Ground Water","271300","3608742C",280,"WATER",544723,2015-02-09,NA,NA,NA,NA,NA,NA,16,TRUE
"941",754196,"Ground Water","271300","3608742C",280,"WATER",550570,2016-07-07,NA,NA,NA,NA,NA,NA,9.8,TRUE
"942",754200,"Domestic Well","188562","0385925",400,"WATER",545160,2014-08-26,NA,NA,NA,NA,NA,NA,0.01,TRUE
"943",754200,"Domestic Well","188562","0385925",400,"GW",550199,2016-05-19,NA,NA,NA,NA,NA,NA,0.1,TRUE
"944",754200,"Domestic Well","188562","0385925",400,"WATER",557912,2017-06-01,NA,NA,NA,NA,NA,NA,0.046,TRUE
"945",754209,"Domestic Well","97835","0091677",50,"WATER",543837,2015-04-28,NA,NA,NA,NA,NA,NA,0.001,TRUE
"946",754209,"Domestic Well","97835","0091677",50,"WATER",559549,2017-08-16,NA,NA,NA,NA,NA,NA,0.001,TRUE
"947",754237,"Domestic Well","231007","0469595",380,"WATER",545586,2015-06-24,NA,NA,NA,NA,NA,NA,0.15,TRUE
"948",754237,"Domestic Well","231007","0469595",380,"WATER",554639,2016-12-09,NA,NA,NA,NA,NA,NA,0.001,TRUE
"949",754241,"Domestic Well","9601","9060195",465,"WATER",543827,2015-05-22,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"950",754241,"Domestic Well","9601","9060195",465,"WATER",553967,2016-09-15,NA,NA,NA,NA,NA,NA,0.0013,TRUE
"951",754246,"Domestic Well","227007","0461152",32,"WATER",543893,2015-05-01,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"952",754246,"Domestic Well","227007","0461152",32,"WATER",550659,2016-07-08,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"953",754246,"Domestic Well","227007","0461152",32,"WATER",603249,2018-08-31,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"954",754247,"Stock or  Irrigation","288368","3654724",92,"WATER",543891,2015-05-22,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"955",754247,"Stock or  Irrigation","288368","3654724",92,"WATER",550657,2016-07-08,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"956",754249,"Stock or  Irrigation","168218","0348072B",66,"WATER",543909,2015-06-04,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"957",754249,"Stock or  Irrigation","168218","0348072B",66,"WATER",554225,2016-10-12,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"958",754250,"Stock or  Irrigation","1362","9058694",73,"WATER",543911,2014-10-02,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"959",754251,"Irrigation","13701","9061716",35,"WATER",543907,2015-03-26,NA,NA,NA,NA,NA,NA,0.001,TRUE
"960",754252,"Domestic Well",NA,NA,NA,"WATER",544832,2015-06-25,NA,NA,NA,NA,NA,NA,0.001,TRUE
"961",754252,"Domestic Well",NA,NA,NA,"WATER",553924,2016-10-22,NA,NA,NA,NA,NA,NA,0.0044,TRUE
"962",754267,"Irrigation","29801","9063464",90,"WATER",545216,2015-07-20,NA,NA,NA,NA,NA,NA,0.0011,TRUE
"963",754278,"Irrigation","952","0316737",79,"WATER",545781,2015-08-05,NA,NA,NA,NA,NA,NA,0.001,TRUE
"964",754278,"Irrigation","952","0316737",79,"WATER",556106,2017-03-02,NA,NA,NA,NA,NA,NA,0.001,TRUE
"965",754284,"Stock or  Irrigation","78832","3668332",NA,"WATER",544540,2015-06-22,NA,NA,NA,NA,NA,NA,0.001,TRUE
"966",754285,"Domestic Well","63852","0036813",600,"WATER",544538,2015-06-22,NA,NA,NA,NA,NA,NA,0.0021,TRUE
"967",754285,"Domestic Well","63852","0036813",600,"WATER",564058,2017-08-21,NA,NA,NA,NA,NA,NA,0.0077,TRUE
"968",754286,"Stock or  Irrigation","187425","0385674A",NA,"WATER",544534,2015-07-23,NA,NA,NA,NA,NA,NA,0.001,TRUE
"969",754323,"Domestic Well","37940","9064050",29,"WATER",544735,2015-07-30,NA,NA,NA,NA,NA,NA,0.005,TRUE
"970",754323,"Domestic Well","37940","9064050",29,"WATER",544834,2015-07-30,NA,NA,NA,NA,NA,NA,0.005,TRUE
"971",754326,"Domestic Well","35063","0299572B",120,"WATER",544749,2015-07-09,NA,NA,NA,NA,NA,NA,0.001,TRUE
"972",754327,"Domestic Well","35062","0299572A",117,"WATER",544751,2015-07-09,NA,NA,NA,NA,NA,NA,0.001,TRUE
"973",754328,"Commercial","293082","0052076",90,"WATER",544753,2015-07-09,NA,NA,NA,NA,NA,NA,0.001,TRUE
"974",754328,"Commercial","293082","0052076",90,"WATER",551002,2016-08-18,NA,NA,NA,NA,NA,NA,0.001,TRUE
"975",754329,"Domestic Well",NA,NA,NA,"WATER",544773,2015-05-06,NA,20,0.59,NA,NA,NA,8.9,TRUE
"976",754329,"Domestic Well",NA,NA,NA,"WATER",550197,2016-05-18,NA,NA,NA,NA,NA,NA,40.571,TRUE
"977",754329,"Domestic Well",NA,NA,NA,"WATER",557910,2017-06-01,NA,NA,NA,NA,NA,NA,10,TRUE
"978",754337,"Domestic Well","47109","9064530",90,"WATER",545304,2015-08-31,NA,NA,NA,NA,NA,NA,0.001,TRUE
"979",754337,"Domestic Well","47109","9064530",90,"WATER",545457,2015-06-03,NA,NA,NA,NA,NA,NA,0.001,TRUE
"980",754337,"Domestic Well","47109","9064530",90,"WATER",561390,2017-09-07,NA,NA,NA,NA,NA,NA,0.001,TRUE
"981",754338,"Ground Water","53484","0053484",330,"WATER",545306,2015-07-08,97,21,NA,NA,NA,NA,1.5,TRUE
"982",754338,"Ground Water","53484","0053484",330,"WATER",545459,2015-06-10,18,2.7,NA,NA,NA,NA,13,TRUE
"983",754338,"Ground Water","53484","0053484",330,"WATER",545461,2015-08-11,270,97,NA,1.8,NA,1.8,1.2,TRUE
"984",754338,"Ground Water","53484","0053484",330,"WATER",547023,2015-10-23,610,260,2.29,NA,NA,10,NA,TRUE
"985",754338,"Ground Water","53484","0053484",330,"WATER",547024,2015-10-23,630,290,2.34,NA,NA,10,NA,TRUE
"986",754338,"Ground Water","53484","0053484",330,"WATER",547025,2015-10-23,710,340,2.75,NA,NA,10,NA,TRUE
"987",754338,"Ground Water","53484","0053484",330,"WATER",549661,2015-10-23,NA,250,2.7,12,NA,NA,85,TRUE
"988",754338,"Ground Water","53484","0053484",330,"WATER",549662,2015-10-23,NA,280,3.2,14,NA,14,79,TRUE
"989",754338,"Ground Water","53484","0053484",330,"WATER",549663,2015-10-23,NA,310,3.2,14,NA,NA,79,TRUE
"990",754338,"Ground Water","53484","0053484",330,"WATER",550054,2015-10-23,NA,250,2.7,12,NA,NA,85,TRUE
"991",754338,"Ground Water","53484","0053484",330,"WATER",550055,2015-10-23,NA,280,3.2,14,NA,14,79,TRUE
"992",754338,"Ground Water","53484","0053484",330,"WATER",550056,2015-10-23,NA,310,3.2,14,NA,NA,79,TRUE
"993",754348,"Domestic Well","243167","0496954",900,"WATER",545667,2015-09-09,NA,NA,NA,NA,NA,NA,7.37,TRUE
"994",754366,"Ground Water","11152","9060587",26,"WATER",545109,2015-08-21,NA,NA,NA,NA,NA,NA,0.0029,TRUE
"995",754385,"Stock or  Irrigation","10987","9060532",97,"WATER",545299,2015-09-02,NA,NA,NA,NA,NA,NA,0.001,TRUE
"996",754386,"Ground Water","236389","0482006",NA,"WATER",545296,2015-09-01,NA,NA,NA,NA,NA,NA,0.012,TRUE
"997",754386,"Ground Water","236389","0482006",NA,"WATER",553928,2016-10-19,NA,NA,NA,NA,NA,NA,0.01,TRUE
"998",754387,"Stock or  Irrigation","14962","0329928",132,"WATER",546272,2015-09-29,NA,NA,NA,NA,NA,NA,0.001,TRUE
"999",754387,"Stock or  Irrigation","14962","0329928",132,"WATER",556585,2017-04-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1000",754426,"Domestic Well","184085","0376420G",1050,"WATER",545519,2015-08-18,NA,NA,NA,NA,NA,NA,12,TRUE
"1001",754432,"Ground Water","161283","0324525B",NA,"WATER",545743,2015-08-27,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1002",754442,"Domestic Well","224012","0456508D",200,"WATER",545812,2015-09-22,NA,NA,NA,NA,NA,NA,0.007,TRUE
"1003",754464,"Domestic Well","247791","0505463",76,"WATER",545909,2015-10-05,NA,NA,NA,NA,NA,NA,0.0024,TRUE
"1004",754464,"Domestic Well","247791","0505463",76,"WATER",557416,2017-05-11,NA,NA,NA,NA,NA,NA,0.00096,TRUE
"1005",754464,"Domestic Well","247791","0505463",76,"WATER",558445,2017-05-09,NA,NA,NA,NA,NA,NA,0.0016,TRUE
"1006",754475,"Ground Water","223749","0455191",460,"WATER",547042,2015-10-16,NA,NA,NA,NA,NA,NA,0.0039,TRUE
"1007",754475,"Ground Water","223749","0455191",460,"WATER",554475,2016-11-30,NA,NA,NA,NA,NA,NA,0.008,TRUE
"1008",754476,"Domestic Well","226371","0460431",665,"WATER",547681,2015-11-23,NA,NA,NA,NA,NA,NA,12.7,TRUE
"1009",754479,"Irrigation","12565","9061204",10,"WATER",546270,2015-09-15,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1010",754479,"Irrigation","12565","9061204",10,"WATER",556104,2017-03-28,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1011",754480,"Stock or  Irrigation",NA,NA,NA,"WATER",546393,2015-09-15,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1012",754480,"Stock or  Irrigation",NA,NA,NA,"WATER",559587,2017-07-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1013",754490,"Stock or  Irrigation","300","9058423",60,"WATER",546325,2015-10-27,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"1014",754490,"Stock or  Irrigation","300","9058423",60,"WATER",558391,2017-06-21,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"1015",754498,"Ground Water","77720","0057545",250,"WATER",546601,2015-11-12,NA,NA,NA,NA,NA,NA,0.0076,TRUE
"1016",754498,"Ground Water","77720","0057545",250,"WATER",558973,2017-07-14,NA,NA,NA,NA,NA,NA,0.005,TRUE
"1017",754506,"Groundwater","300414","3673597",340,"WATER",546657,2015-11-24,NA,NA,NA,NA,NA,NA,51,TRUE
"1018",754506,"Groundwater","300414","3673597",340,"WATER",554707,2016-04-07,NA,NA,NA,NA,NA,NA,12,TRUE
"1019",754506,"Groundwater","300414","3673597",340,"WATER",554711,2016-02-05,NA,24,NA,NA,NA,NA,33,TRUE
"1020",754506,"Groundwater","300414","3673597",340,"WATER",556172,2017-03-31,NA,27,NA,NA,NA,NA,28,TRUE
"1021",754526,"Ground Water","81431","9065621",165,"WATER",547541,2015-09-30,NA,NA,NA,NA,NA,NA,0.0064,TRUE
"1022",754550,"Ground Water","67940","3635509",38,"WATER",547001,2015-12-01,NA,NA,NA,NA,NA,NA,0.00049,TRUE
"1023",754550,"Ground Water","67940","3635509",38,"WATER",606005,2018-12-11,NA,NA,NA,NA,NA,NA,0.01,TRUE
"1024",754563,"Ground Water","302431","3675354A",NA,"WATER",547856,2015-12-23,797,569,NA,NA,NA,47.9,23.3,TRUE
"1025",754563,"Ground Water","302431","3675354A",NA,"WATER",548045,2015-12-23,1030,690,NA,NA,NA,70,26.4,TRUE
"1026",754563,"Ground Water","302431","3675354A",NA,"WATER",550333,2016-06-17,44,12,NA,1.5,NA,NA,36,TRUE
"1027",754563,"Ground Water","302431","3675354A",NA,"WATER",550334,2016-06-17,320,76,NA,4.2,NA,NA,16,TRUE
"1028",754563,"Ground Water","302431","3675354A",NA,"WATER",550591,2016-06-21,220,92,2.1,11,2.9,NA,8.6,TRUE
"1029",754563,"Ground Water","302431","3675354A",NA,"WATER",550820,2016-08-05,4400,3700,59,470,140,NA,22,TRUE
"1030",754563,"Ground Water","302431","3675354A",NA,"WATER",550906,2016-08-05,3700,3400,59,520,150,670,22,TRUE
"1031",754563,"Ground Water","302431","3675354A",NA,"WATER",553555,2016-09-09,7200,6500,85,780,250,NA,49,TRUE
"1032",754563,"Ground Water","302431","3675354A",NA,"WATER",553882,2016-10-12,7100,5900,140,1100,420,NA,33,TRUE
"1033",754563,"Ground Water","302431","3675354A",NA,"WATER",561358,2016-11-11,4900,3200,36,340,76,NA,19,TRUE
"1034",754563,"Ground Water","302431","3675354A",NA,"WATER",561360,2017-02-03,1100,2000,77,900,250,NA,28,TRUE
"1035",754563,"Ground Water","302431","3675354A",NA,"WATER",606233,2019-03-19,350,6.6,10,240,50,290,NA,TRUE
"1036",754563,"Ground Water","302431","3675354A",NA,"WATER",606254,2019-03-20,NA,NA,NA,NA,NA,NA,11,TRUE
"1037",754563,"Ground Water","302431","3675354A",NA,"WATER",608352,2019-03-20,NA,NA,NA,NA,NA,NA,11,TRUE
"1038",754564,"Ground Water","302432","3675354B",NA,"WATER",549487,2016-03-21,NA,NA,NA,NA,NA,NA,20,TRUE
"1039",754564,"Ground Water","302432","3675354B",NA,"WATER",550590,2016-06-20,NA,NA,NA,NA,NA,NA,25,TRUE
"1040",754564,"Ground Water","302432","3675354B",NA,"WATER",564063,2017-05-25,NA,NA,NA,NA,NA,NA,48,TRUE
"1041",754564,"Ground Water","302432","3675354B",NA,"WATER",606242,2019-03-19,NA,NA,NA,NA,NA,NA,4.7,TRUE
"1042",754564,"Ground Water","302432","3675354B",NA,"WATER",606245,2019-03-19,332,5.1,15,168,43,211,NA,TRUE
"1043",754564,"Ground Water","302432","3675354B",NA,"WATER",608367,2019-06-19,NA,NA,NA,NA,NA,NA,3,TRUE
"1044",754565,"Ground Water","302433","3675354C",NA,"WATER",547855,2015-12-23,NA,NA,NA,NA,NA,NA,12.5,TRUE
"1045",754565,"Ground Water","302433","3675354C",NA,"WATER",549488,2016-03-21,NA,NA,NA,NA,NA,NA,41,TRUE
"1046",754565,"Ground Water","302433","3675354C",NA,"WATER",550589,2016-06-20,NA,NA,NA,NA,NA,NA,22,TRUE
"1047",754565,"Ground Water","302433","3675354C",NA,"WATER",561366,2017-02-23,NA,NA,NA,NA,NA,NA,38,TRUE
"1048",754565,"Ground Water","302433","3675354C",NA,"WATER",608370,2019-06-19,NA,NA,NA,NA,NA,NA,10,TRUE
"1049",754567,"Stock or  Irrigation","120214","9066337",90,"WATER",549999,2016-01-07,NA,NA,NA,NA,NA,NA,0.0065,TRUE
"1050",754567,"Stock or  Irrigation","120214","9066337",90,"WATER",556605,2017-04-18,NA,NA,NA,NA,NA,NA,0.45,TRUE
"1051",754581,"Stock or  Irrigation","625","C620625",40,"WATER",547334,2016-01-05,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1052",754581,"Stock or  Irrigation","625","C620625",40,"WATER",556618,2017-04-20,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1053",754590,"Irrigation","229860","0465582",300,"WATER",550534,2015-03-16,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1054",754617,"Stock or  Irrigation",NA,NA,NA,"WATER",547920,2015-11-05,NA,NA,NA,NA,NA,NA,0.0015,TRUE
"1055",754617,"Stock or  Irrigation",NA,NA,NA,"WATER",554506,2016-09-19,NA,NA,NA,NA,NA,NA,0.0045,TRUE
"1056",754617,"Stock or  Irrigation",NA,NA,NA,"WATER",560674,2017-09-26,NA,NA,NA,NA,NA,NA,0.035,TRUE
"1057",754618,"Stock or  Irrigation",NA,NA,NA,"WATER",547983,2015-11-05,NA,NA,NA,NA,NA,NA,0.0013,TRUE
"1058",754618,"Stock or  Irrigation",NA,NA,NA,"WATER",554516,2016-09-19,NA,NA,NA,NA,NA,NA,0.12,TRUE
"1059",754618,"Stock or  Irrigation",NA,NA,NA,"WATER",560664,2017-09-26,NA,NA,NA,NA,NA,NA,0.049,TRUE
"1060",754618,"Stock or  Irrigation",NA,NA,NA,"WATER",600976,2018-09-26,NA,NA,NA,NA,NA,NA,0.0049,TRUE
"1061",754622,"Stock or  Irrigation","3129","0289887",80,"WATER",550048,2016-02-17,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1062",754622,"Stock or  Irrigation","3129","0289887",80,"WATER",559641,2017-06-28,NA,NA,NA,NA,NA,NA,0.001,TRUE
"1063",754627,"Domestic Well","259341","3613826",320,"WATER",554709,2016-01-19,NA,NA,NA,NA,NA,NA,0.059,TRUE
"1064",754628,"Domestic Well","97143","0090684",270,"WATER",548098,2016-01-19,NA,NA,NA,NA,NA,NA,0.37,TRUE
"1065",754629,"Stock or  Irrigation","909","C620909",39,"WATER",548100,2016-01-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
