"","facility_id","facility_type","permit_number","receipt_number","well_depth","matrix","sample_id","sample_date","benzene_ugl","toluene_ugl","ethylbenzene_ugl","mp_xylenes_ugl","o_xylene_ugl","tot_xylenes_ugl","methane_mgl","wattenberg"
"645",752891,"Domestic Well","81983","9065649",59,"WATER",534975,2013-03-21,NA,NA,NA,NA,NA,NA,8e-04,TRUE
"646",752893,"Irrigation","8778","9060069",89,"WATER",534977,2013-07-08,NA,NA,NA,NA,NA,NA,8e-04,TRUE
"647",752895,"Stock or  Irrigation","259270","0043719",100,"WATER",534979,2013-07-19,NA,NA,NA,NA,NA,NA,0.02,TRUE
"648",752900,"Stock or  Irrigation","229499","0038962",0,"WATER",535022,2013-07-03,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"649",752910,"Ground Water","69938","9065206",175,"WATER",535076,2013-08-13,NA,NA,NA,NA,NA,NA,0.02,TRUE
"650",752910,"Ground Water","69938","9065206",175,"WATER",550568,2016-05-27,NA,NA,NA,NA,NA,NA,0.029,TRUE
"651",752912,"Domestic Well","63014","9064988",150,"WATER",535068,2013-07-29,NA,NA,NA,NA,NA,NA,0.0011,TRUE
"652",752913,"Ground Water","50385","0050385",70,"WATER",535066,2013-09-04,NA,NA,NA,NA,NA,NA,0.49,TRUE
"653",752913,"Ground Water","50385","0050385",70,"WATER",542528,2015-04-01,NA,NA,NA,NA,NA,NA,0.009,TRUE
"654",752922,"Commercial","84411","0422450",520,"WATER",536527,2014-02-26,NA,NA,NA,NA,NA,NA,39,TRUE
"655",752933,"Domestic Well","205708","0419984",285,"WATER",542172,2014-10-06,NA,NA,NA,NA,NA,NA,0.001,TRUE
"656",752933,"Domestic Well","205708","0419984",285,"WATER",555182,2017-01-11,NA,NA,NA,NA,NA,NA,0.001,TRUE
"657",752934,"Domestic Well","19541","0328061",28,"WATER",536566,2013-10-08,NA,NA,NA,NA,NA,NA,0.01,TRUE
"658",752934,"Domestic Well","19541","0328061",28,"WATER",540832,2014-10-27,NA,NA,NA,NA,NA,NA,8e-04,TRUE
"659",752935,"Domestic Well","156514","0309493",295,"WATER",537355,2014-04-15,NA,NA,NA,NA,NA,NA,0.03,TRUE
"660",752942,"Domestic Well",NA,NA,NA,"WATER",535196,2013-10-21,NA,NA,NA,NA,NA,NA,0.005,TRUE
"661",752946,"Domestic Well","204921","0418531",745,"WATER",535907,2013-11-06,NA,NA,NA,NA,NA,NA,2,TRUE
"662",752947,"Domestic Well","261730","0546378",870,"WATER",536071,2013-11-06,NA,NA,NA,NA,NA,NA,5.1,TRUE
"663",752948,"Domestic Well","92715","9065951",NA,"WATER",535657,2013-11-06,NA,NA,NA,NA,NA,NA,0.001,TRUE
"664",752949,"Stock or  Irrigation","29774","9063462",890,"WATER",535786,2013-11-06,NA,NA,NA,NA,NA,NA,7.3,TRUE
"665",752971,"Domestic Well","134971","0244373",830,"WATER",546411,2015-11-09,NA,NA,NA,NA,NA,NA,13,TRUE
"666",752972,"Ground Water","230142","0468258",961,"WATER",535302,2013-10-25,NA,NA,NA,NA,NA,NA,0.807,TRUE
"667",752972,"Ground Water","230142","0468258",961,"WATER",535304,2013-10-25,NA,NA,NA,NA,NA,NA,0.824,TRUE
"668",752972,"Ground Water","230142","0468258",961,"GW",542538,2015-02-25,NA,NA,NA,NA,NA,NA,0.1,TRUE
"669",752981,"Domestic Well","62730","9064985",700,"WATER",535643,2013-11-20,NA,NA,NA,NA,NA,NA,0.74,TRUE
"670",752982,"Domestic Well","291680","3659659",300,"WATER",536063,2013-11-20,NA,NA,NA,NA,NA,NA,0.013,TRUE
"671",752983,"Stock or  Irrigation","9023","9060111",28,"WATER",536477,2013-12-12,NA,NA,NA,NA,NA,NA,0.001,TRUE
"672",753029,"Domestic Well","213568","0433917",753,"WATER",536438,2013-12-12,NA,NA,NA,NA,NA,NA,8.2,TRUE
"673",753030,"Domestic Well","273679","3616757",630,"WATER",536641,2013-12-12,NA,NA,NA,NA,NA,NA,0.013,TRUE
"674",753037,"Domestic Well",NA,NA,NA,"WATER",535724,2012-02-20,NA,NA,NA,NA,NA,NA,0.001,TRUE
"675",753043,"Domestic Well","255318","0520494",300,"WATER",565942,2018-05-03,NA,NA,NA,NA,NA,NA,0.0012,TRUE
"676",753044,"Domestic Well","199946","0407371",240,"WATER",537613,2012-02-20,NA,NA,NA,NA,NA,NA,0.022,TRUE
"677",753045,"Ground Water","25387","3651244",260,"WATER",535720,2012-08-06,NA,NA,NA,NA,NA,NA,0.005,TRUE
"678",753045,"Ground Water","25387","3651244",260,"WATER",535728,2012-02-20,NA,NA,NA,NA,NA,NA,0.022,TRUE
"679",753047,"Domestic Well","72586","9065286",46,"WATER",537997,2013-11-22,NA,NA,NA,NA,NA,NA,0.001,TRUE
"680",753052,"Domestic Well","204478","0417723",50,"WATER",536453,2013-12-18,NA,NA,NA,NA,NA,NA,0.001,TRUE
"681",753053,"Domestic Well","182178","0374218",680,"WATER",536444,2013-12-18,NA,NA,NA,NA,NA,NA,0.033,TRUE
"682",753054,"Domestic Well","120181","0215392",39,"WATER",536471,2013-12-18,NA,NA,NA,NA,NA,NA,0.001,TRUE
"683",753060,"Domestic Well","139148","252830",NA,"WATER",535754,2013-09-23,NA,NA,NA,NA,NA,NA,0.00091,TRUE
"684",753060,"Domestic Well","139148","252830",NA,"WATER",540525,2014-10-10,NA,NA,NA,NA,NA,NA,0.0012,TRUE
"685",753061,"Domestic Well","246808","0502478",400,"WATER",535756,2013-09-24,NA,NA,NA,NA,NA,NA,0.00064,TRUE
"686",753061,"Domestic Well","246808","0502478",400,"WATER",535763,2013-09-24,NA,NA,NA,NA,NA,NA,0.00052,TRUE
"687",753061,"Domestic Well","246808","0502478",400,"WATER",540527,2014-10-10,NA,NA,NA,NA,NA,NA,0.00069,TRUE
"688",753062,"Domestic Well","67867","9065116",NA,"WATER",535766,2013-09-24,NA,NA,NA,NA,NA,NA,0.0023,TRUE
"689",753065,"Domestic Well","63190","0540691B",808,"WATER",535784,2013-11-18,NA,NA,NA,NA,NA,NA,7.96,TRUE
"690",753065,"Domestic Well","63190","0540691B",808,"WATER",544408,2015-04-29,NA,NA,NA,NA,NA,NA,9.11,TRUE
"691",753066,"Domestic Well","86733","9065813",98,"WATER",535798,2013-11-26,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"692",753066,"Domestic Well","86733","9065813",98,"WATER",545230,2015-06-29,NA,NA,NA,NA,NA,NA,0.00042,TRUE
"693",753067,"Domestic Well","66799","515511",NA,"WATER",538181,2013-12-03,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"694",753067,"Domestic Well","66799","515511",NA,"WATER",544428,2015-05-05,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"695",753073,"Ground Water","35392","0302696",280,"WATER",536207,2014-01-14,NA,NA,NA,NA,NA,NA,0.02,TRUE
"696",753073,"Ground Water","35392","0302696",280,"WATER",546152,2015-08-17,NA,NA,NA,NA,NA,NA,0.03,TRUE
"697",753076,"Domestic Well","144486","0380509",380,"WATER",536945,2014-01-15,NA,NA,NA,NA,NA,NA,0.0097,TRUE
"698",753077,"Domestic Well","151495","9066591",368,"WATER",536930,2014-01-15,NA,NA,NA,NA,NA,NA,0.011,TRUE
"699",753078,"Domestic Well","185227","0518489",500,"WATER",536941,2014-01-15,NA,NA,NA,NA,NA,NA,6.7,TRUE
"700",753091,"Domestic Well",NA,NA,NA,"WATER",535343,2013-07-23,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"701",753091,"Domestic Well",NA,NA,NA,"WATER",535895,2013-12-18,NA,NA,NA,NA,NA,NA,0.0071,TRUE
"702",753093,"Groundwater","52078","0052078",50,"WATER",536001,2013-11-18,NA,NA,NA,NA,NA,NA,0.00089,TRUE
"703",753100,"Domestic Well",NA,NA,NA,"WATER",536037,2014-01-14,NA,NA,NA,NA,NA,NA,0.0023,TRUE
"704",753100,"Domestic Well",NA,NA,NA,"WATER",544478,2015-06-25,NA,NA,NA,NA,NA,NA,0.001,TRUE
"705",753100,"Domestic Well",NA,NA,NA,"WATER",560043,2017-08-30,NA,NA,NA,NA,NA,NA,0.005,TRUE
"706",753105,"Municipal","43821","0043821",27,"WATER",536069,2014-01-06,NA,NA,NA,NA,NA,NA,0.1,TRUE
"707",753105,"Municipal","43821","0043821",27,"WATER",545081,2015-06-10,NA,NA,NA,NA,NA,NA,0.001,TRUE
"708",753106,"Domestic Well","206169","0420680",520,"WATER",536461,2013-12-12,NA,NA,NA,NA,NA,NA,0.12,TRUE
"709",753113,"Ground Water","74488","3647115",32,"WATER",536171,2014-01-14,NA,NA,NA,NA,NA,NA,0.001,TRUE
"710",753119,"Ground Water","114014","0203389",NA,"WATER",536447,2011-09-01,NA,NA,NA,NA,NA,NA,3.1,TRUE
"711",753121,"Ground Water","11033","3627088",48,"WATER",536451,2011-10-18,NA,NA,NA,NA,NA,NA,0.00304,TRUE
"712",753148,"Domestic Well","237713","0481084",283,"WATER",536428,2014-01-28,NA,NA,NA,NA,NA,NA,0.002,TRUE
"713",753148,"Domestic Well","237713","0481084",283,"WATER",541368,2014-11-19,NA,NA,NA,NA,NA,NA,0.00095,TRUE
"714",753152,"Groundwater","34956","0297546T",24,"WATER",536843,2014-03-26,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"715",753159,"Domestic Well","140005","9066529",NA,"WATER",536505,2013-12-11,NA,NA,NA,NA,NA,NA,0.001,TRUE
"716",753159,"Domestic Well","140005","9066529",NA,"WATER",543502,2015-04-01,NA,NA,NA,NA,NA,NA,0.001,TRUE
"717",753160,"Domestic Well","236508","0480568",340,"WATER",536507,2013-12-11,NA,NA,NA,NA,NA,NA,0.15,TRUE
"718",753160,"Domestic Well","236508","0480568",340,"WATER",541537,2015-01-20,NA,NA,NA,NA,NA,NA,0.11,TRUE
"719",753176,"Domestic Well","69346","9065176",NA,"WATER",537346,2014-02-24,NA,NA,NA,NA,NA,NA,0.001,TRUE
"720",753176,"Domestic Well","69346","9065176",NA,"WATER",543500,2015-04-02,NA,NA,NA,NA,NA,NA,0.001,TRUE
"721",753177,"Domestic Well","290169","3658079",NA,"WATER",536614,2014-02-24,NA,NA,NA,NA,NA,NA,20,TRUE
"722",753177,"Domestic Well","290169","3658079",NA,"WATER",543492,2015-04-01,NA,NA,NA,NA,NA,NA,11,TRUE
"723",753177,"Domestic Well","290169","3658079",NA,"WATER",562192,2017-09-21,NA,NA,NA,NA,NA,NA,21,TRUE
"724",753177,"Domestic Well","290169","3658079",NA,"WATER",606389,2019-03-26,NA,NA,NA,NA,NA,NA,7.89,TRUE
"725",753178,"Domestic Well","184561","0379309",280,"WATER",536612,2014-02-25,NA,NA,NA,NA,NA,NA,11,TRUE
"726",753179,"Domestic Well","287458","3653359",75,"WATER",536610,2014-02-25,NA,NA,NA,NA,NA,NA,0.031,TRUE
"727",753179,"Domestic Well","287458","3653359",75,"WATER",541541,2015-01-20,NA,NA,NA,NA,NA,NA,0.001,TRUE
"728",753183,"Domestic Well","53730","0459728",340,"WATER",536626,2014-01-28,NA,NA,NA,NA,NA,NA,0.0093,TRUE
"729",753184,"Domestic Well","55161","0469852",420,"WATER",536628,2014-01-29,NA,NA,NA,NA,NA,NA,0.0034,TRUE
"730",753185,"Domestic Well","59314","0504646J",NA,"WATER",536630,2014-01-28,NA,NA,NA,NA,NA,NA,0.01,TRUE
"731",753189,"Irrigation","8522","0512748",60,"WATER",536651,2014-03-06,NA,NA,NA,NA,NA,NA,0.001,TRUE
"732",753189,"Irrigation","8522","0512748",60,"WATER",543496,2015-04-09,NA,NA,NA,NA,NA,NA,0.0014,TRUE
"733",753189,"Irrigation","8522","0512748",60,"WATER",546210,2015-04-09,NA,NA,NA,NA,NA,NA,0.0014,TRUE
"734",753194,"Domestic Well","162523","0331512A",214,"WATER",536723,2013-06-10,NA,NA,NA,NA,NA,NA,0.017,TRUE
"735",753194,"Domestic Well","162523","0331512A",214,"WATER",539343,2014-08-07,NA,NA,NA,NA,NA,NA,0.016,TRUE
"736",753195,"Domestic Well","280123","3638330B",350,"WATER",536721,2013-06-10,NA,NA,NA,NA,NA,NA,0.014,TRUE
"737",753195,"Domestic Well","280123","3638330B",350,"WATER",539229,2014-08-07,NA,NA,NA,NA,NA,NA,0.014,TRUE
"738",753196,"Domestic Well","288643","3655701",840,"WATER",542761,2015-03-27,NA,NA,NA,NA,NA,NA,29.1,TRUE
"739",753196,"Domestic Well","288643","3655701",840,"WATER",548195,2016-01-27,NA,800,NA,NA,NA,NA,6.19,TRUE
"740",753198,"Ground Water","157907","0316291B",133,"WATER",536719,2014-03-10,NA,NA,NA,NA,NA,NA,0.15,TRUE
"741",753199,"Domestic Well","216113","0441164",NA,"WATER",536717,2014-03-10,NA,NA,NA,NA,NA,NA,0.051,TRUE
"742",753210,"Domestic Well",NA,NA,NA,"WATER",536869,2014-03-12,NA,NA,NA,NA,NA,NA,0.001,TRUE
"743",753210,"Domestic Well",NA,NA,NA,"WATER",543498,2015-03-16,NA,NA,NA,NA,NA,NA,0.001,TRUE
"744",753211,"Domestic Well","235728","0478298",360,"WATER",536841,2014-03-12,NA,NA,NA,NA,NA,NA,0.023,TRUE
"745",753212,"Ground Water",NA,NA,NA,"WATER",536839,2014-03-13,NA,NA,NA,NA,NA,NA,0.0011,TRUE
"746",753220,"Domestic Well","76258","9065413",1113,"WATER",536973,2014-03-11,NA,NA,NA,NA,NA,NA,7.7,TRUE
"747",753223,"Domestic Well","227186","0460890",505,"WATER",536967,2014-03-13,NA,NA,NA,NA,NA,NA,0.0033,TRUE
"748",753224,"Domestic Well","8521","9059986",60,"WATER",536971,2014-03-27,NA,NA,NA,NA,NA,NA,0.1,TRUE
"749",753224,"Domestic Well","8521","9059986",60,"WATER",545661,2015-08-11,NA,NA,NA,NA,NA,NA,0.001,TRUE
"750",753228,"Ground Water",NA,NA,NA,"WATER",536991,2014-03-28,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"751",753228,"Ground Water",NA,NA,NA,"WATER",546254,2015-08-31,NA,NA,NA,NA,NA,NA,0.001,TRUE
"752",753230,"Stock or  Irrigation","195","9058338A",55,"WATER",537385,2014-04-07,NA,NA,NA,NA,NA,NA,0.1,TRUE
"753",753230,"Stock or  Irrigation","195","9058338A",55,"GW",539573,2014-04-07,NA,NA,NA,NA,NA,NA,0.1,TRUE
"754",753231,"Domestic Well",NA,NA,NA,"WATER",536977,2014-03-24,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"755",753231,"Domestic Well",NA,NA,NA,"WATER",544476,2015-05-04,NA,NA,NA,NA,NA,NA,0.001,TRUE
"756",753236,"Groundwater",NA,NA,NA,"WATER",537083,2014-02-26,NA,NA,NA,NA,NA,NA,0.001,TRUE
"757",753239,"Domestic Well","77432","0056939",440,"WATER",537143,2014-03-31,NA,NA,NA,NA,NA,NA,0.001,TRUE
"758",753239,"Domestic Well","77432","0056939",440,"WATER",545887,2015-08-13,NA,NA,NA,NA,NA,NA,0.001,TRUE
"759",753239,"Domestic Well","77432","0056939",440,"WATER",549385,2016-01-20,NA,NA,NA,NA,NA,NA,0.001,TRUE
"760",753240,"Ground Water","177447","0366698",265,"WATER",537268,2014-04-01,NA,NA,NA,NA,NA,NA,0.011,TRUE
"761",753254,"Stock or  Irrigation","51858","0445776",60,"WATER",537279,2014-04-07,NA,NA,NA,NA,NA,NA,0.1,TRUE
"762",753255,"Ground Water","237713","0481084",283,"WATER",537232,2014-04-07,NA,NA,NA,NA,NA,NA,0.005,TRUE
"763",753256,"Irrigation","107","9058282",52,"WATER",537387,2014-04-07,NA,NA,NA,NA,NA,NA,0.1,TRUE
"764",753256,"Irrigation","107","9058282",52,"WATER",546144,2014-09-30,NA,NA,NA,NA,NA,NA,0.1,TRUE
"765",753258,"Domestic Well","104921","900536",60,"WATER",537389,2014-04-07,NA,NA,NA,NA,NA,NA,0.1,TRUE
"766",753258,"Domestic Well","104921","900536",60,"WATER",542536,2015-02-25,NA,NA,NA,NA,NA,NA,0.1,TRUE
"767",753262,"Domestic Well","53651","9064755",71,"WATER",537319,2014-04-10,NA,NA,NA,NA,NA,NA,11.3,TRUE
"768",753262,"Domestic Well","53651","9064755",71,"WATER",545816,2015-10-09,NA,NA,NA,NA,NA,NA,11.4,TRUE
"769",753269,"Domestic Well","49962","9064664",480480,"WATER",537344,2014-04-16,NA,NA,NA,NA,NA,NA,0.01,TRUE
"770",753269,"Domestic Well","49962","9064664",480480,"WATER",547900,2016-01-29,NA,NA,NA,NA,NA,NA,0.01,TRUE
"771",753270,"Domestic Well","139936","0254736",180,"WATER",537342,2014-04-11,NA,NA,NA,NA,NA,NA,0.0088,TRUE
"772",753270,"Domestic Well","139936","0254736",180,"WATER",544934,2015-08-10,NA,NA,NA,NA,NA,NA,0.01,TRUE
"773",753271,"Ground Water","169","9058327",30,"WATER",537330,2014-04-07,NA,NA,NA,NA,NA,NA,0.002,TRUE
"774",753271,"Ground Water","169","9058327",30,"WATER",545881,2015-08-13,NA,NA,NA,NA,NA,NA,0.001,TRUE
"775",753272,"Ground Water","230682","469654",NA,"WATER",537332,2014-04-07,NA,NA,NA,NA,NA,NA,0.0052,TRUE
"776",753273,"Domestic Well","112702","9066258",345,"WATER",537348,2013-11-05,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"777",753273,"Domestic Well","112702","9066258",345,"WATER",542509,2015-03-31,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"778",753274,"Ground Water","276761","3625634",600,"WATER",537340,2014-04-09,NA,NA,NA,NA,NA,NA,0.028,TRUE
"779",753283,"Domestic Well","90232","0080212",36,"WATER",537373,2014-04-25,NA,NA,NA,NA,NA,NA,0.1,TRUE
"780",753288,"Domestic Well","34280","9063744",40,"WATER",537409,2014-04-11,NA,NA,NA,NA,NA,NA,0.00043,TRUE
"781",753291,"Domestic Well","13066","9061443",35,"WATER",537452,2014-04-16,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"782",753297,"Domestic Well","247465","0505054B",550,"WATER",537465,2014-05-01,NA,NA,NA,NA,NA,NA,0.00053,TRUE
"783",753323,"Domestic Well","256717","3655358",70,"WATER",537546,2014-04-23,NA,NA,NA,NA,NA,NA,0.001,TRUE
"784",753379,"Domestic Well","114230","0108930",NA,"WATER",537600,2014-04-10,NA,NA,NA,NA,NA,NA,8.49,TRUE
"785",753379,"Domestic Well","114230","0108930",NA,"WATER",545824,2015-10-09,NA,22.9,NA,NA,NA,NA,15,TRUE
"786",753380,"Domestic Well","4525","9059242",33,"WATER",537604,2014-04-11,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"787",753381,"Domestic Well","96128","9066007",NA,"WATER",537606,2014-04-10,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"788",753384,"Domestic Well",NA,NA,NA,"WATER",537822,2014-05-29,NA,NA,NA,NA,NA,NA,0.04,TRUE
"789",753397,"Domestic Well","214022","0436888b",NA,"WATER",538307,2014-06-11,NA,NA,NA,NA,NA,NA,0.001,TRUE
"790",753442,"Stock or  Irrigation","5854","9059435",72,"WATER",549710,2016-03-07,NA,NA,NA,NA,NA,NA,0.0019,TRUE
"791",753443,"Stock or  Irrigation","18784","9062547",151,"WATER",537736,2014-05-29,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"792",753443,"Stock or  Irrigation","18784","9062547",151,"WATER",547941,2015-11-05,NA,NA,NA,NA,NA,NA,0.001,TRUE
"793",753443,"Stock or  Irrigation","18784","9062547",151,"WATER",554514,2016-09-19,NA,NA,NA,NA,NA,NA,0.012,TRUE
"794",753443,"Stock or  Irrigation","18784","9062547",151,"WATER",560668,2017-09-26,NA,NA,NA,NA,NA,NA,0.0021,TRUE
"795",753443,"Stock or  Irrigation","18784","9062547",151,"WATER",600970,2018-09-26,NA,NA,NA,NA,NA,NA,0.0049,TRUE
"796",753454,"Stock or  Irrigation","165930","0019533",31,"WATER",537771,2014-05-29,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"797",753454,"Stock or  Irrigation","165930","0019533",31,"WATER",547914,2015-11-05,NA,NA,NA,NA,NA,NA,0.001,TRUE
"798",753454,"Stock or  Irrigation","165930","0019533",31,"WATER",554518,2016-09-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"799",753454,"Stock or  Irrigation","165930","0019533",31,"WATER",560666,2017-09-26,NA,NA,NA,NA,NA,NA,0.001,TRUE
"800",753454,"Stock or  Irrigation","165930","0019533",31,"WATER",601089,2018-09-26,NA,NA,NA,NA,NA,NA,0.0493,TRUE
"801",753474,"Irrigation","14543","9062007",49,"GW",539571,2014-07-01,NA,NA,NA,NA,NA,NA,0.1,TRUE
"802",753492,"Domestic Well","233872","0477386",620,"WATER",537971,2014-06-11,NA,NA,NA,NA,NA,NA,0.02,TRUE
"803",753492,"Domestic Well","233872","0477386",620,"WATER",545889,2015-08-24,NA,NA,NA,NA,NA,NA,0.023,TRUE
"804",753493,"Domestic Well","82320","3646154",70,"WATER",537969,2014-06-11,NA,NA,NA,NA,NA,NA,0.0067,TRUE
"805",753494,"Domestic Well","82274","9065659",NA,"WATER",537961,2014-06-12,NA,NA,NA,NA,NA,NA,0.001,TRUE
"806",753496,"Domestic Well","97477","9066053",105,"WATER",537947,2013-05-07,NA,NA,NA,NA,NA,NA,0.001,TRUE
"807",753496,"Domestic Well","97477","9066053",105,"WATER",537949,2012-05-31,NA,NA,NA,NA,NA,NA,0.001,TRUE
"808",753497,"Stock or  Irrigation","91152","0017542A",NA,"WATER",537945,2012-05-31,NA,NA,NA,NA,NA,NA,0.001,TRUE
"809",753497,"Stock or  Irrigation","91152","0017542A",NA,"WATER",566083,2018-05-03,NA,NA,NA,NA,NA,NA,0.0012,TRUE
"810",753498,"Irrigation","10450","9060337",28,"WATER",538007,2014-06-25,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"811",753502,"Domestic Well","110361","0106649",185,"WATER",539490,2014-06-18,NA,NA,NA,NA,NA,NA,0.00043,TRUE
"812",753502,"Domestic Well","110361","0106649",185,"WATER",539552,2014-10-01,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"813",753502,"Domestic Well","110361","0106649",185,"WATER",547071,2015-12-10,NA,NA,NA,NA,NA,NA,0.007,TRUE
"814",753506,"Domestic Well","278357","3631604",30,"WATER",538204,2014-05-22,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"815",753549,"Domestic Well","50990","0279039B",400,"WATER",538478,2014-06-04,NA,NA,NA,NA,NA,NA,0.5,TRUE
"816",753549,"Domestic Well","50990","0279039B",400,"WATER",538479,2014-06-04,NA,NA,NA,NA,NA,NA,0.0091,TRUE
"817",753560,"Domestic Well","143100","0263128",35,"WATER",538285,2014-07-08,NA,NA,NA,NA,NA,NA,0.0046,TRUE
"818",753560,"Domestic Well","143100","0263128",35,"WATER",546395,2015-09-02,NA,NA,NA,NA,NA,NA,0.001,TRUE
"819",753579,"Domestic Well","153838","0298004B",260,"WATER",538690,2014-06-05,NA,NA,NA,NA,NA,NA,0.09,TRUE
"820",753579,"Domestic Well","153838","0298004B",260,"WATER",547305,2015-11-11,NA,NA,NA,NA,NA,NA,0.21,TRUE
"821",753580,"Domestic Well","223919","0457189B",920,"WATER",538317,2014-07-10,NA,NA,NA,NA,NA,NA,15,TRUE
"822",753580,"Domestic Well","223919","0457189B",920,"WATER",548236,2015-11-13,NA,NA,NA,NA,NA,NA,31,TRUE
"823",753580,"Domestic Well","223919","0457189B",920,"WATER",548267,2015-11-13,NA,NA,NA,NA,NA,NA,31,TRUE
"824",753603,"Stock or  Irrigation","11048","9060556",260,"WATER",538508,2014-07-22,NA,NA,NA,NA,NA,NA,11.3,TRUE
"825",753604,"Domestic Well","171247","0353589",260,"WATER",538506,2014-07-15,NA,NA,NA,NA,NA,NA,0.001,TRUE
"826",753605,"Domestic Well","8422","9059973",30,"WATER",538504,2014-06-24,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"827",753605,"Domestic Well","8422","9059973",30,"WATER",548055,2016-01-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"828",753611,"Commercial","282261","0048961",45,"WATER",538568,2014-07-31,NA,NA,NA,NA,NA,NA,0.001,TRUE
"829",753611,"Commercial","282261","0048961",45,"WATER",546887,2015-10-22,NA,NA,NA,NA,NA,NA,0.001,TRUE
"830",753615,"Ground Water","133551","0240502",600,"WATER",538656,2014-08-06,NA,NA,NA,NA,NA,NA,0.001,TRUE
"831",753624,"Stock or  Irrigation","20025","9062707",51,"WATER",538706,2014-08-11,NA,NA,NA,NA,NA,NA,0.001,TRUE
"832",753627,"Irrigation","1354","0004301",25,"WATER",538718,2014-06-25,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"833",753634,"Domestic Well","635","9058540",250,"WATER",538748,2014-07-01,NA,NA,NA,NA,NA,NA,0.0023,TRUE
"834",753635,"Domestic Well","1084","9058652",155,"WATER",538791,2014-07-17,NA,NA,NA,NA,NA,NA,0.00055,TRUE
"835",753635,"Domestic Well","1084","9058652",155,"WATER",538794,2014-07-17,NA,NA,NA,NA,NA,NA,4e-04,TRUE
"836",753635,"Domestic Well","1084","9058652",155,"WATER",546780,2015-12-03,NA,NA,NA,NA,NA,NA,0.003,TRUE
"837",753636,"Domestic Well","0",NA,NA,"WATER",538788,2014-07-17,NA,NA,NA,NA,NA,NA,8.4,TRUE
"838",753636,"Domestic Well","0",NA,NA,"WATER",546772,2015-12-03,NA,NA,NA,NA,NA,NA,14.6,TRUE
"839",753637,"Domestic Well","32760","0280719B",872,"WATER",538750,2014-08-06,NA,NA,NA,NA,NA,NA,11.6,TRUE
"840",753637,"Domestic Well","32760","0280719B",872,"WATER",546778,2015-12-03,NA,NA,NA,NA,NA,NA,13.6,TRUE
"841",753652,"Stock or  Irrigation","292812","3661982",740,"WATER",538948,2014-08-12,NA,NA,NA,NA,NA,NA,2.7,TRUE
"842",753652,"Stock or  Irrigation","292812","3661982",740,"WATER",550310,2016-06-07,NA,NA,NA,NA,NA,NA,0.0027,TRUE
"843",753652,"Stock or  Irrigation","292812","3661982",740,"WATER",550578,2016-06-22,1.3,33,NA,NA,NA,NA,3,TRUE
"844",753652,"Stock or  Irrigation","292812","3661982",740,"WATER",554177,2016-10-20,NA,NA,NA,NA,NA,NA,4.1,TRUE
"845",753653,"Ground Water","58693","0517892",400,"WATER",538952,2014-08-22,NA,NA,NA,NA,NA,NA,0.1,TRUE
"846",753653,"Ground Water","58693","0517892",400,"WATER",566112,2018-05-24,NA,NA,NA,NA,NA,NA,0.001,TRUE
"847",753659,"Domestic Well","26129","0320427B",NA,"WATER",538880,2014-08-14,NA,NA,NA,NA,NA,NA,0.00062,TRUE
"848",753659,"Domestic Well","26129","0320427B",NA,"WATER",546274,2015-09-29,NA,NA,NA,NA,NA,NA,0.0011,TRUE
"849",753672,"Ground Water","234231","0475932",620,"WATER",538936,2014-02-25,NA,NA,NA,NA,NA,NA,0.18,TRUE
"850",753672,"Ground Water","234231","0475932",620,"WATER",547755,2016-01-19,NA,NA,NA,NA,NA,NA,0.14,TRUE
"851",753673,"Domestic Well","67831","9065111",NA,"WATER",538990,2014-08-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"852",753673,"Domestic Well","67831","9065111",NA,"WATER",545829,2015-08-21,NA,NA,NA,NA,NA,NA,0.0015,TRUE
"853",753675,"Domestic Well","171342","0354071",235,"WATER",538994,2014-08-19,NA,NA,NA,NA,NA,NA,0.001,TRUE
"854",753675,"Domestic Well","171342","0354071",235,"WATER",545893,2015-08-21,NA,NA,NA,NA,NA,NA,0.001,TRUE
"855",753680,"Domestic Well","288645","3654946",800,"WATER",548193,2016-01-26,NA,NA,NA,NA,NA,NA,7.99,TRUE
