"","facility_id","facility_type","utm_x83","utm_y83","permit_number","receipt_number","well_depth","matrix","sample_id","sample_date","methane","ethane","propane","methane_units","delta_13c_c1","d13c_units","fraction","origin","wattenberg"
"770",756959,"Commercial",527441,4432518,"55617","0474233",910,"GAS",561068,2017-09-19,54.94,0.04,1e-04,"MOL %",-72.29,"per mil",1370.07481296758,"Microbial",""
"771",757242,"Domestic Well",524015,4434586,"186182","0382847",1060,"GAS",564748,2017-12-28,62.38,0.09,0.0011,"MOL %",-69.08,"per mil",684.742041712404,"Microbial",""
"772",756960,"Domestic Well",526853,4432804,"122608","0219241",398,"GAS",561082,2017-09-20,47.6,0.06,0.0035,"MOL %",-81.82,"per mil",749.606299212598,"Microbial",""
"773",755698,"Domestic Well",521624,4430935,"192455","0392845",1105,"GAS",557918,2017-05-31,45.76,0.05,0.01,"MOL %",-73.2,"per mil",762.666666666667,"Microbial",""
"774",750114,"Ground Water",529043,4446980,"159642","321311",NA,"GAS",559849,2017-06-21,66.33,0.0082,1e-04,"MOL %",-72.64,"per mil",7991.56626506024,"Microbial",""
"775",752179,"Ground Water",527975,4445486,"206372","9066199",NA,"GAS",559859,2017-06-26,58.53,0.06,1e-04,"MOL %",-73.08,"per mil",973.8768718802,"Microbial",""
"776",755692,"Domestic Well",509766,4431860,"84514","0257264",700,"GAS",559939,2017-07-05,52.79,0.06,3e-04,"MOL %",-72.78,"per mil",875.456053067993,"Microbial",""
"777",757014,"Domestic Well",538409,4397724,"244378","0496720G",555,"GAS",560226,2017-05-16,16.55,0.01,1e-04,"MOL %",-86.66,"per mil",1638.61386138614,"Microbial",""
"778",757017,"Domestic Well",538769,4397427,"304120","3677533",620,"GAS",560230,2017-05-17,27.19,0.02,1e-04,"MOL %",-86.19,"per mil",1352.73631840796,"Microbial",""
"779",757018,"Stock or  Irrigation",527647,4392776,"201927","0411843",605,"GAS",560234,2017-05-17,37.35,0.02,3e-04,"MOL %",-85.56,"per mil",1839.90147783251,"Microbial",""
"780",757019,"Stock or  Irrigation",531708,4390825,"183816","0023173",940,"GAS",560238,2017-07-19,34.95,0.03,1e-04,"MOL %",-80.32,"per mil",1161.12956810631,"Microbial",""
"781",757020,"Domestic Well",527635,4392133,"120499","0215107",640,"GAS",560242,2017-07-06,71.75,0.02,1e-04,"MOL %",-70.57,"per mil",3569.65174129353,"Microbial",""
"782",757061,"Stock or  Irrigation",538417,4436205,"253652","0515825",920,"GAS",560362,2017-08-14,48.81,0.04,0.01,"MOL %",-72.3,"per mil",976.2,"Microbial",""
"783",757065,"Domestic Well",529687,4436271,"128361","9066422",770,"GAS",563952,2017-11-29,48.82,0.03,1e-04,"MOL %",-73.85,"per mil",1621.926910299,"Microbial",""
"784",757162,"Domestic Well",521659,4431026,"184291","0378093",1070,"GAS",563852,2017-11-20,52.15,0.05,2e-04,"MOL %",-73.3,"per mil",1038.84462151394,"Microbial",""
"785",757013,"Domestic Well",527478,4432284,"169485","0340269",907,"GAS",563846,2017-11-20,54.19,0.04,5e-04,"MOL %",-72.72,"per mil",1338.02469135802,"Microbial",""
"786",757525,"Domestic Well",527474,4432249,"39506","9064136",896,"GAS",601118,2018-09-18,55.58,0.04,1e-04,"MOL %",-72.58,"per mil",1386.0349127182,"Microbial",""
"787",757250,"Domestic Well",522084,4432317,"186131","0383244",490,"GAS",565033,2018-01-03,35.66,0.05,1e-04,"MOL %",-81.06,"per mil",711.776447105788,"Microbial",""
"788",757281,"Domestic Well",523969,4431540,"61655","9064953",330,"GAS",565041,2018-01-09,72.47,0.05,1e-04,"MOL %",-71.37,"per mil",1446.50698602794,"Microbial",""
"789",757279,"Domestic Well",523599,4434319,"62589","0239149",845,"GAS",565061,2018-01-09,70.9,0.04,1e-04,"MOL %",-72.01,"per mil",1768.07980049875,"Microbial",""
"790",757262,"Domestic Well",522527,4436441,"224928","0458245",1000,"GAS",565069,2018-01-08,71.34,0.04,1e-04,"MOL %",-72.07,"per mil",1779.05236907731,"Microbial",""
"791",757246,"Domestic Well",527724,4431940,"116647","0127584",934,"GAS",565077,2018-01-02,66.73,0.03,1e-04,"MOL %",-71.47,"per mil",2216.94352159468,"Microbial",""
"792",757204,"Domestic Well",524071,4436039,"40962","9064213",802,"GAS",564487,2017-12-12,56.43,0.05,1e-04,"MOL %",-73.93,"per mil",1126.34730538922,"Microbial",""
"793",752331,"Ground Water",332339,4478153,"266008","9601017",220,"GAS",565605,2018-03-06,7.55,1e-04,1e-04,"MOL %",-64.03,"per mil",37750,"Microbial",""
"794",757337,"Domestic Well",523658,4432517,"87940","9065847",NA,"GAS",565593,2018-01-23,30.22,0.04,1e-04,"MOL %",-82.39,"per mil",753.615960099751,"Microbial",""
"795",753177,"Domestic Well",539066,4443332,"290169","3658079",NA,"GAS",606390,2019-03-26,50.15,0.05,0.005,"MOL %",-70,"per mil",911.818181818182,"Microbial",""
"796",757290,"Domestic Well",538798,4442834,"238055","0483331",860,"GAS",606391,2019-04-01,62.69,0.07,0.005,"MOL %",-70.4,"per mil",835.866666666667,"Microbial",""
"797",758571,"Domestic Well",535346,4403819,"150336","0268117B",620,"GAS",565759,2017-11-15,32.68,0.01,1e-04,"MOL %",-80.52,"per mil",3235.64356435644,"Microbial",""
"798",758573,"Domestic Well",530877,4391070,"213652","0435307B",740,"GAS",565773,2017-12-05,28.11,0.02,9e-04,"MOL %",-80.66,"per mil",1344.97607655502,"Microbial",""
"799",757021,"Domestic Well",512955,4435034,"155191","0304113B",700,"GAS",561749,2017-10-10,44.75,0.04,1e-04,"MOL %",-72.49,"per mil",1115.96009975062,"Microbial",""
"800",757411,"Municipal",532202,4436732,"75737","3653214A",NA,"GAS",565879,2018-02-22,63.7,0.06,0.0027,"MOL %",-71.75,"per mil",1015.94896331738,"Microbial",""
"801",760151,"Domestic Well",526831,4432633,"247889","0503401",NA,"GAS",603196,2018-11-08,79.81,0.13,0.0015,"MOL %",-68.59,"per mil",606.920152091255,"Microbial",""
"802",760225,"Domestic Well",519836,4432571,"202962","0414018",960,"GAS",603268,2018-12-06,62.27,0.06,1e-04,"MOL %",-73.3,"per mil",1036.10648918469,"Microbial",""
"803",760004,"Domestic Well",531700,4448892,"252552","0513795",435,"GAS",601075,2018-06-21,48.54,0.27,0.07,"MOL %",-72.8,"per mil",142.764705882353,"Microbial",""
"804",759709,"Commercial",525221,4442756,"81888","3685424",660,"GAS",601139,2018-07-10,61.01,0.06,1e-04,"MOL %",-73.08,"per mil",1015.14143094842,"Microbial",""
"805",756981,"Domestic Well",527207,4432663,"158039","0311988",395,"GAS",606621,2019-03-05,18.43,0.02,1e-04,"MOL %",-81.91,"per mil",916.915422885572,"Microbial",""
"806",757492,"Domestic Well",524251,4438837,"270084","3606241",NA,"GAS",566235,2018-03-27,59.61,0.06,2e-04,"MOL %",-73.33,"per mil",990.199335548173,"Microbial",""
"807",757493,"Domestic Well",524285,4439095,"283844","3646625",810,"GAS",566255,2018-03-27,59.06,0.07,2e-04,"MOL %",-72.95,"per mil",841.310541310541,"Microbial",""
"808",757491,"Domestic Well",521463,4439846,"64534","3603307",875,"GAS",566243,2018-03-28,65.92,0.12,5e-04,"MOL %",-71.5,"per mil",547.053941908714,"Microbial",""
"809",755400,"Stock or  Irrigation",544307,4442642,"55594","0465465C",660,"GAS",566314,2018-05-22,54.63,0.03,0.01,"MOL %",-71.8,"per mil",1365.75,"Microbial",""
"810",756982,"Domestic Well",527374,4432519,"267500","0546400",470,"GAS",600963,2018-09-12,73.59,0.09,1e-04,"MOL %",-79.73,"per mil",816.759156492786,"Microbial",""
"811",756986,"Domestic Well",527384,4432414,"269759","3606357",345,"GAS",600955,2018-09-12,22.56,0.03,1e-04,"MOL %",-80.86,"per mil",749.501661129568,"Microbial",""
"812",759975,"Domestic Well",517811,4430882,"298260","3670136",960,"GAS",601621,2018-09-28,47.52,0.07,0.005,"MOL %",-72.4,"per mil",633.6,"Microbial",""
"813",758637,"Domestic Well",532102,4451065,"250638","0510146",500,"GAS",601098,2018-05-17,45.66,0.03,0.005,"MOL %",-68.4,"per mil",1304.57142857143,"Microbial",""
"814",758619,"Domestic Well",524247,4439159,"47068","0531931",864,"GAS",567893,2018-05-29,74.61,0.1,0.0012,"MOL %",-70.08,"per mil",737.252964426877,"Microbial",""
"815",753946,"Domestic Well",528485,4433475,"150326","0283307",901,"GAS",566786,2015-01-13,43.73,0.03,1e-04,"MOL %",-68.91,"per mil",1452.82392026578,"Microbial",""
"816",760078,"Domestic Well",500865,4424944,"261200","0532061",834,"GAS",604346,2018-11-19,21.73,0.02,1e-04,"MOL %",-71.77,"per mil",1081.09452736318,"Microbial",""
"817",761572,"Domestic Well",499826,4433763,"204741","0417288",600,"GAS",606838,2019-03-07,15.1,0.03,1e-04,"MOL %",-88.07,"per mil",501.661129568106,"Microbial",""
"818",757384,"Domestic Well",523838,4437740,"273771","3612358",875,"GAS",567030,2018-04-30,71.04,0.1,7e-04,"MOL %",-70.35,"per mil",705.461767626614,"Microbial",""
"819",758587,"Domestic Well",512386,4439564,"287199","3652815",520,"GAS",567088,2018-05-10,45.43,0.05,1e-04,"MOL %",-74.22,"per mil",906.786427145708,"Microbial",""
"820",757300,"Ground Water",540970,4436679,"262815","0537189",800,"GAS",606881,2019-04-25,37.53,0.01,0.01,"MOL %",-71.8,"per mil",1876.5,"Microbial",""
"821",758585,"Domestic Well",512795,4440203,"294360","3664152",520,"GAS",567317,2018-05-08,82.82,0.06,1e-04,"MOL %",-72.96,"per mil",1378.03660565724,"Microbial",""
"822",760094,"Domestic Well",500877,4424791,"256962","0523090",920,"GAS",606905,2018-11-19,63.07,0.01,0.0013,"MOL %",-65.62,"per mil",5581.41592920354,"Microbial",""
"823",755936,"Domestic Well",528965,4434093,"225207","0458044B",885,"GAS",561737,2017-09-19,58.07,0.06,1e-04,"MOL %",-71.7,"per mil",966.222961730449,"Microbial",""
"824",755926,"Domestic Well",540742,4393614,"136017","0246086",600,"GAS",561397,2017-09-18,51.95,0.0057,1e-04,"MOL %",-84.26,"per mil",8956.89655172414,"Microbial",""
"825",761693,"Domestic Well",519232,4454695,"209208","0427342",295,"GAS",607278,2019-04-08,50.32,0.07,1e-04,"MOL %",-72.7,"per mil",717.831669044222,"Microbial",""
"826",703874,"Domestic Well",533086,4452512,"217420","0518333",380,"GAS",607545,2018-10-03,57.75,0.06,0.005,"MOL %",-73.5,"per mil",888.461538461538,"Microbial",""
"827",757068,"Domestic Well",539548,4443470,"244394","0499374",740,"GAS",607017,2019-04-15,46.7,0.005,0.005,"MOL %",-72.4,"per mil",4670,"Microbial",""
"828",757348,"Domestic Well",525876,4430001,"107530","9066209",310,"GAS",602057,2018-08-23,16.74,0.02,0.0016,"MOL %",-79.32,"per mil",775,"Microbial",""
"829",762068,"Domestic Well",536017,4397595,"59174","0505590C",680,"GAS",608185,2019-06-28,5.81,0.01,0.01,"MOL %",-85.5,"per mil",290.5,"Microbial",""
"830",762066,"Domestic Well",535756,4397506,"64224","3601804B",650,"GAS",608187,2019-07-10,16.96,0.01,0.01,"MOL %",-87.3,"per mil",848,"Microbial",""
"831",762072,"Domestic Well",536460,4397466,"58231","0491765C",638,"GAS",608190,2019-07-02,10.16,0.01,0.01,"MOL %",-89.1,"per mil",508,"Microbial",""
"832",756974,"Domestic Well",528987,4431032,"198036","0402372",1040,"GAS",561546,2017-09-25,47.71,0.03,1e-04,"MOL %",-73.34,"per mil",1585.04983388704,"Microbial",""
"833",756973,"Domestic Well",511475,4430854,"151855","0289755",760,"GAS",561554,2017-09-25,42.68,0.04,1e-04,"MOL %",-72.8,"per mil",1064.3391521197,"Microbial",""
"834",756980,"Domestic Well",527050,4430388,"302446","3676029",NA,"GAS",561564,2017-09-25,75.11,0.09,6e-04,"MOL %",-69.5,"per mil",829.028697571744,"Microbial",""
"835",756983,"Domestic Well",527028,4432608,"243360","0497731",400,"GAS",561582,2017-09-26,26.28,0.04,1e-04,"MOL %",-82.73,"per mil",655.361596009975,"Microbial",""
"836",756987,"Domestic Well",530035,4434271,"16003","9062311",850,"GAS",561628,2017-09-28,71.61,0.04,2e-04,"MOL %",-72.79,"per mil",1781.34328358209,"Microbial",""
"837",757031,"Domestic Well",516141,4420559,"230685","0469834",580,"GAS",561656,2017-10-11,16.38,0.02,1e-04,"MOL %",-80.27,"per mil",814.925373134328,"Microbial",""
"838",762071,"Domestic Well",535995,4397516,"60649","0518445A",684,"GAS",608177,2019-06-28,7.94,0.01,0.01,"MOL %",-88,"per mil",397,"Microbial",""
"839",762067,"Domestic Well",536154,4397798,"64043","3600635B",684,"GAS",608178,2019-06-28,2.97,0.01,0.01,"MOL %",-86.8,"per mil",148.5,"Microbial",""
"840",762069,"Domestic Well",39.72,-104.58,"62160","0533128",670,"GAS",608184,2019-06-28,2.09,0.01,0.01,"MOL %",-85.3,"per mil",104.5,"Microbial",""
"841",757181,"Domestic Well",524246,4432327,"102373","0098334",920,"GAS",564447,2017-12-06,49.41,0.04,2e-04,"MOL %",-69.7,"per mil",1229.10447761194,"Microbial",""
"842",761897,"Domestic Well",514879,4432559,"233127","0474497",840,"GAS",608381,2019-05-22,48.41,0.06,6e-04,"MOL %",-71.41,"per mil",798.844884488449,"Microbial",""
"843",760278,"Domestic Well",529740,4433783,"81822","3684272",NA,"GAS",604941,2018-12-19,85.12,0.06,4e-04,"MOL %",-70.3,"per mil",1409.27152317881,"Microbial",""
"844",760369,"Domestic Well",519475,4428443,"213642","0435172",1085,"GAS",605007,2019-01-14,58.3,0.09,1e-04,"MOL %",-73.58,"per mil",647.058823529412,"Microbial",""
"845",757289,"Domestic Well",512941,4435513,"92889","9065952",NA,"GAS",565219,2018-01-11,39.5,0.03,1e-04,"MOL %",-73.51,"per mil",1312.29235880399,"Microbial",""
"846",757308,"Domestic Well",526666,4432746,"180037","0369145",820,"GAS",565237,2018-01-15,68.95,0.04,5e-04,"MOL %",-72.59,"per mil",1702.46913580247,"Microbial",""
"847",757307,"Domestic Well",523980,4432393,"150265","0282624",920,"GAS",565255,2018-01-16,69.34,0.05,2e-04,"MOL %",-72.1,"per mil",1381.27490039841,"Microbial",""
"848",757309,"Domestic Well",523955,4432507,"88554","9065858",810,"GAS",565263,2018-01-18,19.43,0.01,0.001,"MOL %",-77.88,"per mil",1766.36363636364,"Microbial",""
"849",757381,"Domestic Well",526350,4432776,"110372","0107121",0,"GAS",565383,2018-02-13,84.6,0.06,1e-04,"MOL %",-72.76,"per mil",1407.65391014975,"Microbial",""
"850",755533,"Domestic Well",231172,4379841,"157659","0915724",96,"GAS",601703,2018-09-19,41.2,0.01,0.01,"MOL %",-57.5,"per mil",2060,"Microbial",""
"851",757084,"Domestic Well",522236,4431201,"43430","0253028",1080,"GAS",562383,2017-10-25,65.61,0.06,1e-04,"MOL %",-70.91,"per mil",1091.68053244592,"Microbial",""
"852",752672,"Ground Water",522307,4431707,"256173",NA,NA,"GAS",562391,2017-10-25,63.82,0.06,0.0015,"MOL %",-72.66,"per mil",1037.72357723577,"Microbial",""
"853",757090,"Domestic Well",508796,4432538,"239257","0486985",720,"GAS",562399,2017-10-30,43.43,0.04,1e-04,"MOL %",-72.85,"per mil",1083.04239401496,"Microbial",""
"854",761483,"Domestic Well",527415,4432368,"308702","3689532",NA,"GAS",605456,2019-03-05,65.01,0.04,0.0029,"MOL %",-73.72,"per mil",1515.38461538462,"Microbial",""
"855",757051,"Domestic Well",525779,4431515,"23887","9063023",162,"GAS",565659,2018-02-05,15.51,0.02,1e-04,"MOL %",-78.63,"per mil",771.641791044776,"Microbial",""
"856",757152,"Domestic Well",526239,4435490,"257832","0526313",400,"GAS",565667,2018-02-06,69.84,0.06,1e-04,"MOL %",-73.98,"per mil",1162.06322795341,"Microbial",""
"857",760408,"Domestic Well",520132,4428506,"263349","0537675",1270,"GAS",605695,2019-01-28,68.96,0.1,1e-04,"MOL %",-72.06,"per mil",688.911088911089,"Microbial",""
"858",759814,"Domestic Well",516059,4441378,"283951","3646472",640,"GAS",601961,2018-08-14,54.76,0.08,1e-04,"MOL %",-71.44,"per mil",683.645443196005,"Microbial",""
"859",757069,"Domestic Well",536715,4442480,"273011","3614362",NA,"GAS",605813,2019-02-22,34.34,0.02,0.005,"MOL %",-72.2,"per mil",1373.6,"Microbial",""
"860",760116,"Domestic Well",536125,4451994,"244949","0496903",400,"GAS",602009,2018-09-21,39.31,0.03,0.005,"MOL %",-73.7,"per mil",1123.14285714286,"Microbial",""
"861",760117,"Domestic Well",533724,4452114,"43093","0471320A",260,"GAS",602014,2018-09-21,25.39,0.03,0.005,"MOL %",-73.4,"per mil",725.428571428572,"Microbial",""
"862",759916,"Commercial",518907,4443345,"54079","0460186",580,"GAS",602203,2018-09-10,58.48,0.05,1e-04,"MOL %",-75.1,"per mil",1167.26546906188,"Microbial",""
"863",757023,"Domestic Well",526856,4432764,"41531","0219240",413,"GAS",562048,2017-10-09,56.51,0.07,0.0068,"MOL %",-80.68,"per mil",735.807291666667,"Microbial",""
"864",757022,"Domestic Well",513147,4434288,"72813","9065296",NA,"GAS",562056,2017-10-10,74.19,0.08,1e-04,"MOL %",-72.71,"per mil",926.217228464419,"Microbial",""
"865",757032,"Domestic Well",522151,4431253,"89194","9065878",1050,"GAS",562064,2017-10-11,59.44,0.05,1e-04,"MOL %",-72.33,"per mil",1186.42714570858,"Microbial",""
"866",757050,"Commercial",521886,4431571,"67561","3632474",NA,"GAS",562076,2017-10-16,48.97,0.05,1e-04,"MOL %",-73.13,"per mil",977.445109780439,"Microbial",""
"867",757471,"Groundwater",522504,4429537,"68206","9065126",140,"GAS",566439,2018-03-22,7.62,0.0098,1e-04,"MOL %",-74.13,"per mil",769.69696969697,"Microbial",""
"868",760230,"Domestic Well",520127,4430428,"305706","3679934",NA,"GAS",603276,2018-12-05,75.91,0.08,3e-04,"MOL %",-72.2,"per mil",945.3300124533,"Microbial",""
"869",758675,"Domestic Well",541772,4440882,"258421","0525845A",808,"GAS",566482,2018-03-23,62.61,0.06,0.01,"MOL %",-73.9,"per mil",894.428571428572,"Microbial",""
"870",760250,"Domestic Well",519488,4432393,"185713","0380837",940,"GAS",603272,2018-12-14,68.09,0.07,1e-04,"MOL %",-72.01,"per mil",971.32667617689,"Microbial",""
"871",761549,"Domestic Well",535374,4437319,"78736","3667703",900,"GAS",605875,2019-02-21,25.43,0.01,0.01,"MOL %",-72.4,"per mil",1271.5,"Microbial",""
"872",759878,"Commercial",519047,4441260,"35110","0428094",740,"GAS",602275,2018-09-05,58.83,0.1,7e-04,"MOL %",-70.71,"per mil",584.210526315789,"Microbial",""
"873",759877,"Domestic Well",516939,4442732,"35210","9063778",600,NA,602271,2018-09-04,57.89,0.09,3e-04,"MOL %",-71.17,"per mil",641.08527131783,"Microbial",""
"874",759840,"Domestic Well",523417,4442371,"277518","3628940",720,"GAS",602267,2018-08-21,40.26,0.03,1e-04,"MOL %",-72.89,"per mil",1337.5415282392,"Microbial",""
"875",759836,"Domestic Well",517193,4442363,"120177","0214931",536,"GAS",602261,2018-08-21,38.84,0.05,3e-04,"MOL %",-73.46,"per mil",772.166998011928,"Microbial",""
"876",759818,"Domestic Well",513670,4437165,"51338","0425669",675,"GAS",602255,2018-08-20,47.92,0.05,7e-04,"MOL %",-73.16,"per mil",945.167652859961,"Microbial",""
"877",757470,"Ground Water",612769,4510936,"248015","0506706B",545,"GAS",564150,2017-10-18,8.55,0.01,0.01,"MOL %",-75.7,"per mil",427.5,"Microbial",""
"878",760112,"Domestic Well",525856,4441434,"233153","0533965",640,"GAS",603220,2018-11-05,79.89,0.06,1e-04,"MOL %",-73.38,"per mil",1329.28452579035,"Microbial",""
"879",757213,"Domestic Well",512312,4440579,"294361","3664153",540,"GAS",563422,2017-12-18,73.12,0.06,0.01,"MOL %",-71.7,"per mil",1044.57142857143,"Microbial",""
"880",757147,"Domestic Well",523510,4432084,"67870","0109249",950,"GAS",563456,2017-11-13,67.24,0.05,1e-04,"MOL %",-72.13,"per mil",1342.11576846307,"Microbial",""
"881",757148,"Domestic Well",521528,4432755,"202668","0412670",1080,"GAS",563464,2017-11-13,53.72,0.07,1e-04,"MOL %",-73.35,"per mil",766.333808844508,"Microbial",""
"882",757156,"Domestic Well",522130,4432436,"198084","0413067",1000,"GAS",563470,2017-11-13,51.1,0.06,1e-04,"MOL %",-73.62,"per mil",850.249584026622,"Microbial",""
"883",757146,"Domestic Well",522284,4432033,"269476","3603887",480,"GAS",563484,2017-11-13,73.31,0.09,2e-04,"MOL %",-70.93,"per mil",812.749445676275,"Microbial",""
"884",757149,"Domestic Well",523524,4432292,"206511","0422829",960,"GAS",563492,2017-11-14,60.25,0.06,3e-04,"MOL %",-73.02,"per mil",999.170812603648,"Microbial",""
"885",757077,"Domestic Well",536947,4442513,"178327","0367174",650,"GAS",605811,2019-02-26,59.92,0.03,0.005,"MOL %",-72.5,"per mil",1712,"Microbial",""
"886",754331,"Domestic Well",261188,4129612,"196946","0405682",NA,"GAS",605836,2018-11-19,3.42,0.01,0.01,"MOL %",-66.4,"per mil",171,"Microbial",""
"887",761673,"Domestic Well",535779,4437128,"193848","3648562",1045,"GAS",606137,2019-03-18,70,0.03,0.01,"MOL %",-71.8,"per mil",1750,"Microbial",""
"888",757235,"Domestic Well",523733,4433775,"111097","0111001",906,"GAS",564738,2017-12-27,56.46,0.05,1e-04,"MOL %",-73.26,"per mil",1126.94610778443,"Microbial",""
"889",757244,"Domestic Well",524271,4433808,"255377","0519974",390,"GAS",564758,2017-12-28,31.9,0.04,1e-04,"MOL %",-81.54,"per mil",795.511221945137,"Microbial",""
"890",757243,"Domestic Well",523558,4433885,"236948","0482323",920,"GAS",564766,2017-12-28,53.33,0.05,1e-04,"MOL %",-73.34,"per mil",1064.47105788423,"Microbial",""
"891",757215,"Domestic Well",523708,4437616,"200215","0406421",800,"GAS",564796,2017-12-18,59.87,0.06,2e-04,"MOL %",-73.14,"per mil",994.518272425249,"Microbial",""
"892",757341,"Commercial",513003,4430770,"79876","3673517",NA,"GAS",565471,2018-01-30,81.62,0.07,1e-04,"MOL %",-70.87,"per mil",1164.33666191155,"Microbial",""
"893",757280,"Domestic Well",510537,4432587,"157146","0312949",740,"GAS",565489,2018-01-10,62.38,0.06,2e-04,"MOL %",-73.7,"per mil",1036.21262458472,"Microbial",""
"894",760244,"Domestic Well",501682,4424727,"143702","0263037",880,"GAS",602479,2018-12-07,5.38,0.01,0.01,"MOL %",-59.1,"per mil",269,"Microbial",""
"895",755381,"Ground Water",511373,4426506,"44657","0371623",1040,"GAS",566838,2016-11-21,32.78,0.05,0,"MOL %",-71.8,"per mil",655.6,"Microbial",""
"896",757053,"Domestic Well",522102,4431422,"180502","0371563",1070,"GAS",562101,2017-10-17,49.32,0.06,1e-04,"MOL %",-74.16,"per mil",820.63227953411,"Microbial",""
"897",757046,"Domestic Well",527485,4432311,"41415","0217397",894,"GAS",562109,2017-10-17,51.96,0.04,1e-04,"MOL %",-72.65,"per mil",1295.76059850374,"Microbial",""
"898",760197,"Domestic Well",519385,4429273,"78258","9065488",1046,"GAS",602962,2018-11-20,50.47,0.06,1e-04,"MOL %",-73.86,"per mil",839.767054908486,"Microbial",""
"899",757080,"Domestic Well",540135,4443938,"294805","3665070B",900,"GAS",562188,2017-09-21,31.61,0.01,0.01,"MOL %",-70.6,"per mil",1580.5,"Microbial",""
"900",757086,"Domestic Well",518059,4432415,"233584","0476324",NA,"GAS",562137,2017-10-30,79.13,0.07,1e-04,"MOL %",-73.15,"per mil",1128.81597717546,"Microbial",""
"901",757291,"Stock or  Irrigation",535663,4444059,"71982","9065273",580,"GAS",562214,2017-09-21,71.15,0.03,0.01,"MOL %",-72.3,"per mil",1778.75,"Microbial",""
"902",757049,"Domestic Well",512218,4432502,"61759","9064956",1008,"GAS",562257,2017-10-18,53.88,0.06,1e-04,"MOL %",-74.38,"per mil",896.505823627288,"Microbial",""
"903",757055,"Domestic Well",521950,4431880,"47968","3655558",1020,"GAS",562265,2017-10-19,73.51,0.05,1e-04,"MOL %",-70.01,"per mil",1467.26546906188,"Microbial",""
"904",753178,"Domestic Well",534335,4452109,"184561","0379309",280,"GAS",602382,2018-10-04,59.86,0.06,0.005,"MOL %",-73.1,"per mil",920.923076923077,"Microbial",""
"905",760006,"Groundwater",532010,4450319,"284299","3647669",405,"GAS",601101,2018-06-07,41.28,0.005,0.005,"MOL %",-72.1,"per mil",4128,"Microbial",""
"906",759917,"Domestic Well",522242,4443904,"25888","9063152",600,"GAS",601272,2018-07-11,71.35,0.07,1e-04,"MOL %",-72.19,"per mil",1017.83166904422,"Microbial",""
"907",759711,"Domestic Well",522624,4444014,"172787","0358955",660,"GAS",601278,2018-07-17,73.86,0.09,0.0032,"MOL %",-71.96,"per mil",792.489270386266,"Microbial",""
"908",760213,"Commercial",534614,4452739,"16305","3654573B",280,"GAS",602389,2018-10-03,54.13,0.03,0.005,"MOL %",-73.2,"per mil",1546.57142857143,"Microbial",""
"909",760196,"Domestic Well",519374,4429159,"68540","9065142",NA,"GAS",602935,2018-11-20,51.11,0.06,1e-04,"MOL %",-73.92,"per mil",850.415973377704,"Microbial",""
"910",758638,"Domestic Well",532102,4451065,"43571","9064342",330,"GAS",601100,2018-05-17,45.66,0.03,0.005,"MOL %",-68.4,"per mil",1304.57142857143,"Microbial",""
"911",758640,"Domestic Well",534273,4436379,"68229","9065132",NA,NA,600623,2018-06-12,74.98,0.03,1e-04,"MOL %",-71.93,"per mil",2491.02990033223,"Microbial",""
"912",758647,"Municipal",527604,4398685,"15955","0262971",2007,"GAS",600630,2018-07-10,24.08,0.01,1e-04,"MOL %",-73.89,"per mil",2384.15841584158,"Microbial",""
"913",757463,"Domestic Well",524184,4439160,"47069","9064523",800,"GAS",566048,2018-03-07,62.24,0.06,4e-04,"MOL %",-72.79,"per mil",1030.46357615894,"Microbial",""
"914",757167,"Domestic Well",522410,4431814,"38451","9064083",305,"GAS",564237,2017-11-29,47.98,0.05,1e-04,"MOL %",-73.83,"per mil",957.684630738523,"Microbial",""
"915",757166,"Domestic Well",525145,4432649,"237967","0483107",860,"GAS",564253,2017-11-28,24.07,0.02,1e-04,"MOL %",-73.79,"per mil",1197.51243781095,"Microbial",""
"916",757472,"Commercial",533079,4442062,"23291","0088467",626,"GAS",566054,2018-03-13,74.64,0.04,1e-04,"MOL %",-74.01,"per mil",1861.34663341646,"Microbial",""
"917",757168,"Domestic Well",509295,4432738,"269725","3606217",707,"GAS",564273,2017-11-29,43.72,0.02,1e-04,"MOL %",-74.61,"per mil",2175.12437810945,"Microbial",""
"918",757170,"Domestic Well",521542,4436609,"240271","0488573",1040,"GAS",564285,2017-11-30,65.89,0.11,6e-04,"MOL %",-70.88,"per mil",595.750452079566,"Microbial",""
"919",757175,"Domestic Well",523887,4436906,"149918","0281135",822,"GAS",564311,2017-12-04,59.46,0.06,1e-04,"MOL %",-73.48,"per mil",989.351081530782,"Microbial",""
"920",757174,"Domestic Well",521774,4435717,"29771","9063461",850,"GAS",564319,2017-12-04,72.14,0.06,1e-04,"MOL %",-71.52,"per mil",1200.33277870216,"Microbial",""
"921",760205,"Domestic Well",500874,4424684,"205706","0420103",845,"GAS",604702,2018-12-03,18.35,0.02,1e-04,"MOL %",-71.7,"per mil",912.935323383085,"Microbial",""
"922",760188,"Municipal",500721,4424765,"43943","0372589",920,"GAS",604698,2018-11-29,13,0.01,1e-04,"MOL %",-72.04,"per mil",1287.12871287129,"Microbial",""
"923",760187,"Municipal",500721,4424765,"43543","3678582",NA,"GAS",604700,2018-11-29,17.49,0.01,1e-04,"MOL %",-71.71,"per mil",1731.68316831683,"Microbial",""
