"","facility_id","facility_type","utm_x83","utm_y83","permit_number","receipt_number","well_depth","matrix","sample_id","sample_date","methane","ethane","propane","methane_units","delta_13c_c1","d13c_units","fraction","origin","wattenberg"
"924",757534,"Domestic Well",523198,4442107,"296350","3667507",NA,"GAS",566569,2018-04-11,63.84,0.07,1e-04,"MOL %",-72.61,"per mil",910.699001426533,"Microbial",""
"925",752837,"Domestic Well",531449,4438123,"74709","3648350",920,"GAS",566641,2018-04-03,61.6,0.06,1e-04,"MOL %",-73.13,"per mil",1024.95840266223,"Microbial",""
"926",757282,"Domestic Well",524125,4434703,"204458","0417641",900,"GAS",566649,2018-04-11,57.93,0.06,1e-04,"MOL %",-73.16,"per mil",963.893510815308,"Microbial",""
"927",758557,"Domestic Well",526227,4432793,"220934","0449969",0,"GAS",566661,2018-04-25,63.05,0.06,3e-04,"MOL %",-71.96,"per mil",1045.60530679934,"Microbial",""
"928",758556,"Domestic Well",521484,4439421,"63275","0541306",865,"GAS",566670,2018-04-18,53.54,0.07,1e-04,"MOL %",-73.73,"per mil",763.76604850214,"Microbial",""
"929",757551,"Domestic Well",533836,4438943,"214110","0435268",720,"GAS",566678,2018-04-16,75.52,0.04,1e-04,"MOL %",-72.6,"per mil",1883.29177057357,"Microbial",""
"930",757293,"Stock or  Irrigation",538717,4443500,"238053","0483330",800,"GAS",607954,2019-04-24,47.76,0.02,0.01,"MOL %",-72.9,"per mil",1592,"Microbial",""
"931",757120,"Domestic Well",522477,4431126,"123043","0219013",980,"GAS",563153,2017-11-07,77.06,0.06,0.0011,"MOL %",-71.59,"per mil",1261.21112929624,"Microbial",""
"932",757129,"Domestic Well",524143,4432280,"151579","0288366",1040,"GAS",563165,2017-11-07,73.77,0.06,9e-04,"MOL %",-71.61,"per mil",1211.33004926108,"Microbial",""
"933",757126,"Domestic Well",524174,4432396,"31729","9063584",233,"GAS",563173,2017-11-07,49.75,0.05,1e-04,"MOL %",-73.42,"per mil",993.013972055888,"Microbial",""
"934",757121,"Domestic Well",522126,4431375,"189928","0389451",1120,"GAS",563181,2017-11-08,68.52,0.08,2e-04,"MOL %",-71.64,"per mil",854.364089775561,"Microbial",""
"935",757122,"Domestic Well",523681,4432137,"47289","9064544",305,"GAS",563189,2017-11-08,67.47,0.05,1e-04,"MOL %",-72.3,"per mil",1346.70658682635,"Microbial",""
"936",757092,"Domestic Well",522233,4431596,"140161","0446519",480,"GAS",563256,2017-11-01,19.4,0.03,1e-04,"MOL %",-79.89,"per mil",644.518272425249,"Microbial",""
"937",757107,"Domestic Well",521577,4431227,"239648","0488640",1166,"GAS",563264,2017-11-01,63.77,0.08,1e-04,"MOL %",-72.04,"per mil",796.129837702871,"Microbial",""
"938",757144,"Domestic Well",524096,4431962,"126977","9066407",940,"GAS",563286,2017-11-09,67.02,0.05,1e-04,"MOL %",-72.12,"per mil",1337.7245508982,"Microbial",""
"939",757128,"Domestic Well",523484,4432250,"63251","3617177",350,"GAS",563294,2017-11-09,19.06,0.01,1e-04,"MOL %",-81.05,"per mil",1887.12871287129,"Microbial",""
"940",757258,"Stock or  Irrigation",549938,4458467,"173925","0359985A",190,"GAS",563305,2017-10-23,8.26,0.01,0.01,"MOL %",-73.6,"per mil",413,"Microbial",""
"941",761986,"Domestic Well",498911,4425441,"189420","0387827",935,"WATER",608783,2019-07-17,43.5,0.03,1e-04,"MOL %",-71.09,"per mil",1445.18272425249,"Microbial",""
"942",761988,"Domestic Well",498997,4425544,"162715","3635498",647,"WATER",608788,2019-07-17,32.13,0.03,1e-04,"MOL %",-72.01,"per mil",1067.44186046512,"Microbial",""
"943",761991,"Domestic Well",498557,4425463,"79079","0402743B",980,"WATER",608793,2019-07-23,33.65,0.02,1e-04,"MOL %",-67.14,"per mil",1674.12935323383,"Microbial",""
"944",759937,"Domestic Well",519727,4441281,"218537","0446283",860,"GAS",602596,2018-09-27,59.72,0.09,0.0011,"MOL %",-71.35,"per mil",655.543358946213,"Microbial",""
"945",759982,"Domestic Well",519548,4432821,"172620","0353207",900,"GAS",602814,2018-10-03,63.53,0.07,1e-04,"MOL %",-72.08,"per mil",906.276747503566,"Microbial",""
"946",759983,"Domestic Well",517043,4443452,"262635","0536078A",400,"GAS",602818,2018-10-03,81.28,0.08,1e-04,"MOL %",-69.46,"per mil",1014.7315855181,"Microbial",""
"947",760161,"Domestic Well",525836,4440734,"304512","3678202",NA,"GAS",602897,2018-11-14,77.32,0.1,0.0015,"MOL %",-69.04,"per mil",761.773399014778,"Microbial",""
"948",760160,"Domestic Well",519148,4443727,"231049","0471183",710,"GAS",602892,2018-11-14,65.19,0.1,8e-04,"MOL %",-71.01,"per mil",646.72619047619,"Microbial",""
"949",760195,"Domestic Well",519116,4430820,"279065","3628074",1080,"GAS",602901,2018-11-19,52.31,0.07,1e-04,"MOL %",-73.67,"per mil",746.219686162625,"Microbial",""
"950",760229,"Domestic Well",519329,4430821,"279051","3628073",994,NA,602909,2018-12-04,50.57,0.06,9e-04,"MOL %",-74.19,"per mil",830.377668308703,"Microbial",""
"951",760226,"Domestic Well",519617,4428662,"68227","9065131",NA,"GAS",604464,2018-12-03,25.3,0.04,8e-04,"MOL %",-80.17,"per mil",620.098039215686,"Microbial",""
"952",760227,"Domestic Well",519312,4431559,"279637","3635859A",985,"GAS",604470,2018-12-03,62.95,0.07,7e-04,"MOL %",-72.83,"per mil",890.38189533239,"Microbial",""
"953",760228,"Commercial",519561,4429184,"78306","3665629",1100,"GAS",603319,2018-12-04,52.81,0.06,1e-04,"MOL %",-74.06,"per mil",878.702163061564,"Microbial",""
"954",760367,"Domestic Well",519872,4428597,"217260","0443511",1220,"GAS",604507,2019-01-10,53.94,0.08,1e-04,"MOL %",-73.49,"per mil",673.408239700374,"Microbial",""
"955",760321,"Domestic Well",520513,4430231,"37806","0213436",1112,"GAS",604518,2019-01-03,57.18,0.08,1e-04,"MOL %",-73.47,"per mil",713.857677902622,"Microbial",""
"956",760319,"Domestic Well",519240,4431195,"247568","0504340",930,"GAS",604524,2019-01-02,49.38,0.06,1e-04,"MOL %",-74.36,"per mil",821.630615640599,"Microbial",""
"957",760322,"Domestic Well",534097,4445785,"307474","3683157",NA,"GAS",604538,2019-01-03,69.96,0.05,1e-04,"MOL %",-72.44,"per mil",1396.40718562874,"Microbial",""
"958",760299,"Domestic Well",522196,4430211,"216486","0442809",1070,"GAS",604947,2018-12-27,59.44,0.06,1e-04,"MOL %",-72.88,"per mil",989.018302828619,"Microbial",""
