"","SampleID","FacilityID","Sample.Date","Matrix","Sample.Reason","Facility.Type","UtmX83","UtmY83","Latitude83","Longitude83","QuarterQuarter","Section","Township","Range","Meridian","County","PermitNumber","ReceiptNumber","WellDepth"
"14523",542244,754183,"10/21/2008 0:00:00","","Rule 608 Pre drill","Domestic Well",270647,4109224,37.1,-107.58,"NESW",14,"33 N","7 W","N","LA PLATA                           ",NA,"",NA
"14524",542245,754183,"5/19/2010 0:00:00","","Rule 608  1 year post drill","Domestic Well",270647,4109224,37.1,-107.58,"NESW",14,"33 N","7 W","N","LA PLATA                           ",NA,"",NA
"14525",542247,753687,"10/7/2014 12:55:00","WATER","Rule 609 Pre Drill","Stock or  Irrigation",728008,4493428,40.56,-102.3,"NWSE",19,"7 N","44 W","6","PHILLIPS                           ",5598,"9053371 ",295
"14526",542249,753761,"11/6/2014 13:40:00","WATER","Rule 609 Pre Drill","Stock or  Irrigation",734340,4494393,40.56,-102.23,"SWNW",19,"7 n","44 w","6","PHILLIPS                           ",10802,"9053436",259
"14527",542251,753931,"1/8/2015 9:35:00","WATER","Trip Blank","Domestic Well",529633,4435096,40.06,-104.65,"NESW",10,"1 N","65 W","6","WELD                               ",137539,"0249905B",700
"14528",542254,753688,"10/8/2014 13:45:00","WATER","Rule 609 Pre Drill","Domestic Well",725314,4490316,40.53,-102.33,"NWSW",36,"7 N","45 W","6","PHILLIPS                           ",NA,"",NA
"14529",542255,753688,"10/8/2014 14:45:00","WATER","Rule 609 Pre Drill","Domestic Well",725314,4490316,40.53,-102.33,"NWSW",36,"7 N","45 W","6","PHILLIPS                           ",NA,"",NA
"14530",542259,754004,"2/4/2015 11:15:00","WATER","Voluntary baseline sample","Domestic Well",525909,4433004,40.04,-104.69,"SWSW",17,"1 N","65 W","6","WELD                               ",159508,"0322109",980
"14531",542261,754004,"2/4/2015 11:15:00","WATER","Voluntary baseline sample","Domestic Well",525909,4433004,40.04,-104.69,"SWSW",17,"1 N","65 W","6","WELD                               ",159508,"0322109",980
"14532",542263,754004,"2/4/2015 11:15:00","WATER","Trip Blank","Domestic Well",525909,4433004,40.04,-104.69,"SWSW",17,"1 N","65 W","6","WELD                               ",159508,"0322109",980
"14533",542267,753591,"1/28/2015 12:04:00","WATER","Voluntary baseline sample","Commercial",526891,4448722,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",55618,"0471890",0
"14534",542269,753591,"1/28/2015 12:04:00","WATER","Voluntary baseline sample","Commercial",526891,4448722,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",55618,"0471890",0
"14535",542271,753591,"1/28/2015 12:04:00","WATER","Trip Blank","Commercial",526891,4448722,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",55618,"0471890",0
"14536",542275,753967,"1/21/2015 10:25:00","WATER","Voluntary baseline sample","Commercial",521479,4434235,40.05,-104.74,"NENW",14,"1 N","66 W","6","WELD                               ",276224,"3624109",NA
"14537",542277,753967,"1/21/2015 10:25:00","WATER","Voluntary baseline sample","Commercial",521479,4434235,40.05,-104.74,"NENW",14,"1 N","66 W","6","WELD                               ",276224,"3624109",NA
"14538",542279,753967,"1/21/2015 10:25:00","WATER","Trip Blank","Commercial",521479,4434235,40.05,-104.74,"NENW",14,"1 N","66 W","6","WELD                               ",276224,"3624109",NA
"14539",542281,753965,"1/21/2015 9:43:00","WATER","Voluntary baseline sample","Domestic Well",522246,4436276,40.07,-104.73,"SESE",2,"1 N","66 W","6","WELD                               ",55252,"9064800",130
"14540",542283,753965,"1/21/2015 9:43:00","WATER","Trip Blank","Domestic Well",522246,4436276,40.07,-104.73,"SESE",2,"1 N","66 W","6","WELD                               ",55252,"9064800",130
"14541",542285,753971,"1/21/2015 12:00:00","WATER","Voluntary baseline sample","Domestic Well",518745,4435790,40.07,-104.78,"NWNE",9,"1 N","66 W","6","WELD                               ",289203,"3656673",200
"14542",542287,753971,"1/21/2015 12:00:00","WATER","Trip Blank","Domestic Well",518745,4435790,40.07,-104.78,"NWNE",9,"1 N","66 W","6","WELD                               ",289203,"3656673",200
"14543",542291,753963,"1/20/2015 11:10:00","WATER","Voluntary baseline sample","Domestic Well",512825,4443920,40.14,-104.84,"SESE",11,"1 N","67 W","6","WELD                               ",47541,"9064556",440
"14544",542293,753963,"1/20/2015 11:10:00","WATER","Voluntary baseline sample","Domestic Well",512825,4443920,40.14,-104.84,"SESE",11,"1 N","67 W","6","WELD                               ",47541,"9064556",440
"14545",542295,753963,"1/20/2015 11:10:00","WATER","Trip Blank","Domestic Well",512825,4443920,40.14,-104.84,"SESE",11,"1 N","67 W","6","WELD                               ",47541,"9064556",440
"14546",542297,753795,"11/25/2014 10:30:00","WATER","Rule 609 Pre Drill","Stock or  Irrigation",723255,4480119,40.44,-102.36,"SWSE",34,"6 N","45 W","6","PHILLIPS                           ",220400,"0450707B",360
"14547",542299,753685,"10/8/2014 8:38:00","WATER","Rule 609 Pre Drill","Domestic Well",728096,4492919,40.55,-102.3,"NENE",30,"7 N","44 W","6","PHILLIPS                           ",43794,"9053934",225
"14548",542301,753692,"10/7/2014 8:30:00","WATER","Rule 609 Pre Drill","Commercial",721912,4479939,40.44,-102.38,"SESW",NA,"6 N","45 W","6","PHILLIPS                           ",184408,"0378150C",330
"14549",542303,753693,"10/7/2014 15:35:00","WATER","Rule 609 Pre Drill","Domestic Well",721920,4479940,40.44,-102.38,"SWSE",NA,"6 N","45 W","6","PHILLIPS                           ",157726,"0313254D",300
"14550",542305,753698,"10/8/2014 10:35:00","WATER","Rule 609 Pre Drill","Domestic Well",726690,4493787,40.56,-102.32,"NESE",24,"7 N","45 W","6","PHILLIPS                           ",46635,"9053950",210
"14551",542307,753696,"10/8/2014 11:38:00","WATER","Rule 609 Pre Drill","Commercial",726497,4493559,40.56,-102.32,"NESE",24,"7 N","45 W","6","PHILLIPS                           ",188194,"0376703",260
"14552",542309,753754,"11/7/2014 7:00:00","WATER","Rule 609 Pre Drill","Stock or  Irrigation",723256,4480119,40.44,-102.36,"NESW",34,"6 N","45 W","6","PHILLIPS                           ",18560,"9053733",285
"14553",542311,752922,"1/28/2015 13:31:00","WATER","Voluntary baseline sample","Commercial",526931,4448672,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",84411,"0422450",520
"14554",542313,752922,"1/28/2015 13:31:00","WATER","Trip Blank","Commercial",526931,4448672,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",84411,"0422450",520
"14555",542315,752851,"1/29/2015 11:45:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",520916,4436815,40.08,-104.75,"SENE",3,"1 N","66 W","6","WELD                               ",210135,"0428938",875
"14556",542317,752851,"1/29/2015 11:45:00","WATER","Trip Blank","Domestic Well",520916,4436815,40.08,-104.75,"SENE",3,"1 N","66 W","6","WELD                               ",210135,"0428938",875
"14557",542319,753970,"1/22/2015 9:15:00","WATER","Voluntary baseline sample","Domestic Well",521908,4436605,40.07,-104.74,"NWSE",2,"1 N","66 W","6","WELD                               ",275649,"3622298",390
"14558",542321,753970,"1/22/2015 9:15:00","WATER","Trip Blank","Domestic Well",521908,4436605,40.07,-104.74,"NWSE",2,"1 N","66 W","6","WELD                               ",275649,"3622298",390
"14559",542325,753964,"1/21/2015 13:00:00","WATER","Voluntary baseline sample","Domestic Well",513110,4444553,40.15,-104.84,"NWSW",12,"2 N","67 W","6","WELD                               ",179591,"0369982",442
"14560",542327,753964,"1/21/2015 13:00:00","WATER","Voluntary baseline sample","Domestic Well",513110,4444553,40.15,-104.84,"NWSW",12,"2 N","67 W","6","WELD                               ",179591,"0369982",442
"14561",542329,753964,"1/21/2015 13:00:00","WATER","Trip Blank","Domestic Well",513110,4444553,40.15,-104.84,"NWSW",12,"2 N","67 W","6","WELD                               ",179591,"0369982",442
"14562",542333,753966,"1/21/2015 14:20:00","WATER","Voluntary baseline sample","Domestic Well",514180,4444124,40.14,-104.83,"SESE",12,"2 N","67 W","6","WELD                               ",191201,"0391610",490
"14563",542335,753966,"1/21/2015 14:20:00","WATER","Voluntary Post drill","Domestic Well",514180,4444124,40.14,-104.83,"SESE",12,"2 N","67 W","6","WELD                               ",191201,"0391610",490
"14564",542337,753966,"1/21/2015 14:20:00","WATER","Trip Blank","Domestic Well",514180,4444124,40.14,-104.83,"SESE",12,"2 N","67 W","6","WELD                               ",191201,"0391610",490
"14565",542339,753697,"10/8/2014 12:30:00","WATER","Rule 609 Pre Drill","Commercial",726692,4493785,40.56,-102.32,"SWSE",24,"7 N","45 W","6","PHILLIPS                           ",2762,"0014808",NA
"14566",542343,752922,"1/28/2015 13:31:00","WATER","Voluntary Post drill","Commercial",526931,4448672,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",84411,"0422450",520
"14567",542347,752851,"1/29/2015 11:45:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",520916,4436815,40.08,-104.75,"SENE",3,"1 N","66 W","6","WELD                               ",210135,"0428938",875
"14568",542349,752809,"1/12/2015 11:20:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",510914,4445555,40.16,-104.87,"SWSE",3,"2 N","67 W","6","WELD                               ",212084,"0430527",267
"14569",542351,752809,"1/12/2015 11:20:00","WATER","Trip Blank","Domestic Well",510914,4445555,40.16,-104.87,"SWSE",3,"2 N","67 W","6","WELD                               ",212084,"0430527",267
"14570",542355,753949,"1/14/2015 12:51:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",529083,4434318,40.05,-104.65,"NWNW",15,"1 N","65 W","6","WELD                               ",194475,"0391474",815
"14571",542357,753949,"1/14/2015 12:51:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",529083,4434318,40.05,-104.65,"NWNW",15,"1 N","65 W","6","WELD                               ",194475,"0391474",815
"14572",542359,753949,"1/14/2015 12:51:00","WATER","Trip Blank","Domestic Well",529083,4434318,40.05,-104.65,"NWNW",15,"1 N","65 W","6","WELD                               ",194475,"0391474",815
"14573",542361,753914,"1/14/2015 15:35:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",507776,4448561,40.18,-104.9,"NENE",32,"3 N","67 W","6","WELD                               ",289196,"3656437B",60
"14574",542363,753914,"1/14/2015 15:35:00","WATER","Trip Blank","Domestic Well",507776,4448561,40.18,-104.9,"NENE",32,"3 N","67 W","6","WELD                               ",289196,"3656437B",60
"14575",542367,753931,"1/8/2015 9:35:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",529633,4435096,40.06,-104.65,"NESW",10,"1 N","65 W","6","WELD                               ",137539,"0249905B",700
"14576",542369,753931,"1/8/2015 9:35:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",529633,4435096,40.06,-104.65,"NESW",10,"1 N","65 W","6","WELD                               ",137539,"0249905B",700
"14577",542371,753690,"10/7/2014 11:40:00","WATER","Rule 609 Pre Drill","Stock or  Irrigation",727833,4494234,40.56,-102.3,"SWNE",19,"7 N","44 W","6","PHILLIPS                           ",5597,"9053370",255
"14578",542373,753734,"10/7/2014 10:40:00","WATER","Rule 609 Pre Drill","Domestic Well",728338,4494214,40.56,-102.3,"SENE",NA,"7 N","44 W","6","PHILLIPS                           ",243841,"0498476A",178
"14579",542375,753576,"3/10/2015 0:00:00","WATER","Rule 609 1 year Subsequent","Domestic Well",708114,4443020,40.11,-102.55,"NESW",30,"2 N","46 W","6","YUMA                               ",114519,"0914258",NA
"14580",542377,753574,"3/10/2015 0:00:00","WATER","Rule 609 1 year Subsequent","Domestic Well",706492,4442969,40.11,-102.57,"CNTR",25,"2 N","47 W","6","YUMA                               ",11052,"9067176 ",355
"14581",542378,706729,"3/10/2009 0:00:00","WATER","Rule 608  1 year post drill","Domestic Well",270893,4112242,37.12,-107.57,"SESE",2,"33 N","7 W","N","LA PLATA                           ",NA,"",70
"14582",542380,753975,"1/22/2015 13:45:00","WATER","Voluntary baseline sample","Domestic Well",516201,4434909,40.06,-104.81,"NWSW",8,"1 N","66 W","6","WELD                               ",143568,"3631660",NA
"14583",542382,753972,"1/22/2015 13:15:00","WATER","Voluntary baseline sample","Domestic Well",515627,4433595,40.05,-104.81,"SWNE",18,"1 N","66 W","6","WELD                               ",277809,"3630010B",55
"14584",542384,753972,"1/22/2015 13:15:00","WATER","Trip Blank","Domestic Well",515627,4433595,40.05,-104.81,"SWNE",18,"1 N","66 W","6","WELD                               ",277809,"3630010B",55
"14585",542386,753969,"1/22/2015 10:33:00","WATER","Voluntary baseline sample","Domestic Well",522065,4436404,40.07,-104.74,"NWSE",2,"1 N","66 W","6","WELD                               ",258952,"0526712",360
"14586",542388,753969,"1/22/2015 10:33:00","WATER","Trip Blank","Domestic Well",522065,4436404,40.07,-104.74,"NWSE",2,"1 N","66 W","6","WELD                               ",258952,"0526712",360
"14587",542390,753781,"3/10/2015 0:00:00","WATER","Rule 609 1 year Subsequent","Ground Water",707468,4445452,40.13,-102.56,"",18,"2 N","46 W","6","YUMA                               ",114721,"9071237",280
"14588",542394,753974,"1/22/2015 11:50:00","WATER","Voluntary baseline sample","Commercial",512410,4436677,40.08,-104.85,"SWNE",2,"1 N","67 W","6","WELD                               ",74441,"3647034",NA
"14589",542396,753974,"1/22/2015 11:50:00","WATER","Voluntary baseline sample","Commercial",512410,4436677,40.08,-104.85,"SWNE",2,"1 N","67 W","6","WELD                               ",74441,"3647034",NA
"14590",542398,753974,"1/22/2015 11:50:00","WATER","Trip Blank","Commercial",512410,4436677,40.08,-104.85,"SWNE",2,"1 N","67 W","6","WELD                               ",74441,"3647034",NA
"14591",542402,753988,"1/28/2015 14:45:00","WATER","Trip Blank","Domestic Well",519432,4436636,40.07,-104.77,"NWSW",3,"1 N","66 W","6","WELD                               ",79972,"0062463",835
"14592",542404,753988,"1/28/2015 14:45:00","WATER","Voluntary baseline sample","Domestic Well",519432,4436636,40.07,-104.77,"NWSW",3,"1 N","66 W","6","WELD                               ",79972,"0062463",835
"14593",542408,753988,"1/28/2015 14:45:00","WATER","Voluntary baseline sample","Domestic Well",519432,4436636,40.07,-104.77,"NWSW",3,"1 N","66 W","6","WELD                               ",79972,"0062463",835
"14594",542410,753982,"1/26/2015 13:00:00","WATER","Trip Blank","Domestic Well",522300,4435992,40.07,-104.73,"SESE",2,"1 N","66 W","6","WELD                               ",250519,"0510041",NA
"14595",542412,753982,"1/26/2015 13:00:00","WATER","Voluntary baseline sample","Domestic Well",522300,4435992,40.07,-104.73,"SESE",2,"1 N","66 W","6","WELD                               ",250519,"0510041",NA
"14596",542414,753981,"1/26/2015 11:22:00","WATER","Trip Blank","Domestic Well",522735,4436400,40.07,-104.73,"NWSW",1,"1 N","66 W","6","WELD                               ",228119,"0463752",920
"14597",542416,753981,"1/26/2015 11:22:00","WATER","Voluntary baseline sample","Domestic Well",522735,4436400,40.07,-104.73,"NWSW",1,"1 N","66 W","6","WELD                               ",228119,"0463752",920
"14598",542418,753979,"1/26/2015 13:15:00","WATER","Trip Blank","Domestic Well",513018,4444388,40.14,-104.84,"NWSW",12,"2 N","67 W","6","WELD                               ",176877,"0364948",428
"14599",542420,753979,"1/26/2015 13:15:00","WATER","Voluntary baseline sample","Domestic Well",513018,4444388,40.14,-104.84,"NWSW",12,"2 N","67 W","6","WELD                               ",176877,"0364948",428
"14600",542424,753979,"1/26/2015 13:15:00","WATER","Voluntary baseline sample","Domestic Well",513018,4444388,40.14,-104.84,"NWSW",12,"2 N","67 W","6","WELD                               ",176877,"0364948",428
"14601",542428,753981,"1/26/2015 11:22:00","WATER","Voluntary baseline sample","Domestic Well",522735,4436400,40.07,-104.73,"NWSW",1,"1 N","66 W","6","WELD                               ",228119,"0463752",920
"14602",542430,705596,"11/6/2014 11:30:00","WATER","Rule 608 3 year post drill","Domestic Well",503272,4115082,37.18,-104.96,"SWSE",11,"33 S","68 W","6","LAS ANIMAS                         ",269852,"",NA
"14603",542432,705897,"11/10/2014 10:45:00","WATER","Rule 608 3 year post drill","Domestic Well",513553,4112970,37.16,-104.84,"NWNW",24,"33 S","67 W","6","LAS ANIMAS                         ",264663,"",NA
"14604",542436,705596,"11/6/2014 11:30:00","WATER","Rule 608 3 year post drill","Domestic Well",503272,4115082,37.18,-104.96,"SWSE",11,"33 S","68 W","6","LAS ANIMAS                         ",269852,"",NA
"14605",542438,752171,"11/7/2014 9:08:00","WATER","Rule 608 3 year post drill","Ground Water",506598,4120594,37.23,-104.92,"NENE",30,"32 S","67 W","6","LAS ANIMAS                         ",222344,"0453057 ",NA
"14606",542442,752171,"11/7/2014 9:08:00","WATER","Rule 608 3 year post drill","Ground Water",506598,4120594,37.23,-104.92,"NENE",30,"32 S","67 W","6","LAS ANIMAS                         ",222344,"0453057 ",NA
"14607",542444,705897,"11/10/2014 10:45:00","WATER","Rule 608 3 year post drill","Domestic Well",513553,4112970,37.16,-104.84,"NWNW",24,"33 S","67 W","6","LAS ANIMAS                         ",264663,"",NA
"14608",542448,705897,"11/10/2014 10:45:00","WATER","Rule 608 3 year post drill","Domestic Well",513553,4112970,37.16,-104.84,"NWNW",24,"33 S","67 W","6","LAS ANIMAS                         ",264663,"",NA
"14609",542450,705897,"11/10/2014 10:45:00","WATER","Rule 608 3 year post drill","Domestic Well",513553,4112970,37.16,-104.84,"NWNW",24,"33 S","67 W","6","LAS ANIMAS                         ",264663,"",NA
"14610",542452,752608,"2/9/2015 14:24:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Ground Water",536564,4455419,40.24,-104.57,"SWSE",5,"3 N","64 W","6","WELD                               ",152903,"0292994A",65
"14611",542454,752864,"3/12/2015 11:30:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Irrigation",505735,4483709,40.5,-104.93,"NWNE",7,"6 N","67 W","6","WELD                               ",10946,"0059104",37
"14612",542458,753992,"1/27/2015 16:46:00","WATER","Voluntary baseline sample","Domestic Well",512633,4443556,40.14,-104.85,"NENE",14,"2 N","67 W","6","WELD                               ",204927,"0418528",460
"14613",542460,753992,"1/27/2015 16:46:00","WATER","Trip Blank","Domestic Well",512633,4443556,40.14,-104.85,"NENE",14,"2 N","67 W","6","WELD                               ",204927,"0418528",460
"14614",542464,753980,"1/26/2015 11:20:00","WATER","Voluntary baseline sample","Domestic Well",512850,4446388,40.16,-104.84,"SENE",2,"2 N","67 W","6","WELD                               ",288736,"3655921",301
"14615",542466,753980,"1/26/2015 11:20:00","WATER","Voluntary baseline sample","Domestic Well",512850,4446388,40.16,-104.84,"SENE",2,"2 N","67 W","6","WELD                               ",288736,"3655921",301
"14616",542468,753980,"1/26/2015 11:20:00","WATER","Trip Blank","Domestic Well",512850,4446388,40.16,-104.84,"SENE",2,"2 N","67 W","6","WELD                               ",288736,"3655921",301
"14617",542472,703865,"12/8/2014 12:10:00","WATER","Rule 608 3 year post drill","Domestic Well",508448,4116794,37.19,-104.9,"NENE",8,"33 S","67 W","6","LAS ANIMAS                         ",NA,"",NA
"14618",542474,702021,"12/8/2014 12:10:00","WATER","Rule 608 3 year post drill","Domestic Well",508447,4116115,37.19,-104.9,"NENE",8,"33 S","67 W","6","LAS ANIMAS                         ",NA,"",600
"14619",542478,752176,"11/20/2014 10:45:00","WATER","Rule 608 3 year post drill","Ground Water",507440,4114563,37.17,-104.91,"NWNW",8,"33 S","67 W","6","LAS ANIMAS                         ",255230,"0520248 ",NA
"14620",542482,752176,"11/20/2014 12:00:00","WATER","Rule 608 3 year post drill","Ground Water",507440,4114563,37.17,-104.91,"NWNW",8,"33 S","67 W","6","LAS ANIMAS                         ",255230,"0520248 ",NA
"14621",542484,752176,"11/20/2014 12:00:00","WATER","Rule 608 3 year post drill","Ground Water",507440,4114563,37.17,-104.91,"NWNW",8,"33 S","67 W","6","LAS ANIMAS                         ",255230,"0520248 ",NA
"14622",542486,753973,"1/22/2015 9:50:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",510447,4453547,40.23,-104.87,"NENW",15,"3 N","67 W","6","WELD                               ",213048,"0434444B",NA
"14623",542488,753180,"10/29/2014 10:00:00","","","Stock or  Irrigation",491110,4155073,37.54,-105.1,"SENW",10,"29 S","69 W","6","HUERFANO                           ",162634,"0318008",NA
"14624",542490,753181,"10/29/2014 9:45:00","","","Domestic Well",491241,4155715,37.54,-105.09,"SESW",3,"29 S","69 W","6","HUERFANO                           ",205786,"0419742",60
"14625",542492,753182,"10/29/2014 8:45:00","","","Stock or  Irrigation",489357,4156165,37.55,-105.12,"NESW",4,"29 S","69 W","6","HUERFANO                           ",270567,"3608426",122
"14626",542494,753124,"10/29/2014 10:30:00","","","Domestic Well",490155,4155914,37.55,-105.11,"SESE",4,"29 S","69 W","6","HUERFANO                           ",203935,"0415684",200
"14627",542496,753992,"1/27/2015 16:46:00","WATER","Voluntary baseline sample","Domestic Well",512633,4443556,40.14,-104.85,"NENE",14,"2 N","67 W","6","WELD                               ",204927,"0418528",460
"14628",542498,753975,"1/22/2015 13:45:00","WATER","Trip Blank","Domestic Well",516201,4434909,40.06,-104.81,"NWSW",8,"1 N","66 W","6","WELD                               ",143568,"3631660",NA
"14629",542502,753958,"1/19/2015 15:06:00","WATER","Voluntary baseline sample","Domestic Well",525075,4443504,40.14,-104.7,"SWNE",18,"2 N","65 W","6","WELD                               ",265326,"0540613",684
"14630",542509,753273,"3/31/2015 13:45:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",512996,4482240,40.49,-104.84,"NENE",14,"6 N","67 W","","WELD                               ",112702,"9066258",345
"14631",542515,753932,"1/8/2015 12:20:00","WATER","Voluntary baseline sample","Domestic Well",512858,4443810,40.14,-104.84,"NENE",14,"2 N","67 W","6","WELD                               ",220184,"0447433",500
"14632",542520,754191,"4/3/2015 13:35:00","WATER","","Domestic Well",537348,4440861,40.11,-104.56,"SWSW",21,"2 N","64 W","6","WELD                               ",NA,"",NA
"14633",542524,753957,"1/19/2015 12:41:00","WATER","Trip Blank","Domestic Well",521419,4436189,40.07,-104.74,"SWSW",2,"1 N","66 W","6","WELD                               ",213792,"0436379B",935
"14634",542526,752315,"4/1/2015 14:10:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",564060,4473545,40.41,-104.24,"SESE",7,"5 N","61 W","6","WELD                               ",236585,"0481834B",NA
"14635",542528,752913,"4/1/2015 12:20:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",548396,4465525,40.33,-104.43,"NWSW",3,"4 N","63 W","6","WELD                               ",50385,"0050385",70
"14636",542530,752315,"4/1/2015 0:00:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",564060,4473545,40.41,-104.24,"SESE",7,"5 N","61 W","6","WELD                               ",236585,"0481834B",NA
"14637",542532,752913,"4/1/2015 0:00:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",548396,4465525,40.33,-104.43,"NWSW",3,"4 N","63 W","6","WELD                               ",50385,"0050385",70
"14638",542536,753258,"2/25/2015 10:40:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",517815,4427324,39.99,-104.79,"SENE",5,"1 S","66 W","6","ADAMS                              ",104921,"900536",60
"14639",542538,752972,"2/25/2015 11:50:00","GW","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",517719,4428566,40,-104.79,"SENE",32,"1 N","66 W","6","WELD                               ",230142,"0468258",961
"14640",542540,752844,"4/8/2015 12:05:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",508036,4489037,40.55,-104.9,"NWNW",28,"7 N","67 W","6","WELD                               ",246095,"0502045B",490
"14641",542544,752186,"12/30/2014 14:52:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Ground Water",550034,4470457,40.38,-104.41,"nwsw",23,"5 N","63 W","6","WELD                               ",258972,"0525978 ",95
"14642",542546,702021,"12/8/2014 12:10:00","WATER","Rule 608 3 year post drill","Domestic Well",508447,4116115,37.19,-104.9,"NENE",8,"33 S","67 W","6","LAS ANIMAS                         ",NA,"",600
"14643",542550,750066,"1/13/2015 10:15:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Ground Water",528411,4435899,40.07,-104.66,"NWNE",9,"1 N","65 W","6","WELD                               ",229703,"0461120 ",700
"14644",542552,754083,"2/24/2015 13:24:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Ground Water",541697,4443172,40.13,-104.51,"NESE",14,"2 N","64 W","6","WELD                               ",223797,"0456501 ",640
"14645",542554,754084,"2/24/2015 15:20:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Ground Water",541886,4442888,40.13,-104.5,"NWSW",13,"2 N","64 W","6","WELD                               ",71710,"9065267 ",NA
"14646",542560,704537,"1/28/2015 12:25:00","WATER","Rule 609 1 year Subsequent","Domestic Well",256367,4376147,39.5,-107.83,"NWNE",25,"6 S","94 W","6","GARFIELD                           ",NA,"",NA
"14647",542562,754118,"3/6/2015 12:20:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Groundwater",542758,4442368,40.13,-104.49,"NWNE",24,"2 N","64 W","6","WELD                               ",262852,"0536723A",720
"14648",542564,752779,"2/10/2015 12:15:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",526610,4436714,40.08,-104.68,"NESW",5,"1 N","65 W","6","WELD                               ",NA,"",NA
"14649",542566,752779,"2/10/2015 12:15:00","WATER","Trip Blank","Ground Water",526610,4436714,40.08,-104.68,"NESW",5,"1 N","65 W","6","WELD                               ",NA,"",NA
"14650",542568,752800,"2/4/2015 14:20:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",513008,4447977,40.18,-104.84,"SWNW",36,"3 n","67 w","6","WELD                               ",271187,"3608992A",13
"14651",542570,752800,"2/4/2015 14:20:00","WATER","Trip Blank","Domestic Well",513008,4447977,40.18,-104.84,"SWNW",36,"3 n","67 w","6","WELD                               ",271187,"3608992A",13
"14652",542572,704552,"1/28/2015 10:30:00","WATER","Rule 609 1 year Subsequent","Ground Water",256707,4375739,39.49,-107.82,"",25,"6 S","94 W","6","GARFIELD                           ",NA,"",NA
"14653",542573,706737,"10/7/2009 0:00:00","WATER","Rule 608  1 year post drill","Domestic Well",270837,4110446,37.11,-107.57,"SESW",11,"33 N","7 W","N","LA PLATA                           ",165547,"",200
"14654",542574,706220,"10/7/2009 0:00:00","WATER","Rule 608  1 year post drill","Domestic Well",270711,4110809,37.11,-107.58,"NESW",11,"33 N","7 W","N","LA PLATA                           ",229799,"",140
"14655",542575,706254,"6/17/2009 0:00:00","WATER","Rule 608  1 year post drill","Domestic Well",270645,4110940,37.11,-107.58,"NESW",11,"33 N","7 W","N","LA PLATA                           ",151002,"",180
"14656",542588,753991,"1/27/2015 12:40:00","WATER","Trip Blank","Domestic Well",512172,4436776,40.08,-104.85,"SWNE",2,"1 N","67 W","6","WELD                               ",165600,"0341230",650
"14657",542590,753991,"1/27/2015 12:40:00","WATER","Voluntary baseline sample","Domestic Well",512172,4436776,40.08,-104.85,"SWNE",2,"1 N","67 W","6","WELD                               ",165600,"0341230",650
"14658",542594,753991,"1/27/2015 12:40:00","WATER","Voluntary baseline sample","Domestic Well",512172,4436776,40.08,-104.85,"SWNE",2,"1 N","67 W","6","WELD                               ",165600,"0341230",650
"14659",542596,753990,"1/27/2015 9:50:00","WATER","Trip Blank","Domestic Well",522265,4435936,40.07,-104.73,"SESE",2,"1 N","66 W","6","WELD                               ",55256,"9064802",130
"14660",542598,753990,"1/27/2015 9:50:00","WATER","Voluntary baseline sample","Domestic Well",522265,4435936,40.07,-104.73,"SESE",2,"1 N","66 W","6","WELD                               ",55256,"9064802",130
