"","SampleID","FacilityID","Sample.Date","Matrix","Sample.Reason","Facility.Type","UtmX83","UtmY83","Latitude83","Longitude83","QuarterQuarter","Section","Township","Range","Meridian","County","PermitNumber","ReceiptNumber","WellDepth"
"1",450877,706262,"3/24/2011 0:00:00","WATER","","Domestic Well",257152,4109433,37.09,-107.73,"SESE",17,"33 N","8 W","","LA PLATA                           ",213295,"",250
"2",450878,706336,"3/24/2011 0:00:00","WATER","","Domestic Well",254049,4112755,37.12,-107.76,"SESE",1,"33 N","9 W","N","LA PLATA                           ",216217,"",100
"3",450879,706136,"2/15/2011 0:00:00","WATER","","Domestic Well",263114,4109088,37.09,-107.66,"NWSE",13,"33 N","8 W","N","LA PLATA                           ",249464,"",165
"4",450880,706355,"2/15/2011 0:00:00","WATER","","Domestic Well",268801,4110520,37.11,-107.6,"SWSW",10,"33 N","7 W","","LA PLATA                           ",270141,"",160
"5",450881,706343,"2/15/2011 0:00:00","WATER","","Domestic Well",272959,4118397,37.18,-107.55,"SWSE",13,"34 N","7 W","S","LA PLATA                           ",NA,"",NA
"6",450882,706332,"3/15/2011 0:00:00","WATER","","Ground Water",254206,4110658,37.11,-107.76,"NWNW",18,"33 N","8 W","","LA PLATA                           ",182336,"",250
"7",450883,700480,"12/13/2010 0:00:00","WATER","","Ground Water",268680,4104001,37.05,-107.6,"SWSW",34,"33 N","7 W","N","LA PLATA                           ",178146,"",65
"8",450884,706236,"2/2/2011 0:00:00","WATER","","Domestic Well",255964,4111088,37.11,-107.74,"SWSW",8,"33 N","8 W","","LA PLATA                           ",NA,"",130
"9",450885,708073,"4/4/2011 0:00:00","WATER","","Ground Water",530862,4102200,37.06,-104.65,"SESE",22,"34 S","65 W","6","LAS ANIMAS                         ",NA,"",440
"10",450886,708074,"4/7/2011 0:00:00","WATER","","Ground Water",520969,4122260,37.24,-104.76,"SWNE",22,"32 S","66 W","6","LAS ANIMAS                         ",241293,"",390
"11",450887,708075,"4/11/2011 0:00:00","WATER","","Ground Water",524477,4122274,37.24,-104.72,"SENE",24,"32 S","66 W","6","LAS ANIMAS                         ",242392,"",533
"12",450889,708078,"4/28/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",512701,4515192,40.78,-104.84,"NESE",35,"10 N","67 W","6","WELD                               ",215381,"0440148A",31
"13",450890,708079,"4/28/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",512724,4515434,40.78,-104.84,"NESE",35,"10 N","67 W","6","WELD                               ",208150,"0425986",46
"14",450891,708142,"4/26/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",503113,4515158,40.78,-104.96,"NESE",35,"10 N","68 W","6","LARIMER                            ",199824,"0408128 ",300
"15",450892,708081,"4/28/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",512712,4515290,40.78,-104.84,"NESE",35,"10 N","67 W","6","WELD                               ",NA,"",NA
"16",450893,705446,"6/14/2011 0:00:00","WATER","Complaint Investigation","Domestic Well",517128,4443912,40.14,-104.79,"SWSE",8,"2 N","66 W","6","WELD                               ",160720,"",580
"17",450895,706848,"4/4/2011 0:00:00","WATER","","Domestic Well",283473,4100552,37.02,-107.43,"SESW",7,"32 N","5 W","","ARCHULETA                          ",241926,"",260
"18",450896,706455,"3/31/2011 0:00:00","WATER","","Domestic Well",274748,4099390,37.01,-107.53,"SWSW",17,"32 N","6 W","","LA PLATA                           ",NA,"",NA
"19",450897,708082,"6/16/2010 0:00:00","WATER","","Domestic Well",278913,4100206,37.02,-107.48,"NWNE",15,"3 2"," 6","","LA PLATA                           ",23327,"",155
"20",450898,708082,"2/13/2008 0:00:00","WATER","","Domestic Well",278913,4100206,37.02,-107.48,"NWNE",15,"3 2"," 6","","LA PLATA                           ",23327,"",155
"21",450899,708082,"3/3/2009 0:00:00","WATER","","Domestic Well",278913,4100206,37.02,-107.48,"NWNE",15,"3 2"," 6","","LA PLATA                           ",23327,"",155
"22",450900,708085,"11/1/2007 0:00:00","WATER","","Domestic Well",281527,4100052,37.02,-107.45,"NWNW",13,"3 2"," 6","N","ARCHULETA                          ",164007,"",180
"23",450901,708085,"3/2/2009 0:00:00","WATER","","Domestic Well",281527,4100052,37.02,-107.45,"NWNW",13,"3 2"," 6","N","ARCHULETA                          ",164007,"",180
"24",450902,708086,"2/13/2008 0:00:00","WATER","","Domestic Well",280447,4099829,37.01,-107.46,"SWNE",14,"32 N","6 W","N","ARCHULETA                          ",178194,"",300
"25",450903,708086,"3/3/2009 0:00:00","WATER","","Domestic Well",280447,4099829,37.01,-107.46,"SWNE",14,"32 N","6 W","N","ARCHULETA                          ",178194,"",300
"26",450904,708087,"11/18/2003 0:00:00","WATER","","Domestic Well",283325,4099813,37.01,-107.43,"SENW",18,"32 N","5 W","N","ARCHULETA                          ",211161,"",115
"27",450905,708087,"12/7/2005 0:00:00","WATER","","Domestic Well",283325,4099813,37.01,-107.43,"SENW",18,"32 N","5 W","N","ARCHULETA                          ",211161,"",115
"28",450906,708087,"11/19/2008 0:00:00","WATER","","Domestic Well",283325,4099813,37.01,-107.43,"SENW",18,"32 N","5 W","N","ARCHULETA                          ",211161,"",115
"29",450907,708088,"12/7/2005 0:00:00","WATER","","Domestic Well",295943,4097974,37,-107.29,"SESW",21,"32 N","4 W","N","ARCHULETA                          ",NA,"",90
"30",450908,708088,"4/4/2007 0:00:00","WATER","","Domestic Well",295943,4097974,37,-107.29,"SESW",21,"32 N","4 W","N","ARCHULETA                          ",NA,"",90
"31",450909,708088,"4/26/2010 0:00:00","WATER","","Domestic Well",295943,4097974,37,-107.29,"SESW",21,"32 N","4 W","N","ARCHULETA                          ",NA,"",90
"32",450910,708089,"3/19/2008 0:00:00","WATER","","Domestic Well",278901,4100082,37.02,-107.48,"SWNE",15,"32 N","6 W","N","LA PLATA                           ",33359,"",215
"33",450911,708089,"3/11/2009 0:00:00","WATER","","Domestic Well",278901,4100082,37.02,-107.48,"SWNE",15,"32 N","6 W","N","LA PLATA                           ",33359,"",215
"34",450912,708090,"11/5/2008 0:00:00","WATER","","Domestic Well",286310,4102206,37.04,-107.4,"SWSW",4,"32 N","5 W","N","ARCHULETA                          ",61013,"",200
"35",450913,708090,"9/16/2009 0:00:00","WATER","","Domestic Well",286310,4102206,37.04,-107.4,"SWSW",4,"32 N","5 W","N","ARCHULETA                          ",61013,"",200
"36",450914,708082,"3/31/2011 0:00:00","WATER","","Domestic Well",278913,4100206,37.02,-107.48,"NWNE",15,"3 2"," 6","","LA PLATA                           ",23327,"",155
"37",450916,708092,"11/5/2008 0:00:00","WATER","","Domestic Well",286163,4102223,37.04,-107.4,"SWSW",4,"32 N","5 W","N","ARCHULETA                          ",231371,"",350
"38",450917,708092,"9/16/2009 0:00:00","WATER","","Domestic Well",286163,4102223,37.04,-107.4,"SWSW",4,"32 N","5 W","N","ARCHULETA                          ",231371,"",350
"39",450918,708093,"1/6/2010 0:00:00","WATER","","Domestic Well",282584,4100813,37.02,-107.44,"SESE",12,"32 N","6 W","N","ARCHULETA                          ",91121,"0081212 ",130
"40",450919,708093,"4/4/2011 0:00:00","WATER","","Domestic Well",282584,4100813,37.02,-107.44,"SESE",12,"32 N","6 W","N","ARCHULETA                          ",91121,"0081212 ",130
"41",450920,708094,"12/16/2009 0:00:00","WATER","","Domestic Well",282227,4101720,37.03,-107.44,"SWNE",12,"32 N","6 W","N","ARCHULETA                          ",NA,"",50
"42",450921,708094,"4/4/2011 0:00:00","WATER","","Domestic Well",282227,4101720,37.03,-107.44,"SWNE",12,"32 N","6 W","N","ARCHULETA                          ",NA,"",50
"43",450922,708095,"12/13/2006 0:00:00","WATER","","Ground Water",284781,4098851,37.01,-107.41,"SESW",17,"32 N","5 W","N","ARCHULETA                          ",269070,"",150
"44",450923,708095,"6/10/2008 0:00:00","WATER","","Ground Water",284781,4098851,37.01,-107.41,"SESW",17,"32 N","5 W","N","ARCHULETA                          ",269070,"",150
"45",450924,705473,"4/18/2011 0:00:00","WATER","","Domestic Well",502582,4116756,37.19,-104.97,"NWSW",2,"33 S","68 W","6","LAS ANIMAS                         ",222184,"",300
"46",450925,708096,"4/12/2011 0:00:00","WATER","","Domestic Well",521055,4121693,37.24,-104.76,"NWSE",22,"32 S","66 W","6","LAS ANIMAS                         ",258222,"",427
"47",450926,708097,"4/28/2011 0:00:00","WATER","","Ground Water",508828,4117514,37.2,-104.9,"SWNW",4,"33 S","67 W","6","LAS ANIMAS                         ",NA,"0361959",60
"48",450927,708098,"4/27/2011 0:00:00","WATER","","Domestic Well",522637,4120578,37.23,-104.74,"SENE",26,"32 S","66 W","6","LAS ANIMAS                         ",173003,"",593
"49",450928,708099,"4/27/2011 0:00:00","WATER","Rule 608 Pre drill","Domestic Well",517770,4117079,37.2,-104.79,"SWSE",32,"32 S","66 W","6","LAS ANIMAS                         ",104308,"",104
"50",450929,703607,"3/14/2011 0:00:00","WATER","","Domestic Well",525086,4122291,37.24,-104.71,"SWNW",19,"32 S","65 W","6","LAS ANIMAS                         ",76515,"",100
"51",450930,704235,"5/3/2011 0:00:00","WATER","","Domestic Well",517383,4117569,37.2,-104.8,"NW",5,"33 S","66 W","6","LAS ANIMAS                         ",NA,"",NA
"52",450931,704357,"5/3/2011 0:00:00","WATER","","Domestic Well",517449,4117512,37.2,-104.8,"SWNE",5,"33 S","66 W","6","LAS ANIMAS                         ",57668,"",80
"53",450932,704357,"2/19/2007 0:00:00","WATER","","Domestic Well",517449,4117512,37.2,-104.8,"SWNE",5,"33 S","66 W","6","LAS ANIMAS                         ",57668,"",80
"54",450933,708098,"9/8/2006 0:00:00","WATER","","Domestic Well",522637,4120578,37.23,-104.74,"SENE",26,"32 S","66 W","6","LAS ANIMAS                         ",173003,"",593
"55",450934,708101,"7/8/2011 0:00:00","WATER","","Groundwater",517342,4433064,40.04,-104.79,"NWSE",17,"1 N","66 W","6","WELD                               ",79088,"9065546",866
"56",450936,700222,"7/12/2011 0:00:00","WATER","","Ground Water",256392,4124756,37.23,-107.74,"SESE",4,"34 N","8 W","N","LA PLATA                           ",NA,"",120
"57",450937,707169,"5/24/2011 0:00:00","WATER","Voluntary baseline sample","Stock or  Irrigation",533505,4531050,40.92,-104.6,"SESE",12,"11 N","65 W","6","WELD                               ",NA,"",NA
"58",450938,707199,"5/23/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",558355,4485841,40.52,-104.31,"Lot 3",3,"6 N","62 W","","WELD                               ",147389,"0273173",NA
"59",450939,707286,"5/10/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",525834,4534091,40.95,-104.69,"SWSW",32,"12 N","65 W","","WELD                               ",174965,"0360344",250
"60",450941,707288,"5/2/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",513641,4514685,40.78,-104.83,"Lot 2",1,"9 N","67 W","6","WELD                               ",98042,"9066072 ",31
"61",450942,707320,"5/4/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",558453,4492532,40.58,-104.3,"SESW",10,"7 N","62 W","6","WELD                               ",123787,"0221861 ",240
"62",450943,707347,"5/2/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",559491,4493560,40.59,-104.29,"SWNW",11,"7 N","62 W","6","WELD                               ",77358,"9065445",300
"63",450969,706564,"7/25/2011 0:00:00","WATER","","Ground Water",246892,4113943,37.13,-107.84,"NENW",5,"33 N","9 W","","LA PLATA                           ",134956,"",231
"64",450970,706038,"7/27/2011 0:00:00","WATER","","Domestic Well",238349,4114382,37.13,-107.94,"NWNW",4,"33 N","10 W","M","LA PLATA                           ",211880,"",300
"65",450991,706562,"6/21/2011 0:00:00","WATER","","Ground Water",247073,4113992,37.13,-107.84,"NWNE",5,"33 N","9 W","","LA PLATA                           ",232473,"",215
"66",450993,706560,"6/23/2011 0:00:00","WATER","","Ground Water",248380,4115562,37.15,-107.83,"NENW",33,"34 N","9 W","","LA PLATA                           ",214643,"",152
"67",450997,708107,"7/25/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",537329,4434582,40.06,-104.56,"SWSW",9,"1 N","64 W","6","WELD                               ",212863,"0434438",440
"68",450998,708108,"7/25/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",537268,4434830,40.06,-104.56,"NWSW",9,"1 N","64 W","6","WELD                               ",212864,"434439",455
"69",451003,750046,"7/20/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",510718,4510769,40.74,-104.87,"SWNE",15,"9 N","67 W","","WELD                               ",266442,"0543673 ",425
"70",451005,708115,"7/15/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",523118,4505033,40.69,-104.72,"Lot 3",1,"8 N","66 W","6","WELD                               ",245554,"0500029 ",540
"71",451006,708116,"7/18/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",511002,4509187,40.73,-104.86,"SENE",22,"9 N","67 W","6","WELD                               ",235248,"0477234 ",440
"72",451007,708117,"7/18/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",512810,4508720,40.72,-104.84,"NWSW",24,"9 N","67 W","","WELD                               ",237321,"0482206 ",500
"73",451008,708118,"7/15/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",509010,4514792,40.78,-104.89,"SWSE",33,"10 N","67 W","6","WELD                               ",36827,"0102038 ",550
"74",451009,708119,"7/14/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",514336,4508381,40.72,-104.83,"SESE",24,"9 N","67 W","W","WELD                               ",235876,"0480258 ",NA
"75",451011,708121,"8/11/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",516210,4518691,40.81,-104.8,"NWSW",20,"10 N","66 W","","WELD                               ",257971,"0525510 ",420
"76",451013,708122,"8/1/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",509646,4511634,40.75,-104.88,"SWSW",10,"9 N","67 W","6","WELD                               ",255010,"0519072 ",475
"77",451014,708123,"8/15/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",515111,4509857,40.73,-104.82,"NENW",19,"9 N","66 W","6","WELD                               ",170715,"0352744B",44
"78",451016,708125,"8/15/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",511727,4514696,40.78,-104.86,"Lot 3",2,"9 N","67 W","6","WELD                               ",276026,"3623443A",160
"79",451019,708128,"8/19/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",515794,4517963,40.81,-104.81,"SESE",19,"10 N","66 W","6","WELD                               ",285794,"3650433B",320
"80",451021,708130,"8/18/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",515872,4516133,40.79,-104.81,"NENE",31,"10 N","66 W","6","WELD                               ",162025,"0330142",253
"81",451022,708131,"8/31/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",514629,4499716,40.64,-104.82,"Lot 2",19,"8 N","66 W","6","WELD                               ",218837,"0475755 ",580
"82",451023,708132,"8/31/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",513001,4498824,40.64,-104.84,"SWSW",24,"8 N","67 W","6","WELD                               ",147745,"0274400A",NA
"83",451024,708133,"8/31/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",512975,4498824,40.64,-104.84,"SWSW",24,"8 N","67 W","","WELD                               ",147745,"0274400B",80
"84",451025,708134,"9/6/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",517060,4519731,40.82,-104.79,"SWSE",17,"10 N","66 W","6","WELD                               ",247468,"0503449 ",400
"85",451026,708135,"9/6/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",509947,4510133,40.74,-104.88,"SWSW",15,"9 N","67 W","6","WELD                               ",256584,"0522972 ",640
"86",451027,708136,"9/7/2011 0:00:00","WATER","Voluntary baseline sample","Ground Water",513448,4498984,40.64,-104.84,"SESW",24,"8 N","67 W","6","WELD                               ",103680,"0032500 ",100
"87",451028,708137,"9/7/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",513472,4498841,40.64,-104.84,"SESW",24,"8 N","67 W","6","WELD                               ",278378,"3630675 ",627
"88",451029,708138,"9/8/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",517752,4522778,40.85,-104.78,"NWNW",9,"10 N","66 W","6","WELD                               ",211132,"0430488 ",240
"89",451030,708139,"9/8/2011 0:00:00","WATER","Voluntary baseline sample","Domestic Well",517910,4522594,40.85,-104.78,"NWNW",9,"10 N","66 W","6","WELD                               ",19896,"0019896 ",60
"90",451033,708145,"8/31/2010 0:00:00","WATER","","Domestic Well",379675,4163970,37.61,-106.36,"NWNE",19,"39 N","6 E","N","RIO GRANDE                         ",202075,"",215
"91",451034,708155,"9/19/2010 0:00:00","WATER","","Domestic Well",378226,4164170,37.61,-106.37,"NENW",24,"39 N","5 E","N","RIO GRANDE                         ",204494,"",203
"92",451036,708144,"8/31/2010 0:00:00","WATER","","Domestic Well",379081,4162467,37.6,-106.36,"NENE",25,"39 N","5 E","N","RIO GRANDE                         ",205397,"",140
"93",451037,708149,"9/1/2010 0:00:00","WATER","","Domestic Well",378041,4163499,37.61,-106.38,"SENW",24,"39 N","5 E","","RIO GRANDE                         ",205067,"",211
"94",451038,708147,"9/1/2010 0:00:00","WATER","","Domestic Well",379202,4163087,37.6,-106.36,"NWSW",19,"39 N","6 E","N","RIO GRANDE                         ",203404,"",70
"95",451040,708143,"9/19/2010 0:00:00","WATER","","Domestic Well",378590,4162892,37.6,-106.37,"SWSE",24,"39 N","5 E","","RIO GRANDE                         ",205390,"",280
"96",451042,708157,"9/20/2010 0:00:00","WATER","","Domestic Well",379077,4164478,37.61,-106.37,"SESE",13,"39 N","5 E","N","RIO GRANDE                         ",199574,"",200
"97",451044,705766,"11/4/2009 0:00:00","WATER","","Ground Water",531516,4444078,40.14,-104.62,"",15,"2 N","65 W","","WELD                               ",241545,"",620
"98",451045,708156,"9/20/2010 0:00:00","WATER","","Domestic Well",379666,4164494,37.61,-106.36,"SESW",18,"39 N","6 E","N","RIO GRANDE                         ",199573,"",202
"99",451046,708159,"10/6/2010 0:00:00","WATER","","Domestic Well",378803,4163134,37.6,-106.37,"NESE",24,"39 N","5 E","N","RIO GRANDE                         ",205065,"",355
"100",451047,708160,"10/6/2010 0:00:00","WATER","","Domestic Well",378682,4163668,37.61,-106.37,"SWNE",24,"39 N","5 E","N","RIO GRANDE                         ",204499,"",100
"101",451050,708155,"9/19/2010 0:00:00","WATER","","Domestic Well",378226,4164170,37.61,-106.37,"NENW",24,"39 N","5 E","N","RIO GRANDE                         ",204494,"",203
"102",451051,708143,"9/19/2010 0:00:00","WATER","","Domestic Well",378590,4162892,37.6,-106.37,"SWSE",24,"39 N","5 E","","RIO GRANDE                         ",205390,"",280
"103",451052,708157,"9/20/2010 0:00:00","WATER","","Domestic Well",379077,4164478,37.61,-106.37,"SESE",13,"39 N","5 E","N","RIO GRANDE                         ",199574,"",200
"104",451054,708156,"9/20/2010 0:00:00","WATER","","Domestic Well",379666,4164494,37.61,-106.36,"SESW",18,"39 N","6 E","N","RIO GRANDE                         ",199573,"",202
"105",451055,708145,"8/31/2010 0:00:00","WATER","","Domestic Well",379675,4163970,37.61,-106.36,"NWNE",19,"39 N","6 E","N","RIO GRANDE                         ",202075,"",215
"106",451057,708144,"8/31/2010 0:00:00","WATER","","Domestic Well",379081,4162467,37.6,-106.36,"NENE",25,"39 N","5 E","N","RIO GRANDE                         ",205397,"",140
"107",451058,708149,"9/1/2010 0:00:00","WATER","","Domestic Well",378041,4163499,37.61,-106.38,"SENW",24,"39 N","5 E","","RIO GRANDE                         ",205067,"",211
"108",451059,708147,"9/1/2010 0:00:00","WATER","","Domestic Well",379202,4163087,37.6,-106.36,"NWSW",19,"39 N","6 E","N","RIO GRANDE                         ",203404,"",70
"109",451061,708165,"7/27/2011 0:00:00","WATER","","Ground Water",517678,4444218,40.14,-104.79,"SESE",8,"2 N","66 W","6","WELD                               ",264754,"0539754 ",615
"110",451065,708150,"9/13/2010 0:00:00","WATER","","Domestic Well",378538,4164108,37.61,-106.37,"NWNE",24,"39 N","5 E","N","RIO GRANDE                         ",199576,"",122
"111",451066,708151,"9/13/2010 0:00:00","WATER","","Domestic Well",378501,4162312,37.59,-106.37,"NWNE",25,"39 N","5 E","N","RIO GRANDE                         ",209791,"",320
"112",451067,708153,"9/13/2010 0:00:00","WATER","","Domestic Well",378091,4161730,37.59,-106.38,"NESW",25,"39 N","5 E","N","RIO GRANDE                         ",208063,"",220
"113",451068,708152,"9/13/2010 0:00:00","WATER","","Domestic Well",378131,4163001,37.6,-106.38,"SESW",24,"39 N","5 E","","RIO GRANDE                         ",201686,"",165
"114",451071,708150,"9/13/2010 0:00:00","WATER","","Domestic Well",378538,4164108,37.61,-106.37,"NWNE",24,"39 N","5 E","N","RIO GRANDE                         ",199576,"",122
"115",451072,708151,"9/13/2010 0:00:00","WATER","","Domestic Well",378501,4162312,37.59,-106.37,"NWNE",25,"39 N","5 E","N","RIO GRANDE                         ",209791,"",320
"116",451073,708153,"9/13/2010 0:00:00","WATER","","Domestic Well",378091,4161730,37.59,-106.38,"NESW",25,"39 N","5 E","N","RIO GRANDE                         ",208063,"",220
"117",451074,708152,"9/13/2010 0:00:00","WATER","","Domestic Well",378131,4163001,37.6,-106.38,"SESW",24,"39 N","5 E","","RIO GRANDE                         ",201686,"",165
"118",451076,708159,"10/6/2010 0:00:00","WATER","","Domestic Well",378803,4163134,37.6,-106.37,"NESE",24,"39 N","5 E","N","RIO GRANDE                         ",205065,"",355
"119",451077,708160,"10/6/2010 0:00:00","WATER","","Domestic Well",378682,4163668,37.61,-106.37,"SWNE",24,"39 N","5 E","N","RIO GRANDE                         ",204499,"",100
"120",451110,708198,"10/18/2011 0:00:00","WATER","","Domestic Well",534605,4464769,40.33,-104.59,"NWNE",7,"4 N","64 W","6","WELD                               ",83508,"",275
"121",451111,708199,"10/28/2011 0:00:00","WATER","","Domestic Well",528963,4462808,40.31,-104.65,"SENE",16,"4 N","65 W","6","WELD                               ",239533,"",335
"122",454290,703393,"6/2/2003 0:00:00","WATER","","Domestic Well",265500,4110665,37.11,-107.63,"SE",33,"33 N","7 W","S","LA PLATA                           ",NA,"",NA
"123",454291,703393,"5/31/2006 0:00:00","WATER","","Domestic Well",265500,4110665,37.11,-107.63,"SE",33,"33 N","7 W","S","LA PLATA                           ",NA,"",NA
"124",454292,703394,"6/19/2000 0:00:00","WATER","","Domestic Well",254407,4120400,37.19,-107.76,"NWNW",18,"34 N","8 W","M","LA PLATA                           ",NA,"",100
"125",454293,703394,"11/3/2001 0:00:00","WATER","","Domestic Well",254407,4120400,37.19,-107.76,"NWNW",18,"34 N","8 W","M","LA PLATA                           ",NA,"",100
"126",454294,703394,"1/2/2002 0:00:00","WATER","","Domestic Well",254407,4120400,37.19,-107.76,"NWNW",18,"34 N","8 W","M","LA PLATA                           ",NA,"",100
"127",454295,703394,"1/7/2005 0:00:00","WATER","","Domestic Well",254407,4120400,37.19,-107.76,"NWNW",18,"34 N","8 W","M","LA PLATA                           ",NA,"",100
"128",454296,703394,"11/8/2006 0:00:00","WATER","","Domestic Well",254407,4120400,37.19,-107.76,"NWNW",18,"34 N","8 W","M","LA PLATA                           ",NA,"",100
"129",454297,703394,"5/28/2008 0:00:00","WATER","","Domestic Well",254407,4120400,37.19,-107.76,"NWNW",18,"34 N","8 W","M","LA PLATA                           ",NA,"",100
"130",454298,703394,"9/17/2009 0:00:00","WATER","","Domestic Well",254407,4120400,37.19,-107.76,"NWNW",18,"34 N","8 W","M","LA PLATA                           ",NA,"",100
"131",454301,703397,"8/29/2000 0:00:00","WATER","","Ground Water",260741,4130214,37.28,-107.69,"",24,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"132",454305,703401,"8/29/2000 0:00:00","WATER","","Domestic Well",260865,4130211,37.28,-107.69,"",24,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"133",454307,703403,"2/1/2000 0:00:00","WATER","","Ground Water",253253,4115746,37.15,-107.77,"SW",25,"34 N","9 W","S","LA PLATA                           ",NA,"",NA
"134",454308,703403,"9/12/2000 0:00:00","WATER","","Ground Water",253253,4115746,37.15,-107.77,"SW",25,"34 N","9 W","S","LA PLATA                           ",NA,"",NA
"135",454309,703403,"11/12/2003 0:00:00","WATER","","Ground Water",253253,4115746,37.15,-107.77,"SW",25,"34 N","9 W","S","LA PLATA                           ",NA,"",NA
"136",454310,703403,"9/13/2007 0:00:00","WATER","","Ground Water",253253,4115746,37.15,-107.77,"SW",25,"34 N","9 W","S","LA PLATA                           ",NA,"",NA
"137",454311,703404,"11/23/1994 0:00:00","WATER","","Domestic Well",254390,4120516,37.19,-107.76,"SWSW",7,"34 N","8 W","S","LA PLATA                           ",NA,"",150
"138",454312,703404,"5/14/1999 0:00:00","WATER","","Domestic Well",254390,4120516,37.19,-107.76,"SWSW",7,"34 N","8 W","S","LA PLATA                           ",NA,"",150
"139",454313,703404,"5/26/1999 0:00:00","WATER","","Domestic Well",254390,4120516,37.19,-107.76,"SWSW",7,"34 N","8 W","S","LA PLATA                           ",NA,"",150
"140",454315,703404,"4/25/2000 0:00:00","WATER","","Domestic Well",254390,4120516,37.19,-107.76,"SWSW",7,"34 N","8 W","S","LA PLATA                           ",NA,"",150
"141",454316,703404,"1/19/2001 0:00:00","WATER","","Domestic Well",254390,4120516,37.19,-107.76,"SWSW",7,"34 N","8 W","S","LA PLATA                           ",NA,"",150
"142",454317,703405,"2/7/2001 0:00:00","WATER","","Domestic Well",272116,4128101,37.27,-107.57,"NE",25,"35 N","7 W","N","LA PLATA                           ",NA,"",NA
"143",454318,703405,"3/26/2002 0:00:00","WATER","","Domestic Well",272116,4128101,37.27,-107.57,"NE",25,"35 N","7 W","N","LA PLATA                           ",NA,"",NA
"144",454319,703405,"2/15/2005 0:00:00","WATER","","Domestic Well",272116,4128101,37.27,-107.57,"NE",25,"35 N","7 W","N","LA PLATA                           ",NA,"",NA
"145",454320,703405,"3/31/2008 0:00:00","WATER","","Domestic Well",272116,4128101,37.27,-107.57,"NE",25,"35 N","7 W","N","LA PLATA                           ",NA,"",NA
"146",454321,703406,"1/31/2001 0:00:00","WATER","","Domestic Well",272143,4128158,37.27,-107.56,"NE",25,"35 N","7 W","N","LA PLATA                           ",NA,"",200
"147",454322,703406,"3/26/2002 0:00:00","WATER","","Domestic Well",272143,4128158,37.27,-107.56,"NE",25,"35 N","7 W","N","LA PLATA                           ",NA,"",200
"148",454323,703406,"2/15/2005 0:00:00","WATER","","Domestic Well",272143,4128158,37.27,-107.56,"NE",25,"35 N","7 W","N","LA PLATA                           ",NA,"",200
"149",454325,703407,"12/7/2000 0:00:00","WATER","","Domestic Well",272330,4128104,37.27,-107.56,"SENW",30,"35 N","6 W","N","LA PLATA                           ",NA,"",160
"150",454326,703407,"11/5/2001 0:00:00","WATER","","Domestic Well",272330,4128104,37.27,-107.56,"SENW",30,"35 N","6 W","N","LA PLATA                           ",NA,"",160
"151",454327,703407,"11/10/2004 0:00:00","WATER","","Domestic Well",272330,4128104,37.27,-107.56,"SENW",30,"35 N","6 W","N","LA PLATA                           ",NA,"",160
"152",454328,703407,"11/27/2007 0:00:00","WATER","","Domestic Well",272330,4128104,37.27,-107.56,"SENW",30,"35 N","6 W","N","LA PLATA                           ",NA,"",160
"153",454329,703408,"10/25/2000 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"154",454330,703408,"1/14/2002 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"155",454331,703408,"7/11/2002 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
