"","facility_id","facility_type","utm_x83","utm_y83","permit_number","receipt_number","well_depth","wattenberg","btex_sampled","ch4_sampled","btex_detected","ch4_detected","methane","ethane","propane","fraction","delta_13c_c1","origin"
"845","753912","Domestic Well",512806,4437502,"105303","0098794",670,TRUE,TRUE,TRUE,FALSE,TRUE,46.48,0.05,1e-04,927.744510978044,-72.08,"Microbial"
"846","753913","Commercial",512861,4438093,"61808","0529759",605,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"847","753914","Domestic Well",507776,4448561,"289196","3656437B",60,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"848","753915","Domestic Well",521269,4434386,"258678","0527129",500,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"849","753916","Domestic Well",523522,4434575,"175808","0363635",1000,TRUE,TRUE,TRUE,FALSE,TRUE,77.59,0.12,0.0013,639.653751030503,-69.5,"Microbial"
"850","753917","Domestic Well",523721,4434149,"97049","0439586",490,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"851","753918","Domestic Well",507293,4448677,"35646","3662567",30,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"852","753919","Domestic Well",540897,4437527,"278368","3632170",844,TRUE,TRUE,TRUE,FALSE,TRUE,50.48,0,0.01,5048,-67.7,"Microbial"
"853","753921","Stock or  Irrigation",524347,4490062,"13447","9061622",60,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"854","753922","Stock or  Irrigation",524708,4490524,"13443","9061616",82,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"855","753923","Domestic Well",527486,4431008,"109682","9066230",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"856","753926","Domestic Well",527255,4434214,"178744","0367879",780,TRUE,TRUE,TRUE,FALSE,TRUE,83.48,0.05,4e-04,1656.34920634921,-72.61,"Microbial"
"857","753929","Domestic Well",526074,4433400,"179612","0369703",980,TRUE,TRUE,TRUE,FALSE,TRUE,73.21,0.08,8e-04,906.064356435644,-69.47,"Microbial"
"858","753930","Domestic Well",512814,4443502,"209401","0425330",390,TRUE,TRUE,TRUE,FALSE,TRUE,14.33,0.0047,1e-04,2985.41666666667,-54.04,"Mixed"
"859","753931","Domestic Well",529633,4435096,"137539","0249905B",700,TRUE,TRUE,TRUE,FALSE,TRUE,77.6,0.05,1e-04,1548.90219560878,-72.99,"Microbial"
"860","753932","Domestic Well",512858,4443810,"220184","0447433",500,TRUE,TRUE,TRUE,FALSE,TRUE,49.37,0.06,3e-04,818.739635157546,-72.04,"Microbial"
"861","753933","Domestic Well",512723,4443823,"61432","9064946",411,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"862","753934","Domestic Well",512775,4443268,"67878","9065119",NA,TRUE,TRUE,TRUE,FALSE,TRUE,47.04,0.04,1e-04,1173.06733167082,-71.68,"Microbial"
"863","753936","Stock or  Irrigation",533495,4431049,"238402","0485343A",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"864","753938","Stock or  Irrigation",563949,4485587,"8771","9060065",85,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"865","753939","Domestic Well",554281,4491638,"247941","0504079",400,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"866","753943","Domestic Well",512819,4444637,"239795","0488980",520,TRUE,TRUE,TRUE,FALSE,TRUE,41.48,0.06,1e-04,690.18302828619,-71.87,"Microbial"
"867","753944","Domestic Well",512452,4443609,"87451","9065830",NA,TRUE,TRUE,TRUE,FALSE,TRUE,50.64,0.05,1e-04,1010.77844311377,-71.49,"Microbial"
"868","753945","Domestic Well",512837,4444583,"193335","0396241",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
