"","OBJECTID","facility_id","facility_type","permit_number","receipt_number","ch4_sampled","btex_sampled","nearest_og","nearest_scp","nearest_cscp","btex_detected","ch4_detected"
"1",2,"700002","Domestic Well","35966",NA,"yes","no",2.82842712474619,475.382664669472,910.506068125843,"btex not detected","ch4 not detected"
"2",3,"700003","Domestic Well","37056",NA,"yes","no",9.4339811320566,786.289588849332,786.289588849332,"btex not detected","ch4 not detected"
"3",5,"700005","Domestic Well","102749",NA,"yes","no",1,1552.40685955105,2680.6158424858,"btex not detected","ch4 not detected"
"4",6,"700006","Domestic Well","22287",NA,"yes","no",13.9283882771841,558.603092408428,1812.7588270675,"btex not detected","ch4 not detected"
"5",7,"700007","Domestic Well","47625",NA,"yes","no",173.979883894662,724.796186401092,1239.77478976911,"btex not detected","ch4 not detected"
"6",8,"700008","Domestic Well","47071",NA,"yes","no",17.2046505340853,1123.70600829409,1153.85248458606,"btex not detected","ch4 not detected"
"7",9,"700009","Domestic Well","73068",NA,"yes","no",23.7697286480094,422.032214587694,422.032214587694,"btex not detected","ch4 not detected"
"8",11,"700011","Domestic Well","9961",NA,"yes","no",6.08276253029822,3039.72820994668,3039.72820994668,"btex not detected","ch4 not detected"
"9",12,"700012","Domestic Well","32630",NA,"yes","no",8.48528137423857,1133.4340054791,1133.4340054791,"btex not detected","ch4 not detected"
"10",13,"700013","Domestic Well","85449",NA,"yes","no",1,3673.6094996948,3673.6094996948,"btex not detected","ch4 not detected"
"11",15,"700015","Domestic Well","153762",NA,"yes","no",1.4142135623731,472.696279610038,1300.50098516844,"btex not detected","ch4 not detected"
"12",16,"700017","Domestic Well","92433",NA,"yes","no",8.06225774829855,1060.77906023901,1462.11244620387,"btex not detected","ch4 not detected"
"13",17,"700018","Domestic Well","18396","9062513","yes","yes",49.254441424099,17.9161762401938,51.4314606083475,"btex not detected","ch4 detected"
"14",18,"700019","Domestic Well","160044","0325387","yes","yes",176.705970470723,216.144930121459,528.176057729612,"btex not detected","ch4 not detected"
"15",19,"700020","Domestic Well","162136",NA,"yes","no",26,386.378922958834,537.855829983506,"btex not detected","ch4 not detected"
"16",20,"700021","Domestic Well","159946",NA,"yes","no",12.369316876853,292.055398652176,1031.97473098178,"btex not detected","ch4 not detected"
"17",22,"700024","Domestic Well","20190","9062744","yes","no",15.6204993518133,331.719938593203,521.435730875575,"btex not detected","ch4 not detected"
"18",23,"700025","Domestic Well","45670",NA,"yes","no",4.47213595499958,588.771376955751,980.150591302693,"btex not detected","ch4 not detected"
"19",24,"700026","Domestic Well","159626",NA,"yes","no",0,585.076705517923,600.565160191682,"btex not detected","ch4 not detected"
"20",25,"700027","Domestic Well","10042",NA,"yes","no",25,1253.17890504496,1299.39475236572,"btex not detected","ch4 not detected"
"21",27,"700029","Domestic Well","13431",NA,"yes","no",235.308308395603,784.008281415644,795.997463373325,"btex not detected","ch4 not detected"
"22",28,"700030","Domestic Well","40837",NA,"yes","no",40,339.463780062853,339.529528427708,"btex not detected","ch4 not detected"
"23",30,"700032","Domestic Well","48732",NA,"yes","no",29,352.823348614612,420.628425333872,"btex not detected","ch4 not detected"
"24",32,"700034","Domestic Well","170415",NA,"yes","no",13.0384048104053,403.429418028526,1127.06082292272,"btex not detected","ch4 not detected"
"25",33,"700035","Domestic Well","92244",NA,"yes","no",16.0312195418814,884.194551667737,1654.09956651815,"btex not detected","ch4 not detected"
"26",34,"700036","Domestic Well","218109",NA,"yes","no",8.54400374531753,682.471107275398,2020.75546905921,"btex not detected","ch4 not detected"
"27",35,"700037","Domestic Well","18802",NA,"yes","no",7.28010988928052,1678.59015169044,1716.86237808019,"btex not detected","ch4 not detected"
"28",36,"700038","Domestic Well","78833",NA,"yes","no",22,1955.96388525533,12135.1897341606,"btex not detected","ch4 not detected"
"29",37,"700039","Domestic Well","68855",NA,"yes","yes",189.401689538399,199.268782725377,523.493209725298,"btex not detected","ch4 not detected"
"30",38,"700040","Domestic Well","77924","9065472","yes","yes",177.053664181231,186.994931126517,845.013476941063,"btex not detected","ch4 not detected"
"31",39,"702121","Ground Water","164715","0338229","yes","yes",37.4833296279826,1426.74227128712,2125.87622795837,"btex not detected","ch4 detected"
"32",40,"702122","Domestic Well","174778",NA,"yes","yes",21.0237960416286,934.81535904589,2018.02862950605,"btex not detected","ch4 not detected"
"33",42,"703206","Domestic Well","76216",NA,"yes","yes",163.248277173145,1108.82031942293,1838.23775256834,"btex not detected","ch4 not detected"
"34",44,"703209","Domestic Well","173897",NA,"yes","yes",139.463256809814,989.529335015064,1974.12375346469,"btex not detected","ch4 not detected"
"35",45,"703215","Domestic Well","173127",NA,"yes","yes",168.243870616436,477.920811000156,1627.32867368258,"btex not detected","ch4 not detected"
"36",46,"703216","Domestic Well","202164",NA,"yes","yes",97.8008179924892,384.337014331175,658.881816902559,"btex not detected","ch4 not detected"
"37",47,"703246","Domestic Well","208899","3631340","yes","yes",170.343770065124,630.087662675783,664.318310729811,"btex not detected","ch4 not detected"
"38",48,"703247","Domestic Well","187790",NA,"yes","yes",240.168690715505,353.697424569771,353.697424569771,"btex not detected","ch4 not detected"
"39",49,"703278","Domestic Well","175612","0362081","yes","yes",93.7229961108798,783.889349093628,2059.4806797042,"btex not detected","ch4 detected"
"40",51,"703281","Domestic Well","6590","0280627","yes","yes",128.140547837131,1360.20089615297,1360.20089615297,"btex not detected","ch4 detected"
"41",52,"703282","Domestic Well","214678",NA,"yes","yes",124.036285013701,615.1356977507,1126.70670126712,"btex not detected","ch4 not detected"
"42",62,"703548","Domestic Well","220547","0450998","yes","yes",218.277346511268,408.999031746969,408.999031746969,"btex detected","ch4 detected"
"43",64,"703550","Domestic Well","212870","0434292","yes","yes",157.632483961904,754.033023286005,849.842855870193,"btex not detected","ch4 detected"
"44",65,"703551","Domestic Well","185114","0379527","yes","yes",185.698680663057,529.915389405664,529.915389405664,"btex not detected","ch4 detected"
"45",66,"703697","Domestic Well","230143","0467674","yes","yes",193.258893715141,662.240693763177,996.79825838962,"btex not detected","ch4 detected"
"46",67,"703698","Domestic Well","35966","9063815","yes","yes",32.3882694814033,504.096508159877,943.960852569306,"btex detected","ch4 detected"
"47",68,"703802","Groundwater","53140","0453790B","yes","no",402.782819891812,7274.43083721,9473.02142724262,"btex not detected","ch4 detected"
"48",69,"703862","Domestic Well","87773","9065845","yes","yes",161.245154965971,372.984564764466,715.548312356441,"btex not detected","ch4 detected"
"49",70,"703873","Domestic Well","127601",NA,"yes","yes",175.328263551545,1362.57719770364,4160.21848920431,"btex not detected","ch4 not detected"
"50",71,"703874","Domestic Well","217420","0518333","yes","yes",120.341181646185,1385.56836349689,1525.24884717227,"btex not detected","ch4 detected"
"51",72,"703881","Domestic Well","214568",NA,"yes","yes",193.328735577513,314.959362396817,805.781194954533,"btex not detected","ch4 not detected"
"52",73,"703884","Domestic Well","226872","04600057","yes","yes",131.400152206913,310.263646316508,2560.19368678487,"btex detected","ch4 detected"
"53",74,"704130","Domestic Well","265213","0542655","yes","yes",22.0227155455452,22.0153459529968,22.0153459529968,"btex not detected","ch4 detected"
"54",75,"704171","Domestic Well","97796",NA,"yes","yes",239.827020996384,1848.89297444066,5029.94482817836,"btex not detected","ch4 not detected"
"55",76,"704172","Domestic Well","93689",NA,"yes","yes",318.849494275904,1572.60399802344,4550.37374415719,"btex not detected","ch4 not detected"
"56",77,"704173","Domestic Well","94043",NA,"yes","yes",219.829479369806,1684.78465835214,4667.88542699157,"btex not detected","ch4 not detected"
"57",78,"704174","Domestic Well","156126",NA,"yes","yes",418.809025690708,2058.83543374362,5158.22027123239,"btex not detected","ch4 not detected"
"58",79,"704199","Domestic Well","92951",NA,"yes","yes",170.83617883809,1745.57703341148,4729.87687254321,"btex not detected","ch4 not detected"
"59",80,"704360","Domestic Well","260927",NA,"yes","yes",56.5154846037792,1641.54909738526,7129.5532314674,"btex not detected","ch4 not detected"
"60",82,"704550","Domestic Well","256978",NA,"yes","yes",129.807549857472,836.535299080597,2773.73597936844,"btex not detected","ch4 not detected"
"61",83,"704584","Domestic Well","160124",NA,"yes","yes",158.256121524572,963.749584653945,2772.44899373791,"btex not detected","ch4 not detected"
"62",85,"704597","Domestic Well","258457","0525972","yes","yes",207.24140512938,222.628273643149,455.080892726649,"btex detected","ch4 detected"
"63",86,"704603","Domestic Well","974",NA,"yes","yes",268.039176241086,266.967132757166,4676.21733852774,"btex not detected","ch4 not detected"
"64",90,"704612","Domestic Well","262907","0537649","yes","yes",171.732349893664,539.622793340744,539.622793340744,"btex detected","ch4 detected"
"65",91,"704628","Domestic Well","252959","0536997","yes","yes",127.424487442563,465.619399645026,870.769759393825,"btex not detected","ch4 not detected"
"66",92,"704661","Domestic Well","263163","0537241","yes","yes",229.930424259166,3494.58789244948,6840.50959548294,"btex not detected","ch4 not detected"
"67",95,"704666","Domestic Well","119597",NA,"yes","yes",246.732648832699,625.06900244039,2068.2505988677,"btex not detected","ch4 not detected"
"68",96,"704667","Domestic Well","245251",NA,"yes","yes",275.34705373401,971.954701990989,1398.77667898115,"btex not detected","ch4 not detected"
"69",97,"704668","Domestic Well","175417",NA,"yes","yes",100,1054.58211244232,1552.29800468205,"btex not detected","ch4 not detected"
"70",98,"704669","Domestic Well","239547",NA,"yes","yes",219.271521178652,989.311110602748,1460.01088484146,"btex not detected","ch4 not detected"
"71",99,"704670","Domestic Well","131570",NA,"yes","yes",231.812424170923,669.00090865971,2242.9986987417,"btex not detected","ch4 not detected"
"72",100,"704673","Domestic Well","222779",NA,"yes","yes",111.305884839931,694.970372307427,1591.23174844076,"btex not detected","ch4 not detected"
"73",101,"704679","Domestic Well","14448",NA,"yes","yes",238.008403212996,2517.02281393491,2517.02281393491,"btex not detected","ch4 not detected"
"74",102,"704680","Domestic Well","146058","0267068","yes","yes",294.159820505792,1147.967489365,1170.29224513316,"btex not detected","ch4 detected"
"75",103,"704700","Ground Water","269807","3606398","yes","yes",50.4479930225178,3067.92289616824,10055.7148751269,"btex detected","ch4 not detected"
"76",105,"704702","Groundwater","211831",NA,"yes","yes",268.84382083284,2598.84118813591,9153.86183320389,"btex not detected","ch4 not detected"
"77",106,"704708","Domestic Well","17816",NA,"yes","yes",10.6301458127346,1377.79729743208,1459.05127973725,"btex not detected","ch4 not detected"
"78",107,"704769","Ground Water","244247",NA,"yes","yes",94.6255779374689,3393.82848106721,9426.44048068919,"btex not detected","ch4 not detected"
"79",108,"704771","Domestic Well","212559","0034346","yes","yes",296.624341550049,4465.18162752982,7281.67610218688,"btex not detected","ch4 not detected"
"80",110,"704786","Irrigation","124731",NA,"yes","yes",279.351033647631,635.161169661406,635.161169661406,"btex not detected","ch4 not detected"
"81",111,"704787","Domestic Well","156929",NA,"yes","yes",92.9139386744529,413.788927275543,413.788927275543,"btex not detected","ch4 not detected"
"82",112,"704788","Domestic Well","252360",NA,"yes","yes",166.171598054541,126.451243668167,331.516672533398,"btex not detected","ch4 not detected"
"83",113,"704790","Domestic Well","150963",NA,"yes","yes",170.801053860917,815.106152114189,8199.43261607504,"btex not detected","ch4 not detected"
"84",119,"704819","Domestic Well","57646",NA,"yes","no",126.732000694379,125.795281176575,339.010314982834,"btex not detected","ch4 not detected"
"85",125,"704996","Domestic Well","242685",NA,"yes","yes",224.828823774889,1324.06461344539,1352.69828416727,"btex not detected","ch4 not detected"
"86",130,"705002","Domestic Well","30883",NA,"yes","yes",33.6005952328229,395.933092955012,395.933092955012,"btex not detected","ch4 not detected"
"87",131,"705014","Irrigation","262719","0536372A","yes","yes",465.381563880651,1400.38927363782,4337.32814923835,"btex not detected","ch4 not detected"
"88",132,"705016","Domestic Well","18151","0424206","yes","yes",236.349317748116,402.499792662555,402.499792662555,"btex not detected","ch4 detected"
"89",133,"705017","Domestic Well","42689",NA,"yes","no",166.82026255824,167.604217217094,492.046610442729,"btex not detected","ch4 not detected"
"90",134,"705018","Domestic Well","227143","0462557","yes","yes",197.202941154538,551.15524663799,960.583724908715,"btex not detected","ch4 not detected"
"91",135,"705019","Domestic Well","261122","0532352","yes","no",175.137089161605,211.253728011236,603.141598755168,"btex not detected","ch4 detected"
"92",136,"705022","Domestic Well","218438",NA,"yes","no",190.433715502271,488.133213085976,496.524886682668,"btex not detected","ch4 not detected"
"93",137,"705023","Domestic Well","220638",NA,"yes","no",211.910358406568,1179.0258220714,1876.42027291014,"btex not detected","ch4 not detected"
"94",138,"705024","Domestic Well","119002",NA,"yes","no",220.274828339509,219.248194666881,425.730770144981,"btex not detected","ch4 not detected"
"95",139,"705025","Domestic Well","57210",NA,"yes","yes",148.121571690284,480.265542259053,480.265542259053,"btex not detected","ch4 not detected"
"96",141,"705027","Domestic Well","12736",NA,"yes","no",140.206989840022,295.302883895984,295.302883895984,"btex not detected","ch4 not detected"
"97",145,"705033","Ground Water","111496","0112517","yes","yes",188.862383761299,4502.52003407636,7507.83437663255,"btex not detected","ch4 detected"
"98",151,"705052","Ground Water","116082",NA,"yes","no",60.00833275471,358.186419067809,1469.0411107457,"btex not detected","ch4 not detected"
"99",152,"705053","Domestic Well","212163",NA,"yes","no",181.069047603394,405.263244538652,688.970034339258,"btex not detected","ch4 not detected"
"100",153,"705054","Irrigation","129608",NA,"yes","no",189.15602025841,369.321257807796,2321.76011395937,"btex not detected","ch4 not detected"
"101",155,"705056","Domestic Well","183874","0371979B","yes","no",78.4091831356506,537.254175385555,556.452659832393,"btex not detected","ch4 not detected"
"102",156,"705057","Ground Water","168780",NA,"yes","no",191.206694443474,229.800164908473,229.800164908473,"btex not detected","ch4 not detected"
"103",157,"705058","Domestic Well","82863",NA,"yes","yes",211.116081812826,1043.15707576152,1043.15707576152,"btex not detected","ch4 not detected"
"104",160,"705064","Domestic Well","176702","0362412","yes","yes",205.915031020079,207.402384130235,383.114266959304,"btex detected","ch4 not detected"
"105",161,"705065","Ground Water","159831",NA,"yes","yes",174.3932338137,737.92218805565,1131.1647956057,"btex not detected","ch4 not detected"
"106",164,"705068","Domestic Well","200040",NA,"yes","yes",119.854077944808,1439.44660145225,1834.79708482458,"btex not detected","ch4 not detected"
"107",166,"705151","Irrigation","19244",NA,"yes","no",291,577.639013228969,1505.89586092571,"btex not detected","ch4 not detected"
"108",167,"705153","Irrigation","192966",NA,"yes","yes",196.956848065763,870.17457747681,2176.94641507915,"btex not detected","ch4 not detected"
"109",168,"705154","Domestic Well","19174",NA,"yes","yes",89.0673902166219,398.212079330336,630.933467892055,"btex not detected","ch4 not detected"
"110",170,"705156","Domestic Well","13079",NA,"yes","yes",59.6824932455071,60.504805366303,162.33598381857,"btex not detected","ch4 not detected"
"111",171,"705174","Domestic Well","242015",NA,"yes","yes",256.702162047771,3244.99085427109,9395.48019654053,"btex not detected","ch4 not detected"
"112",172,"705283","Domestic Well","172697",NA,"yes","yes",221.882851973739,2353.77240385398,2353.77240385398,"btex not detected","ch4 not detected"
"113",173,"705284","Domestic Well","104087",NA,"yes","yes",208.009615162377,210.501454124858,1470.42940276486,"btex not detected","ch4 not detected"
"114",174,"705285","Domestic Well","6479",NA,"yes","yes",254.489685449136,1882.68111692809,3398.90252093845,"btex not detected","ch4 not detected"
"115",175,"705326","Domestic Well","232914",NA,"yes","yes",220.056810846654,3763.0345020958,11355.0714256699,"btex not detected","ch4 not detected"
"116",176,"705327","Ground Water","146570","0011411","yes","yes",199.361480732864,197.789320386357,234.782078804106,"btex not detected","ch4 not detected"
"117",177,"705328","Ground Water","90523",NA,"yes","yes",301.257365055197,1697.33228708675,4587.60323033295,"btex not detected","ch4 not detected"
"118",178,"705330","Ground Water","88550",NA,"yes","no",501.597448159378,1176.68697593745,1185.83181271371,"btex not detected","ch4 not detected"
"119",179,"705331","Domestic Well","177622",NA,"yes","yes",181.914815229546,235.036358094795,470.41581468325,"btex not detected","ch4 not detected"
"120",180,"705332","Domestic Well","19351",NA,"yes","no",160.227962603286,167.998886739126,326.618277358012,"btex not detected","ch4 not detected"
"121",181,"705334","Domestic Well","67503",NA,"yes","no",189.76301009417,226.084116572914,1897.81356305933,"btex not detected","ch4 not detected"
"122",182,"705335","Domestic Well","242491",NA,"yes","yes",247.630773531886,223.951781269379,416.492569812574,"btex detected","ch4 not detected"
"123",183,"705336","Ground Water","6844",NA,"yes","no",124.851912280109,284.692843969467,284.692843969467,"btex not detected","ch4 not detected"
"124",185,"705340","Domestic Well","184872",NA,"yes","no",212.190951739229,1191.8468319503,1435.56109831763,"btex not detected","ch4 not detected"
"125",186,"705342","Domestic Well","118029",NA,"yes","no",154.253038867959,825.094269263486,825.094269263486,"btex not detected","ch4 not detected"
"126",187,"705343","Irrigation","64843",NA,"yes","no",171.819672913203,171.927286590609,339.72620318479,"btex not detected","ch4 not detected"
"127",188,"705344","Commercial","54053",NA,"yes","yes",218.686990925386,430.54158891294,901.238878642033,"btex not detected","ch4 not detected"
"128",189,"705345","Domestic Well","104319",NA,"yes","yes",96.4624279188535,184.251221973808,847.966815124983,"btex not detected","ch4 not detected"
"129",190,"705346","Domestic Well","194723",NA,"yes","no",270.89665926327,376.098300364725,376.098300364725,"btex not detected","ch4 not detected"
"130",191,"705347","Domestic Well","27110",NA,"yes","no",234.829725545979,280.35307716241,563.707532711034,"btex not detected","ch4 not detected"
"131",192,"705348","Domestic Well","234206",NA,"yes","no",230.054341406547,561.772136862682,561.772136862682,"btex not detected","ch4 not detected"
"132",194,"705350","Domestic Well","209163",NA,"yes","yes",225.818511198706,552.493957337714,1818.99567906916,"btex not detected","ch4 not detected"
"133",196,"705352","Domestic Well","225905",NA,"yes","yes",124.535135604375,703.491009396768,703.491009396768,"btex not detected","ch4 not detected"
"134",197,"705353","Ground Water","84886","9013277","yes","yes",356.854312009817,357.366126434919,357.366126434919,"btex not detected","ch4 not detected"
"135",198,"705354","Domestic Well","197908",NA,"yes","no",361.211849196562,1057.92906665728,1057.92906665728,"btex not detected","ch4 not detected"
"136",199,"705355","Domestic Well","197823",NA,"yes","yes",76.5506368360186,364.059200334269,847.012413035131,"btex not detected","ch4 not detected"
"137",201,"705357","Domestic Well","108030",NA,"yes","yes",192.275843516548,277.588466974114,277.588466974114,"btex not detected","ch4 not detected"
"138",202,"705358","Domestic Well","80798","9065592","yes","no",82.2253002426869,399.186596346787,527.081226303594,"btex not detected","ch4 detected"
"139",203,"705359","Domestic Well","126538",NA,"yes","no",184.043473125237,478.947108125677,478.947108125677,"btex not detected","ch4 not detected"
"140",204,"705360","Domestic Well","43571",NA,"yes","no",145.962323905863,696.290446712085,941.1592371009,"btex not detected","ch4 not detected"
"141",205,"705361","Domestic Well","146285",NA,"yes","no",144.450683625935,414.525420839684,1092.51213282947,"btex not detected","ch4 not detected"
"142",206,"705364","Stock or  Irrigation","116079",NA,"yes","yes",9.8488578017961,1114.45149685718,1114.45149685718,"btex not detected","ch4 not detected"
"143",207,"705403","Ground Water","202396","0414645","yes","yes",858.64195099005,1645.352352712,2923.95742417435,"btex not detected","ch4 not detected"
"144",208,"705429","Domestic Well","228853",NA,"yes","yes",322.460850336905,1706.01334938834,1706.01334938834,"btex not detected","ch4 not detected"
"145",209,"705432","Domestic Well","275942",NA,"yes","no",51.1566222497147,1026.07552397587,1206.51282989173,"btex not detected","ch4 not detected"
"146",210,"705446","Domestic Well","160720",NA,"yes","yes",158.382448522556,1215.54402653868,1896.62173936224,"btex not detected","ch4 not detected"
"147",211,"705447","Domestic Well","219853",NA,"yes","yes",161.124175715502,550.626430358762,674.5199256067,"btex not detected","ch4 not detected"
"148",212,"705448","Domestic Well","99723",NA,"yes","yes",159.36436239009,724.751855794492,724.751855794492,"btex detected","ch4 not detected"
"149",215,"705491","Commercial","247328",NA,"yes","no",77.7946013551069,616.3116531211,860.873908455485,"btex not detected","ch4 not detected"
"150",216,"705494","Domestic Well","121739","0218239","yes","yes",180.069431053691,233.568422243338,607.857436528878,"btex not detected","ch4 not detected"
"151",217,"705495","Domestic Well","63252",NA,"yes","yes",291.564744096401,577.663642344163,1479.43566007364,"btex not detected","ch4 not detected"
"152",218,"705499","Domestic Well","209646",NA,"yes","yes",127.769323391806,182.872604309015,182.872604309015,"btex not detected","ch4 not detected"
"153",220,"705543","Ground Water","80911","9065604","yes","yes",218.680131699247,261.333600797494,619.230568295838,"btex detected","ch4 not detected"
"154",222,"705545","Domestic Well","75596",NA,"yes","no",129.247823966208,127.555441326024,127.555441326024,"btex not detected","ch4 not detected"
"155",223,"705546","Domestic Well","228625",NA,"yes","no",202.714084365147,402.915418559559,402.915418559559,"btex not detected","ch4 not detected"
"156",225,"705549","Domestic Well","2881","9058971","yes","no",5.3851648071345,289.392830790542,755.670935620236,"btex not detected","ch4 not detected"
"157",227,"705551","Ground Water","14481",NA,"yes","no",144.886162210199,366.433025323484,463.159848066717,"btex not detected","ch4 not detected"
"158",228,"705552","Domestic Well","118419",NA,"yes","yes",99.1614844584328,1593.09618183679,2514.14014213169,"btex not detected","ch4 not detected"
"159",229,"705553","Ground Water","115196",NA,"yes","yes",153.026141557578,1593.14795172815,2490.64040973469,"btex not detected","ch4 not detected"
"160",230,"705554","Ground Water","273435",NA,"yes","no",282.115224686652,281.603247706333,1920.7602737212,"btex not detected","ch4 not detected"
"161",231,"705555","Domestic Well","159422","0320599","yes","no",171.405950888527,161.717722027699,323.933832158769,"btex not detected","ch4 not detected"
"162",232,"705556","Domestic Well","75033",NA,"yes","yes",141.152399908751,141.95349430239,141.95349430239,"btex not detected","ch4 not detected"
"163",233,"705558","Irrigation","12045","9061016","yes","yes",161.607549328613,233.245687121719,1094.36466670161,"btex not detected","ch4 not detected"
"164",234,"705561","Domestic Well","243276",NA,"yes","yes",66.6108099335236,1250.56843770966,1313.93762961765,"btex not detected","ch4 not detected"
"165",235,"705573","Domestic Well","29238",NA,"yes","yes",304.581680342072,709.414296284129,2424.98551447337,"btex not detected","ch4 not detected"
"166",236,"705574","Domestic Well","163299",NA,"yes","no",168.680170737405,350.271067461511,1419.77775328452,"btex not detected","ch4 not detected"
"167",239,"705580","Groundwater","159506",NA,"yes","yes",234.674242301962,293.718266879134,836.20715350706,"btex not detected","ch4 not detected"
"168",240,"705582","Ground Water","217532","0443309","yes","yes",134.617977996997,128.243984648263,3597.30046955009,"btex not detected","ch4 detected"
"169",241,"705583","Domestic Well","221681","0450316","yes","yes",119.682914403017,319.973034471221,3398.81839774661,"btex not detected","ch4 detected"
"170",243,"705585","Domestic Well","199642","0406090","yes","no",135.988970140964,134.443489799955,2186.42801370393,"btex not detected","ch4 not detected"
"171",245,"705588","Domestic Well","232033","0472491","yes","yes",223.376364013743,946.543135918634,1107.66075343711,"btex not detected","ch4 detected"
"172",246,"705589","Domestic Well","43094","9064308","yes","no",86.1278120005379,1017.81371776197,1886.18838246267,"btex not detected","ch4 not detected"
"173",247,"705590","Domestic Well","232820","0472763","yes","yes",156.850247051128,168.289019090379,410.499622872622,"btex not detected","ch4 detected"
"174",248,"705592","Domestic Well","201558",NA,"yes","yes",137.244307714382,225.268733797339,1781.0549404622,"btex not detected","ch4 not detected"
"175",249,"705593","Ground Water","2042460",NA,"yes","yes",212.758078577524,631.652357419937,653.17176981814,"btex not detected","ch4 not detected"
"176",250,"705598","Irrigation","150855",NA,"yes","yes",127.581346598944,464.163021327903,889.151190980354,"btex not detected","ch4 not detected"
"177",251,"705599","Ground Water","66987",NA,"yes","yes",289.171229550936,147.083723867597,2016.77757480816,"btex detected","ch4 not detected"
"178",252,"705600","Ground Water","1151182",NA,"yes","yes",167.107749670684,237.301712386972,1428.10036850336,"btex not detected","ch4 not detected"
"179",255,"705662","Ground Water","6569","9059631","yes","no",201.101964187325,435.862061944414,435.862061944414,"btex not detected","ch4 detected"
"180",256,"705680","Ground Water","275563",NA,"yes","yes",210.152325706855,210.689176315906,210.689176315906,"btex not detected","ch4 not detected"
"181",257,"705731","Domestic Well","89456","9065888","yes","yes",157.15597347858,565.196891534663,1246.90952596322,"btex not detected","ch4 not detected"
"182",258,"705733","Ground Water","211268",NA,"yes","yes",216.134217559367,450.442030320883,473.52029876794,"btex not detected","ch4 not detected"
"183",259,"705735","Ground Water","230144","0468284","yes","no",193.961336353408,182.132942360627,182.132942360627,"btex not detected","ch4 not detected"
"184",260,"705736","Stock or  Irrigation","137057","0247591","yes","yes",314.416920664267,314.961647832311,314.961647832311,"btex not detected","ch4 not detected"
"185",261,"705746","Domestic Well","280098","3637708B","yes","yes",166.901168360201,308.354352956805,308.354352956805,"btex detected","ch4 detected"
"186",262,"705747","Ground Water","242414",NA,"yes","no",265.4976459406,321.853906462432,617.072058406857,"btex not detected","ch4 not detected"
"187",263,"705748","Ground Water","241989","0489310B","yes","yes",156.080107637072,654.272589205428,654.272589205428,"btex not detected","ch4 detected"
"188",264,"705751","Ground Water","268537",NA,"yes","yes",122.00409829182,1706.6339103617,4224.86427459533,"btex not detected","ch4 not detected"
"189",265,"705752","Ground Water","212378","0433133B","yes","no",139.459671590034,551.276790758331,1320.97032852651,"btex not detected","ch4 detected"
"190",266,"705753","Ground Water","203928",NA,"yes","yes",231.311478314415,349.28908659883,2244.11453116055,"btex not detected","ch4 not detected"
"191",270,"705757","Ground Water","80805",NA,"yes","yes",67.4759216313494,1550.83317314506,1550.83317314506,"btex not detected","ch4 not detected"
"192",271,"705758","Domestic Well","86733",NA,"yes","yes",23.3452350598575,6.12830316910758,1263.65626848153,"btex not detected","ch4 not detected"
"193",272,"705759","Ground Water","166392",NA,"yes","yes",197.425935479612,215.651345137104,1212.32680177965,"btex not detected","ch4 not detected"
"194",273,"705760","Domestic Well","268536",NA,"yes","yes",151.485972947993,1536.48027895489,4095.49508695488,"btex not detected","ch4 not detected"
"195",274,"705761","Domestic Well","257641",NA,"yes","no",218.036694159492,646.776841982254,3004.02116134306,"btex not detected","ch4 not detected"
"196",275,"705763","Domestic Well","198408",NA,"yes","yes",199.919983993597,2029.77925763076,5497.79206896418,"btex not detected","ch4 not detected"
"197",276,"705764","Domestic Well","212221",NA,"yes","yes",246.33716731342,514.556842101452,518.535535704711,"btex not detected","ch4 not detected"
"198",277,"705766","Ground Water","241545",NA,"yes","no",265.186726666325,180.301801192805,180.301801192805,"btex not detected","ch4 not detected"
"199",278,"705767","Ground Water","171489",NA,"yes","no",104.307238483242,661.244979192427,662.888431515904,"btex not detected","ch4 not detected"
"200",279,"705768","Ground Water","7896",NA,"yes","no",200.089979759107,454.529674439857,1002.00434627341,"btex not detected","ch4 not detected"
"201",280,"705769","Domestic Well","255888",NA,"yes","yes",156.080107637072,708.304143529322,1074.18093899593,"btex not detected","ch4 not detected"
"202",281,"705770","Domestic Well","145846",NA,"yes","yes",250.880449616944,378.907935978659,378.907935978659,"btex not detected","ch4 not detected"
"203",282,"705771","Ground Water","9989",NA,"yes","yes",169.920569678894,274.060450390147,274.793060969,"btex not detected","ch4 not detected"
"204",283,"705772","Ground Water","192000",NA,"yes","yes",188.223271674891,298.44397558869,2622.21100211402,"btex not detected","ch4 not detected"
"205",284,"705774","Ground Water","269741",NA,"yes","yes",214.245186643714,506.638467052056,1566.98800564978,"btex not detected","ch4 not detected"
"206",285,"705775","Ground Water","176138",NA,"yes","yes",1007.58374341789,3606.516729748,5656.45851998304,"btex not detected","ch4 not detected"
"207",286,"705776","Ground Water","2522249",NA,"yes","yes",235.92583580439,246.72409378222,246.72409378222,"btex not detected","ch4 not detected"
"208",288,"705778","Ground Water","237860","0477094","yes","yes",148.00337833982,404.650410521757,1186.66132989491,"btex not detected","ch4 detected"
"209",289,"705779","Ground Water","59163",NA,"yes","yes",292.98464123568,520.056742052823,880.198166372083,"btex not detected","ch4 not detected"
"210",290,"705781","Ground Water","65559",NA,"yes","yes",135.602359861471,157.260265678941,1916.56146021982,"btex not detected","ch4 not detected"
