facility_id,facility_type,utm_x83,utm_y83,well_depth,matrix,sample_id,sample_date,benzene_ugl,toluene_ugl,ethylbenzene_ugl,mp_xylenes_ugl,o_xylene_ugl,tot_xylenes_ugl,methane_mgl,ethane_mgl,propane_mgl,butane_mgl,isobutane_mgl,pentane_mgl,hexanes_mgl,sum_btex,sum_alk_2-6,sum_alk_3-6,sum_alk_4-6,detected_btex,detected_ch4,detected_ethane_26,detected_propane_36,detected_butane_46,btex_above_mcl,sampled_for_btex,sampled_for_ch4,sampled_for_alkanes,wattenberg,methane,ethane,propane,delta_13c_c1,fraction,origin,aquifer,notes,more_information,permit_number,receipt_number
707312,Ground Water,560328,4481401,270,WATER,470032,2011-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,245619,0501123
708168,Ground Water,515795,4520945,300,WATER,529852,2011-09-16,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,159493,0321695
704681,Domestic Well,503712,4118516,115,WATER,475460,2006-07-20,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,188783,0386689
704077,Ground Water,271344,4375413,15,WATER,478622,2008-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,205439,0423532
703240,Ground Water,276390,4376182,81,WATER,468129,2005-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,239427,9500965
704221,Domestic Well,273755,4372314,300,WATER,474294,2005-01-06,0,240,0,0,0,0,4.5,0,0,0,0,0,0,240,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,259960,NA
704221,Domestic Well,273755,4372314,300,WATER,474295,2005-01-06,0,190,0,0,0,0,1.6,0,0,0,0,0,0,190,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,259960,NA
703884,Domestic Well,517687,4483430,675,WATER,465008,2004-06-23,5.1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,Laramie-Fox Hills,Aquifer from Residential Application,https://dwr.state.co.us/Tools/WellPermits/0460057,226872,NA
704284,Domestic Well,272315,4368954,150,WATER,474608,2003-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,82593,NA
705016,Domestic Well,517140,4455116,320,WATER,473648,2007-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,73.92,5.44,2.2,-48.43,9.675392670157068,thermogenic,NA,NA,NA,18151,0424206
752423,Ground Water,493339,4169940,350,WATER,532158,2012-10-18,0,0,0,0,0,0,0.0059,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,206654,0421229
707329,Ground Water,550145,4445693,338,WATER,530022,2012-07-09,0,0,0,0,0,0,5.39,0.00783,0,0,0,0,0,0,0.00783,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,232383,0471812B
750072,Ground Water,527361,4442783,82,WATER,531050,2012-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,13916,9061785
750072,Ground Water,527361,4442783,82,WATER,531054,2012-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,13916,9061785
705448,Domestic Well,530860,4458493,100,WATER,464008,2006-08-08,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,Surficial,NA,https://dwr.state.co.us/Tools/WellPermits/9066101,99723,9066101
703917,Domestic Well,274671,4369534,440,WATER,465321,2002-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,86363,NA
703917,Domestic Well,274671,4369534,440,WATER,465322,2003-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,86363,NA
707333,Ground Water,559444,4486022,320,WATER,531082,2011-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,212341,0433559A
752236,Ground Water,552310,4444404,126,WATER,531098,2011-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,31645,0036939
752195,Ground Water,563477,4487859,420,WATER,530397,2012-07-05,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,234904,0479007B
752279,Ground Water,512051,4447488,30,WATER,531062,2012-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,263346,0537630B
707319,Ground Water,520772,4514817,120,WATER,531086,2011-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,220581,449569
708185,Ground Water,515142,4501863,160,WATER,530707,2012-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,213910,3628215
707285,Ground Water,558215,4482326,NA,WATER,532010,2011-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32897,NA
708111,Ground Water,513785,4508335,420,WATER,530012,2012-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,72617,NA
750158,Ground Water,525446,4449830,550,WATER,530483,2010-07-20,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,Laramie-Fox Hills,NA,https://dwr.state.co.us/Tools/WellPermits/0338627,164639,0338627
704130,Domestic Well,505276,4447552,35,WATER,471446,2005-03-07,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,75.03,12.06,3.86,-46.96,4.7129396984924625,thermogenic,NA,NA,NA,265213,0542655
752283,Ground Water,534496,4440653,810,WATER,530976,2012-10-02,0,0,0,0,0,0,35.5,0.06,0,0,0,0,0,0,0.06,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,73.84,0.04,1e-4,-72.43,1841.3965087281795,microbial,NA,NA,NA,209402,0428024
704333,Domestic Well,270761,4366226,140,WATER,474867,2003-01-28,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0.6,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,159196,NA
703925,Domestic Well,275411,4371168,120,WATER,465582,2006-04-03,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703925,Domestic Well,275411,4371168,120,WATER,465583,2006-04-03,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703926,Irrigation,277357,4373555,153,WATER,465594,2004-04-28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
703926,Irrigation,277357,4373555,153,WATER,465595,2004-05-06,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
703926,Irrigation,277357,4373555,153,WATER,465609,2004-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
703926,Irrigation,277357,4373555,153,WATER,465621,2004-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
703926,Irrigation,277357,4373555,153,WATER,465635,2005-04-04,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
703926,Irrigation,277357,4373555,153,WATER,465646,2005-09-06,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
703926,Irrigation,277357,4373555,153,WATER,465648,2005-09-29,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
704109,Ground Water,510800,4113606,400,WATER,471398,2005-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,246895,NA
704109,Ground Water,510800,4113606,400,WATER,471399,2005-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,246895,NA
704110,Ground Water,511420,4112816,120,WATER,471400,2003-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,247416,NA
703924,Domestic Well,275412,4371104,120,WATER,465539,2006-03-06,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244018,NA
703924,Domestic Well,275412,4371104,120,WATER,465540,2006-04-03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244018,NA
703925,Domestic Well,275411,4371168,120,WATER,465550,2004-12-07,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703925,Domestic Well,275411,4371168,120,WATER,465551,2005-01-04,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703927,Domestic Well,277291,4373425,75,WATER,465694,2004-12-06,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,92355,NA
703927,Domestic Well,277291,4373425,75,WATER,465712,2005-05-31,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,92355,NA
703925,Domestic Well,275411,4371168,120,WATER,465561,2005-05-31,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703925,Domestic Well,275411,4371168,120,WATER,465562,2005-05-31,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703925,Domestic Well,275411,4371168,120,WATER,465572,2005-10-31,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
704473,Domestic Well,273879,4375352,NA,WATER,475094,2005-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,192564,NA
704473,Domestic Well,273879,4375352,NA,WATER,475095,2005-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,192564,NA
703925,Domestic Well,275411,4371168,120,WATER,465580,2006-03-06,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703925,Domestic Well,275411,4371168,120,WATER,465581,2006-04-03,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703926,Irrigation,277357,4373555,153,WATER,465597,2004-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,167281,NA
703925,Domestic Well,275411,4371168,120,WATER,465584,2006-05-01,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703924,Domestic Well,275412,4371104,120,WATER,465541,2006-05-01,0,0,0,0,0,0,0.0098,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244018,NA
703925,Domestic Well,275411,4371168,120,WATER,465552,2005-02-02,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
703927,Domestic Well,277291,4373425,75,WATER,465696,2004-12-06,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,92355,NA
703927,Domestic Well,277291,4373425,75,WATER,465714,2005-07-05,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,92355,NA
705473,Domestic Well,502582,4116756,300,WATER,464038,2009-03-19,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,222184,NA
708138,Domestic Well,517752,4522778,240,WATER,451029,2011-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,211132,0430488
703544,Domestic Well,275192,4366692,295,WATER,464497,2003-05-22,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,111024,NA
703544,Domestic Well,275192,4366692,295,WATER,464498,2003-05-22,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,111024,NA
703925,Domestic Well,275411,4371168,120,WATER,465563,2005-05-31,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,244019,NA
704473,Domestic Well,273879,4375352,NA,WATER,475096,2005-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,192564,NA
705593,Ground Water,528719,4436628,920,WATER,464306,2009-03-25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,67.9,0.04,0,-73.29,1697.5,microbial,NA,NA,NA,2042460,NA
705593,Ground Water,528719,4436628,920,WATER,464306,2009-03-25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,75.33,0.06,0,-72.15,1255.5,microbial,NA,NA,NA,2042460,NA
750075,Ground Water,495301,4436269,80,WATER,530895,2012-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,35457,0237667
753014,Domestic Well,529579,4393181,780,WATER,535635,2013-11-07,0,0,0,0,0,0,6.4,0.0079,0,0,0,0,0,0,0.0079,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,32.98,0.01,3e-4,-79.81,3201.941747572815,microbial,NA,NA,NA,148399,0276096B
752424,Ground Water,494608,4171328,NA,WATER,535626,2013-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,263484,0539244
707182,Domestic Well,501414,4121777,510,WATER,469874,2010-11-04,0,1.7,0,0,0,0,0.02,0,0,0,0,0,0,1.7,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,271373,NA
705302,Ground Water,271927,4495588,500,WATER,476474,2007-06-04,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,225427,NA
705303,Ground Water,273050,4488568,357,WATER,476475,2007-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,97457,NA
707184,Domestic Well,518612,4116820,198,WATER,469878,2011-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,153774,NA
707190,Ground Water,505376,4160630,NA,WATER,469886,2010-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,63499,NA
707198,Ground Water,524393,4452201,45,WATER,469894,2011-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26851,NA
703941,Domestic Well,274345,4370587,NA,WATER,466069,2004-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,204423,NA
703941,Domestic Well,274345,4370587,NA,WATER,466070,2004-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,204423,NA
703941,Domestic Well,274345,4370587,NA,WATER,466071,2004-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,204423,NA
703941,Domestic Well,274345,4370587,NA,WATER,466078,2005-01-04,0,0,0,0,0,0,8.2e-4,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,204423,NA
703941,Domestic Well,274345,4370587,NA,WATER,466079,2005-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,204423,NA
703941,Domestic Well,274345,4370587,NA,WATER,466087,2005-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,204423,NA
703941,Domestic Well,274345,4370587,NA,WATER,466088,2005-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,204423,NA
703914,Domestic Well,271824,4372281,172,WATER,465263,2004-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,55272,NA
703914,Domestic Well,271824,4372281,172,WATER,465264,2004-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,55272,NA
703914,Domestic Well,271824,4372281,172,WATER,465265,2004-11-04,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,55272,NA
703918,Domestic Well,274642,4370331,150,WATER,465325,2004-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,193645,NA
703918,Domestic Well,274642,4370331,150,WATER,465326,2004-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,193645,NA
