facility_id,facility_type,utm_x83,utm_y83,well_depth,matrix,sample_id,sample_date,btex_above_mcl,benzene_ugl,toluene_ugl,ethylbenzene_ugl,mp_xylenes_ugl,o_xylene_ugl,tot_xylenes_ugl,methane_mgl,ethane_mgl,propane_mgl,butane_mgl,isobutane_mgl,pentane_mgl,hexanes_mgl,sum_btex,sum_alk_2-6,sum_alk_3-6,sum_alk_4-6,detected_btex,detected_ch4,detected_ethane_26,detected_propane_36,detected_butane_46,sampled_for_btex,sampled_for_ch4,sampled_for_alkanes,wattenberg,methane,ethane,propane,delta_13c_c1,fraction,origin,aquifer,notes,more_information,permit_number,receipt_number
752774,Ground Water,504841,4425856,885,WATER,534087,2013-07-26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,228820,0465105
752774,Ground Water,504841,4425856,885,WATER,534087,2013-07-26,FALSE,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,228820,0465105
752775,Ground Water,502703,4440980,19,WATER,534278,2013-08-06,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,292286,3661379
752775,Ground Water,502703,4440980,19,WATER,534278,2013-08-06,FALSE,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,292286,3661379
752775,Ground Water,502703,4440980,19,WATER,540272,2014-09-15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,292286,3661379
752775,Ground Water,502703,4440980,19,WATER,540272,2014-09-15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,292286,3661379
752776,Ground Water,505100,4425446,950,WATER,534089,2013-08-05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,59.23,0.19,0.04,-70.96,257.52173913043475,microbial,NA,NA,NA,77978,9004462
752776,Ground Water,505100,4425446,950,WATER,534089,2013-08-05,FALSE,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,59.23,0.19,0.04,-70.96,257.52173913043475,microbial,NA,NA,NA,77978,9004462
752777,Ground Water,504909,4425785,900,WATER,534099,2013-08-05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,58.58,0.1,0.001,-70.67,580,microbial,NA,NA,NA,238905,0486168
752777,Ground Water,504909,4425785,900,WATER,534099,2013-08-05,FALSE,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,58.58,0.1,0.001,-70.67,580,microbial,NA,NA,NA,238905,0486168
752785,Domestic Well,539968,4487521,480,WATER,536220,2014-01-10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,77911,9065471
752785,Domestic Well,539968,4487521,480,WATER,536220,2014-01-10,FALSE,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,77911,9065471
752785,Domestic Well,539968,4487521,480,WATER,536222,2013-08-08,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,77911,9065471
752785,Domestic Well,539968,4487521,480,WATER,536222,2013-08-08,FALSE,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,77911,9065471
752789,Ground Water,521261,4442488,750,WATER,534254,2013-08-09,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,193332,NA
752789,Ground Water,521261,4442488,750,WATER,534254,2013-08-09,FALSE,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,193332,NA
752789,Ground Water,521261,4442488,750,WATER,600913,2018-07-05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,53.07,0.05,1e-4,-73.26,1059.2814371257484,microbial,NA,NA,NA,193332,NA
752789,Ground Water,521261,4442488,750,WATER,600913,2018-07-05,FALSE,0,0,0,0,0,0,5.5,0.01,0,0,0,0,0,0,0.01,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,53.07,0.05,1e-4,-73.26,1059.2814371257484,microbial,NA,NA,NA,193332,NA
752789,Ground Water,521261,4442488,750,WATER,600915,2018-07-05,FALSE,0,0,0,0,0,0,19,0.04,0,0,0,0,0,0,0.04,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,53.07,0.05,1e-4,-73.26,1059.2814371257484,microbial,NA,NA,NA,193332,NA
752794,Ground Water,509554,4429033,800,WATER,534739,2013-09-04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5.13,0.2,0.09,-63.1,17.68965517241379,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,534741,2013-09-04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.13,0.2,0.09,-63.1,17.68965517241379,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,534741,2013-09-04,FALSE,0,0,0,0,0,0,1,0.13,0.066,0,0,0,0,0,0.196,0.066,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.13,0.2,0.09,-63.1,17.68965517241379,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539433,2014-09-17,FALSE,0,0,0,0,0,0,11,1.4,0.58,0,0,0,0,0,1.98,0.58,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,49.63,2.96,0.9,-62.72,12.857512953367877,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539435,2014-09-17,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,49.63,2.96,0.9,-62.72,12.857512953367877,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539435,2014-09-17,FALSE,0,0,0,0,0,0,7.73,0.95,0.42,0,0,0,0,0,1.3699999999999999,0.42,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,49.63,2.96,0.9,-62.72,12.857512953367877,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539836,2014-10-16,FALSE,0,0,0,0,0,0,13,1.3,0.56,0,0,0,0,0,1.86,0.56,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,42.96,2.13,0.64,-63.77,15.509025270758123,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539836,2014-10-16,FALSE,0,0,0,0,0,0,13,1.3,0.56,0,0,0,0,0,1.86,0.56,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,26.24,1.12,0.36,-63.5,17.72972972972973,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539838,2014-10-16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,42.96,2.13,0.64,-63.77,15.509025270758123,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539838,2014-10-16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,26.24,1.12,0.36,-63.5,17.72972972972973,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539838,2014-10-16,FALSE,0,0,0,0,0,0,7.16,0.74,0.32,0,0,0,0,0,1.06,0.32,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,42.96,2.13,0.64,-63.77,15.509025270758123,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,539838,2014-10-16,FALSE,0,0,0,0,0,0,7.16,0.74,0.32,0,0,0,0,0,1.06,0.32,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,26.24,1.12,0.36,-63.5,17.72972972972973,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,540429,2014-10-16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,42.96,2.13,0.64,-63.77,15.509025270758123,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,540429,2014-10-16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,26.24,1.12,0.36,-63.5,17.72972972972973,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,540429,2014-10-16,FALSE,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,42.96,2.13,0.64,-63.77,15.509025270758123,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,540429,2014-10-16,FALSE,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,26.24,1.12,0.36,-63.5,17.72972972972973,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,546198,2015-10-22,FALSE,0,0,0,0,0,0,14,1.6,0.65,0,0,0,0,0,2.25,0.65,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,48.29,2.72,0.78,-62.81,13.797142857142857,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,546200,2015-10-22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,48.29,2.72,0.78,-62.81,13.797142857142857,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,546200,2015-10-22,FALSE,0,0,0,0,0,0,7.39,0.96,0.46,0,0,0,0,0,1.42,0.46,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,48.29,2.72,0.78,-62.81,13.797142857142857,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,548197,2016-01-26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,44.41,1.53,0.49,-64.6,21.985148514851485,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,548197,2016-01-26,FALSE,0,0,0,0,0,0,5.77,0.49,0.16,0,0,0,0,0,0.65,0.16,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,44.41,1.53,0.49,-64.6,21.985148514851485,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,548353,2016-02-10,FALSE,0,0,0,0,0,0,15,1.6,0.61,0,0,0,0,0,2.21,0.61,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,49.63,2.74,0.73,-63.69,14.302593659942364,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,550529,2016-06-28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,45.55,2.1,0.69,-65.83,16.32616487455197,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,550529,2016-06-28,FALSE,0,0,0,0,0,0,4.84,0.5,0.25,0,0,0,0,0,0.75,0.25,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,45.55,2.1,0.69,-65.83,16.32616487455197,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,553716,2016-09-29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,40.01,2.15,0.62,-64.8,14.444043321299638,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,553716,2016-09-29,FALSE,0,0,0,0,0,0,5.5,0.67,0.3,0,0,0,0,0,0.97,0.3,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,40.01,2.15,0.62,-64.8,14.444043321299638,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,555333,2016-12-12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,44.43,1.77,0.62,-63.5,18.589958158995813,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,555333,2016-12-12,FALSE,0,0,0,0,0,0,1.62,0.12,0.04,0,0,0,0,0,0.16,0.04,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,44.43,1.77,0.62,-63.5,18.589958158995813,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556412,2017-03-23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,43.13,2.07,0.66,-63.9,15.7985347985348,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556412,2017-03-23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,49.18,2.88,0.79,-64.21,13.400544959128066,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556416,2017-03-23,FALSE,0,0,0,0,0,0,11,1.3,0.48,0,0,0,0,0,1.78,0.48,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,43.13,2.07,0.66,-63.9,15.7985347985348,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556416,2017-03-23,FALSE,0,0,0,0,0,0,11,1.3,0.48,0,0,0,0,0,1.78,0.48,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,49.18,2.88,0.79,-64.21,13.400544959128066,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,GW,556434,2017-03-23,FALSE,0,0,0,0,0,0,6.2,0.34,0.14,0,0,0,0,0,0.48000000000000004,0.14,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,43.13,2.07,0.66,-63.9,15.7985347985348,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,GW,556434,2017-03-23,FALSE,0,0,0,0,0,0,6.2,0.34,0.14,0,0,0,0,0,0.48000000000000004,0.14,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,49.18,2.88,0.79,-64.21,13.400544959128066,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556438,2017-03-23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,43.13,2.07,0.66,-63.9,15.7985347985348,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556438,2017-03-23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,49.18,2.88,0.79,-64.21,13.400544959128066,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556438,2017-03-23,FALSE,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,43.13,2.07,0.66,-63.9,15.7985347985348,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,556438,2017-03-23,FALSE,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,49.18,2.88,0.79,-64.21,13.400544959128066,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,559527,2017-06-27,FALSE,0,0,0,0,0,0,13,1.2,0.47,0,0,0,0,0,1.67,0.47,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,46.53,2.14,0.6,-65.4,16.98175182481752,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,559535,2017-06-27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,46.53,2.14,0.6,-65.4,16.98175182481752,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,559535,2017-06-27,FALSE,0,0,0,0,0,0,11.4,1.36,0.57,0,0,0,0,0,1.9300000000000002,0.57,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,46.53,2.14,0.6,-65.4,16.98175182481752,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,560969,2017-09-27,FALSE,0,0,0,0,0,0,13,1.9,0.75,0,0,0,0,0,2.65,0.75,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,46.61,3.23,0.92,-62.04,11.231325301204818,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,560975,2017-09-27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,46.61,3.23,0.92,-62.04,11.231325301204818,mixed,NA,NA,NA,228628,3651619
752794,Ground Water,509554,4429033,800,WATER,560975,2017-09-27,FALSE,0,0,0,0,0,0,8.63,0.62,0,0,0,0,0,0,0.62,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,46.61,3.23,0.92,-62.04,11.231325301204818,mixed,NA,NA,NA,228628,3651619
752795,Ground Water,508835,4429292,840,WATER,534745,2013-09-04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,534747,2013-09-04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,534747,2013-09-04,FALSE,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,539982,2014-10-29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,50.46,0.17,0.05,-66.69,229.36363636363635,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,539982,2014-10-29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2.43,0.01,0.005,-64.7,162.00000000000003,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,539982,2014-10-29,FALSE,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,50.46,0.17,0.05,-66.69,229.36363636363635,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,539982,2014-10-29,FALSE,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2.43,0.01,0.005,-64.7,162.00000000000003,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,539988,2014-10-29,FALSE,0,0,0,0,0,0,12,0.08,0.03,0,0,0,0,0,0.11,0.03,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,50.46,0.17,0.05,-66.69,229.36363636363635,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,539988,2014-10-29,FALSE,0,0,0,0,0,0,12,0.08,0.03,0,0,0,0,0,0.11,0.03,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2.43,0.01,0.005,-64.7,162.00000000000003,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,540425,2014-10-29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50.46,0.17,0.05,-66.69,229.36363636363635,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,540425,2014-10-29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2.43,0.01,0.005,-64.7,162.00000000000003,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,540425,2014-10-29,FALSE,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50.46,0.17,0.05,-66.69,229.36363636363635,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,540425,2014-10-29,FALSE,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2.43,0.01,0.005,-64.7,162.00000000000003,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,546495,2015-10-20,FALSE,0,0,0,0,0,0,9.4,0.01,0.008,0,0,0,0,0,0.018000000000000002,0.008,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,45.71,0.03,0.01,-65.66,1142.75,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,546497,2015-10-20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,45.71,0.03,0.01,-65.66,1142.75,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,546497,2015-10-20,FALSE,0,0,0,0,0,0,5.27,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,45.71,0.03,0.01,-65.66,1142.75,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,548468,2016-02-03,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,48.59,0.02,0.01,-65.94,1619.6666666666667,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,548468,2016-02-03,FALSE,0,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,48.59,0.02,0.01,-65.94,1619.6666666666667,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,548472,2016-02-03,FALSE,0,0,0,0,0,0,11,0.01,0.0094,0,0,0,0,0,0.0194,0.0094,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,48.59,0.02,0.01,-65.94,1619.6666666666667,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,550617,2016-05-11,FALSE,0,0,0,0,0,0,12,0.11,0.06,0,0,0,0,0,0.16999999999999998,0.06,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,49.43,0.22,0.09,-66.61,159.4516129032258,microbial,NA,NA,NA,242005,0492318
752795,Ground Water,508835,4429292,840,WATER,550619,2016-05-11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,49.43,0.22,0.09,-66.61,159.4516129032258,microbial,NA,NA,NA,242005,0492318
